b1,b2,b3,b4,b5,b6,b7,b8,b9,batters_home,key,pitching,runs_scored
109.92286513865385,96.09184287563106,136.15174111364857,102.00238635179865,92.62136531708526,91.6282211485695,89.85855698511936,70.61671537789995,-20.0,1,2017/04/07/clemlb-arimlb-1,640.251,7
96.4572733387943,102.14980165700848,116.79870828352936,121.23468824663874,117.23894232921782,96.05061786833326,83.3761811733558,90.19685576865713,96.78,0,2017/04/07/seamlb-anamlb-1,618.273,1
98.19410067198994,111.52070885103018,169.08783951737783,106.08009972873987,107.10840259780079,91.1324631216,93.87246064598128,76.37034512171965,79.00289559405714,1,2017/04/07/seamlb-anamlb-1,651.735,5
85.57788571428574,102.14085968716834,101.1742143536819,90.12607962961523,96.0577758807456,104.2218340636196,97.63095952,78.58508571428571,81.13,0,2017/04/08/bosmlb-detmlb-1,658.764,1
101.09064413295499,102.72915616228842,135.84154668730528,107.8345136679776,111.59453479873379,78.23624308301999,74.69150898329106,77.33276184300469,80.37737390888846,1,2017/04/08/bosmlb-detmlb-1,629.658,4
99.38446632958893,104.29263731367986,116.21228092280171,100.87403697015336,93.57340715911192,89.9234841892696,75.41517162075058,83.53240838869344,88.50513129257143,0,2017/04/08/minmlb-chamlb-1,651.537,2
82.6967905640977,80.37424474806551,111.63129888418116,118.15570234426629,91.77096512094148,98.22652281428093,84.94754365714286,78.80457142857144,62.00805070976401,1,2017/04/08/minmlb-chamlb-1,644.706,6
82.11319869226419,74.98,134.80974778955573,90.67977006438448,89.40504330872028,84.20022478658517,71.83037633826815,78.5652554887549,-20.0,0,2017/04/08/cinmlb-slnmlb-1,621.342,4
100.10130245080782,103.99939731984472,111.69478791741709,101.26289692532984,93.63264892855814,95.32639303680565,94.92163111735279,94.8887729553298,-20.0,1,2017/04/08/cinmlb-slnmlb-1,664.011,10
102.58355048613792,113.34123552332758,124.41681398409663,105.74110649279716,94.86844626398886,91.15494395352431,102.18464207219571,94.71054370857915,81.81504266276849,0,2017/04/08/nyamlb-balmlb-1,619.1805,4
111.90217334576755,104.02932221062844,129.94967876836358,105.74927411650341,108.80144625824686,89.40862295834421,103.22335907842778,91.4362008922924,75.48245194739745,1,2017/04/08/nyamlb-balmlb-1,606.57912,5
94.82918470485941,139.15141499509346,122.74414180314976,109.75656261449652,102.07488336009277,109.20121560624615,95.37081827823158,94.72585915394737,92.54629105623293,0,2017/04/08/tormlb-tbamlb-1,583.6309200000001,2
104.41742340552479,100.66146550313404,121.15820013270675,99.02757393097154,102.19719391375912,109.84456370801931,84.00435971519181,83.55848600226744,76.06059111560843,1,2017/04/08/tormlb-tbamlb-1,612.5310000000001,3
85.6814600316186,83.9594680353238,124.74595436055193,85.60079432953208,95.3058253776273,81.56357961770156,83.07142217425715,77.67390160585714,-20.0,0,2017/04/08/atlmlb-pitmlb-1,642.033,4
87.59799151877102,102.6870742397223,120.6363321512532,95.13458805893116,104.47745714285713,95.74317634777842,86.69224518683303,81.50774862157479,-20.0,1,2017/04/08/atlmlb-pitmlb-1,633.618,6
99.69420488472133,106.37155606184095,146.8766648506151,121.02837587517216,103.11404877229215,100.88414545585323,104.15662699120001,91.64426733347423,-20.0,0,2017/04/08/wasmlb-phimlb-1,580.455,3
89.65592607222086,98.74658540481691,100.83279848044519,98.5115755439418,94.84255134235492,95.77072678226637,77.96231872852584,78.20934460572745,-20.0,1,2017/04/08/wasmlb-phimlb-1,683.613,17
121.06833630179405,120.98688810357261,132.90273378830878,109.45497745479334,88.2753291976321,104.86576580366872,88.73511256889873,-20.0,82.97977142857144,0,2017/04/08/chnmlb-milmlb-1,580.23522,11
86.09524581969895,116.385511372455,94.03441384678983,91.44206390370078,77.61808100242074,91.58,77.17308686367355,73.70597565822726,-20.0,1,2017/04/08/chnmlb-milmlb-1,600.651,6
93.86268019890791,101.0268695328384,106.56303251214806,98.52731840260049,96.51431428571428,75.33631185668713,70.88804221825544,81.33,64.99,0,2017/04/08/kcamlb-houmlb-1,592.4835,7
125.54878492895102,105.52706836273704,111.7584681871714,118.72123814153643,101.87187451436442,93.94910197301519,91.01887179293287,93.64206937241413,69.9242828,1,2017/04/08/kcamlb-houmlb-1,609.60456,3
101.90037292469086,68.20077338811429,121.47873274252159,135.62687347524027,106.20870543102001,107.71020317647049,103.17485902769882,68.78301312215265,-20.0,0,2017/04/08/miamlb-nynmlb-1,624.99972,8
101.03791485255944,92.84998857623884,111.53365119155222,99.89573375186077,103.64766068449666,99.60629987220365,109.12344518817396,98.12157021008743,-20.0,1,2017/04/08/miamlb-nynmlb-1,636.093,1
98.42068822618673,103.67528295605386,96.89873457826869,117.5261193163397,99.13421771148764,91.31549536431707,104.2259727759688,95.3091672,75.93666315403145,0,2017/04/08/oakmlb-texmlb-1,594.2259000000001,6
94.86251137725344,108.43553199720192,112.66408021828708,97.48775840400057,112.72988760059748,103.8640725267218,92.40633269456758,87.09028571428574,97.3145845756162,1,2017/04/08/oakmlb-texmlb-1,632.07756,1
128.0406197581204,113.71200327023978,107.3706321063343,123.28847562749695,103.32789087102304,94.31796802855885,97.85038567276312,84.45951428571429,-20.0,0,2017/04/08/clemlb-arimlb-1,610.5846600000001,2
80.04977083049616,96.14252776323484,137.47694404362755,102.74025283619291,94.74265643634486,94.29936672209499,82.85679832684656,62.124511031498955,-20.0,1,2017/04/08/clemlb-arimlb-1,623.0250000000001,11
91.35831685679865,118.87794142356724,120.28764804052145,106.09871425074064,113.72968305295021,107.94835752481028,130.86819417437687,79.9620461133032,-20.0,0,2017/04/08/lanmlb-colmlb-1,585.5172,2
88.93123803511341,86.21224009465641,111.5220105639297,89.17979060643026,96.20279367169157,80.88222876812969,87.21950434432785,71.3045346109143,-20.0,1,2017/04/08/lanmlb-colmlb-1,522.00144,4
96.68107666405581,122.09476478907642,108.6520525111106,126.74118109572935,97.70554932761652,93.05357247738816,104.25766113794037,87.71450087451339,-20.0,0,2017/04/08/sfnmlb-sdnmlb-1,636.07716,1
87.8904605994137,114.06824075962008,104.10573723652388,91.36191094452823,84.66511428571428,66.17118095202858,77.80060802903866,74.89743707575595,-20.0,1,2017/04/08/sfnmlb-sdnmlb-1,548.57898,2
95.43553062029963,101.53257715795324,115.945640047731,120.30297969892365,114.5512538322825,95.4182034334062,75.23311277529234,89.64678666427746,82.42460248459847,0,2017/04/08/seamlb-anamlb-1,647.4119999999999,4
100.86491898297771,115.19867760753988,168.17904482155572,103.46745277843516,94.985851294352,92.7050731181839,96.50851428571428,75.51823227205037,80.22741791810921,1,2017/04/08/seamlb-anamlb-1,593.06298,5
102.5233574308308,100.47151960841245,128.94285714285712,95.25596613819242,91.7167960981055,83.36981251428571,78.93221692990521,93.62051569589799,78.64215988571428,0,2017/04/09/bosmlb-detmlb-1,622.53,7
