b1,b2,b3,b4,b5,b6,b7,b8,b9,batters_home,key,pitching,runs_scored
104.91742857142857,84.60257142857142,110.7644,102.37485714285715,112.33657142857143,99.6262857142857,92.36474285714287,90.02591428571428,82.69800000000002,0,2016/04/27/chamlb-tormlb-1,627.7987800000001,4
112.05142857142856,137.53497142857142,139.92157142857144,125.40234285714286,101.09191428571428,74.59214285714286,88.089,91.57205714285715,58.79845714285714,1,2016/04/27/chamlb-tormlb-1,594.60408,0
99.74797142857143,69.3805714285714,91.96771428571428,116.65902857142856,77.09114285714286,77.8534,79.56585714285713,65.9192857142857,73.40782857142858,0,2016/04/27/atlmlb-bosmlb-1,637.14636,4
115.0088,105.54097142857141,106.85071428571429,131.58457142857142,103.9108,109.88600000000001,87.79857142857142,74.29502857142856,91.66262857142857,1,2016/04/27/atlmlb-bosmlb-1,640.581,9
86.1942857142857,137.00142857142856,97.77348571428571,118.956,121.00951428571429,88.41000000000003,77.33454285714286,95.62465714285713,84.40485714285714,0,2016/04/27/balmlb-tbamlb-1,586.14288,3
115.63062857142859,89.08931428571428,106.47845714285714,110.352,91.46985714285714,80.66408571428572,115.68745714285713,100.76982857142859,79.3326,1,2016/04/27/balmlb-tbamlb-1,640.8945,1
88.6386,75.0162857142857,120.79977142857142,100.63600000000001,84.53222857142858,98.45342857142856,76.46828571428571,-20.0,74.53408571428572,0,2016/04/27/cinmlb-nynmlb-1,632.4022800000001,2
85.80457142857144,108.2684,124.7192,110.92377142857143,115.04642857142856,98.45662857142858,84.47857142857143,73.06882857142854,-20.0,1,2016/04/27/cinmlb-nynmlb-1,680.8845600000001,5
88.00017142857142,90.19620000000002,118.35662857142857,98.11668571428572,93.10657142857143,100.8828,88.4310857142857,89.94514285714286,99.61405714285715,0,2016/04/27/oakmlb-detmlb-1,606.84312,4
105.31465714285716,111.57005714285715,134.62937142857143,117.904,101.95262857142856,101.59045714285715,85.4733142857143,51.644514285714294,74.2514857142857,1,2016/04/27/oakmlb-detmlb-1,598.78584,9
89.84242857142857,104.9430857142857,104.01388571428572,109.83485714285715,94.3088,101.0114,98.1694,91.04445714285713,84.70491428571428,0,2016/04/27/nyamlb-texmlb-1,680.3776799999998,2
85.55114285714284,98.60345714285715,116.84357142857144,88.44525714285713,78.89257142857143,97.50948571428572,93.95377142857143,64.49585714285715,63.142885714285704,1,2016/04/27/nyamlb-texmlb-1,657.0664800000001,3
112.33780000000002,101.88902857142857,98.80054285714287,113.0487142857143,104.36394285714287,94.22285714285714,88.15662857142857,93.67862857142859,89.32702857142857,0,2016/04/27/clemlb-minmlb-1,623.322,6
78.38514285714284,92.16731428571428,116.54522857142857,122.36705714285715,116.4486,109.51265714285714,94.48877142857144,73.82934285714283,82.84234285714284,1,2016/04/27/clemlb-minmlb-1,613.87344,5
113.0666,134.41902857142856,101.3276,119.13925714285713,100.84665714285713,114.16685714285713,99.05028571428572,87.52914285714287,-20.0,0,2016/04/27/pitmlb-colmlb-1,591.88818,9
91.04685714285714,92.15171428571428,114.12785714285715,115.87251428571429,99.11742857142859,101.7974,84.80062857142858,82.10457142857143,-20.0,1,2016/04/27/pitmlb-colmlb-1,639.11646,8
123.24620000000002,107.17651428571428,122.46417142857143,97.80928571428572,104.21522857142857,101.6434,81.95142857142856,111.26554285714286,-20.0,0,2016/04/27/slnmlb-arimlb-1,625.21092,11
98.5292,107.9298,144.5776,110.03291428571428,101.27417142857144,101.5568,82.12360000000002,68.11545714285714,-20.0,1,2016/04/27/slnmlb-arimlb-1,705.71904,4
63.88617142857144,117.71774285714287,118.01511428571429,103.37405714285715,104.18614285714285,108.82237142857143,73.77359999999999,72.41305714285713,80.51514285714283,0,2016/04/27/kcamlb-anamlb-1,639.77976,2
99.9836,78.38502857142858,169.00457142857147,104.09531428571428,107.2876,78.0844,77.93448571428571,70.41940000000002,102.47,1,2016/04/27/kcamlb-anamlb-1,648.4185000000001,4
83.95888571428571,98.22428571428571,132.8116,149.64685714285713,99.3094,84.99354285714288,79.7876,69.03954285714286,-20.0,0,2016/04/27/miamlb-lanmlb-1,622.36368,2
96.14571428571428,130.5236,121.81565714285715,106.1652,98.14202857142858,87.04491428571428,88.26691428571428,92.5668,-20.0,1,2016/04/27/miamlb-lanmlb-1,695.79,0
84.57525714285714,94.74165714285715,115.72565714285713,102.4644,102.36377142857144,101.54114285714287,88.26874285714285,87.08525714285713,98.79262857142857,0,2016/04/28/oakmlb-detmlb-1,633.1454399999999,3
105.39314285714286,115.9012,136.36999999999998,122.94245714285715,98.56588571428571,102.09045714285713,99.84814285714288,88.01402857142857,72.10434285714288,1,2016/04/28/oakmlb-detmlb-1,653.4378,7
81.96154285714286,94.2142,132.83928571428572,100.46802857142856,116.9097142857143,90.71622857142857,73.99777142857144,58.38497142857143,-20.0,0,2016/04/28/milmlb-chnmlb-1,555.98616,2
125.52097142857143,106.15,128.44740000000002,137.95028571428568,108.5953142857143,100.74645714285714,90.03320000000002,58.90037142857143,-20.0,1,2016/04/28/milmlb-chnmlb-1,663.7272,7
100.9534,76.37885714285716,112.9448,82.02777142857144,77.00754285714284,85.44642857142857,75.34937142857143,-20.0,66.997,0,2016/04/28/phimlb-wasmlb-1,616.2586799999999,3
86.49028571428572,68.23362857142857,169.51774285714288,96.48665714285713,124.23142857142858,100.642,73.1849142857143,62.98,-20.0,1,2016/04/28/phimlb-wasmlb-1,556.74186,0
104.3034,81.68868571428571,108.90251428571429,103.22291428571428,112.44945714285716,98.40768571428572,91.63142857142857,76.32,87.01102857142858,0,2016/04/28/chamlb-balmlb-1,662.74116,2
87.81145714285715,134.4202857142857,116.45211428571429,119.80042857142858,95.37971428571429,77.38600000000002,95.28182857142859,84.30122857142858,74.73417142857143,1,2016/04/28/chamlb-balmlb-1,686.0787600000001,10
100.34811428571429,68.00142857142856,90.32314285714287,119.84045714285713,78.59314285714288,74.91285714285712,73.1197142857143,63.61834285714285,73.64285714285717,0,2016/04/28/atlmlb-bosmlb-1,638.3634000000001,5
115.27142857142857,111.94734285714287,106.2777142857143,135.49354285714284,103.02668571428572,113.21822857142857,92.38142857142859,92.18914285714285,82.64102857142858,1,2016/04/28/atlmlb-bosmlb-1,589.25808,3
124.18005714285715,111.34245714285713,122.05817142857143,112.26257142857142,106.15194285714284,105.40074285714287,101.45971428571428,115.00885714285714,-20.0,0,2016/04/28/slnmlb-arimlb-1,593.5071600000001,0
99.05285714285714,108.9062,146.90125714285716,110.4152,83.76371428571426,62.481314285714284,72.81062857142857,67.75999999999999,-20.0,1,2016/04/28/slnmlb-arimlb-1,636.0732,3
82.75657142857143,100.86074285714287,131.50074285714285,150.91359999999997,98.66931428571428,72.55968571428572,84.48485714285717,67.02022857142858,-20.0,0,2016/04/28/miamlb-lanmlb-1,582.0984,5
94.4638857142857,97.4492,120.48694285714285,113.0392,127.79525714285714,93.24714285714286,84.65714285714287,113.70034285714287,-20.0,1,2016/04/28/miamlb-lanmlb-1,555.0832800000001,3
104.66174285714285,65.22971428571428,122.4402,88.9082857142857,72.07685714285716,76.87400000000002,62.94285714285715,72.92268571428572,-20.0,0,2016/04/29/atlmlb-chnmlb-1,577.683,1
123.95040000000002,104.1427142857143,108.54694285714287,140.49342857142858,95.03014285714286,101.324,89.57985714285714,62.07100000000001,-20.0,1,2016/04/29/atlmlb-chnmlb-1,658.12644,6
105.8296,81.12902857142856,110.94,104.54919999999998,109.94448571428572,98.37619999999998,93.99214285714285,90.49508571428572,84.66057142857143,0,2016/04/29/chamlb-balmlb-1,665.8576800000002,3
89.6213142857143,138.59557142857142,119.36937142857144,121.83274285714286,96.97914285714286,86.64162857142858,78.66785714285714,96.31085714285715,83.68,1,2016/04/29/chamlb-balmlb-1,609.4026,6
91.97682857142857,100.07634285714286,121.292,90.316,98.315,77.542,75.47942857142857,-20.0,74.5304,0,2016/04/29/cinmlb-pitmlb-1,623.6124,1
111.08862857142857,134.79999999999998,101.28197142857141,118.68439999999998,102.02454285714285,115.26919999999998,99.58514285714287,87.31542857142857,-20.0,1,2016/04/29/cinmlb-pitmlb-1,592.15944,4
88.78285714285715,101.0572,98.0384,111.53685714285713,104.15745714285713,91.80422857142857,91.3736,92.09185714285714,-20.0,0,2016/04/29/clemlb-phimlb-1,695.196,3
101.49142857142857,76.5488,112.0782857142857,81.84308571428572,90.43977142857143,84.86222857142856,74.86,-20.0,65.26525714285715,1,2016/04/29/clemlb-phimlb-1,558.33246,4
87.37757142857143,102.42251428571429,103.10142857142857,108.4104,101.00394285714285,100.19920000000002,99.03645714285715,88.99442857142857,83.3352,0,2016/04/29/nyamlb-bosmlb-1,657.3681,2
114.986,112.88222857142858,108.32014285714287,132.83177142857144,106.18588571428572,110.83822857142859,85.01317142857144,73.85880000000002,91.5264,1,2016/04/29/nyamlb-bosmlb-1,567.6523200000001,4
96.24785714285713,104.5604,96.91485714285713,127.43114285714287,119.4600857142857,122.78342857142857,92.02468571428572,-20.0,91.64874285714285,0,2016/04/29/sfnmlb-nynmlb-1,573.7150800000001,1
112.17925714285713,107.39834285714286,124.5168,119.85962857142857,108.35428571428572,119.25937142857143,96.13228571428571,72.08248571428571,-20.0,1,2016/04/29/sfnmlb-nynmlb-1,657.2677799999999,13
109.656,140.30622857142856,137.14388571428572,122.64154285714285,99.8084,97.40628571428572,85.64460000000003,91.378,58.81817142857143,0,2016/04/29/tormlb-tbamlb-1,553.87284,6
115.9977142857143,87.80879999999998,105.5464,108.34142857142857,113.14522857142859,81.79542857142856,111.16811428571428,98.85785714285713,79.60594285714286,1,2016/04/29/tormlb-tbamlb-1,593.6180400000001,1
101.384,80.92,169.49651428571428,101.9856,106.6648,80.26742857142858,92.348,79.52931428571429,84.24000000000002,0,2016/04/29/anamlb-texmlb-1,660.16848,2
98.6344,97.51614285714287,115.914,102.66485714285713,87.8177142857143,96.21948571428571,95.2334,80.2114857142857,62.93108571428571,1,2016/04/29/anamlb-texmlb-1,599.3739,4
107.85365714285713,117.1438,135.96797142857142,120.42357142857144,97.63828571428571,105.91948571428571,68.37302857142858,50.821999999999996,76.14474285714286,0,2016/04/29/detmlb-minmlb-1,627.0602399999999,9
81.39785714285712,89.0532,115.9136,123.18351428571428,117.62528571428572,108.60005714285712,93.88945714285713,80.43274285714286,73.29245714285716,1,2016/04/29/detmlb-minmlb-1,647.082,2
70.57582857142856,103.71745714285713,130.65205714285713,98.57242857142856,97.47399999999999,111.29822857142857,65.48714285714286,53.47471428571429,-20.0,0,2016/04/29/miamlb-milmlb-1,649.6659000000001,6
105.84034285714287,86.1144,130.88885714285715,103.5986,114.49085714285715,72.90262857142856,87.65297142857143,56.4596,-20.0,1,2016/04/29/miamlb-milmlb-1,617.76942,3
68.86228571428572,95.4206,168.11577142857143,95.69785714285713,121.79874285714287,99.82662857142857,66.56245714285714,69.66942857142857,-20.0,0,2016/04/29/wasmlb-slnmlb-1,633.67344,5
121.48142857142858,110.46348571428571,121.6522,103.99594285714285,95.33508571428571,99.47842857142857,113.15614285714287,80.03828571428572,-20.0,1,2016/04/29/wasmlb-slnmlb-1,539.0136,4
85.83834285714286,93.50234285714285,119.97834285714285,103.33194285714285,105.25931428571428,93.00074285714285,85.95782857142858,85.25399999999999,-20.0,0,2016/04/29/colmlb-arimlb-1,623.90808,9
99.31091428571429,110.11311428571429,144.12137142857142,108.014,98.53234285714285,102.5858,87.72794285714286,74.22302857142857,-20.0,1,2016/04/29/colmlb-arimlb-1,610.023,0
133.67645714285715,120.2692,117.3356,98.71825714285715,111.83651428571429,113.62405714285713,86.55022857142856,81.34920000000002,75.91788571428572,0,2016/04/29/houmlb-oakmlb-1,636.588,4
85.3994,98.50905714285715,115.4088,100.81820000000002,104.3298,88.47200000000002,88.0556,86.4952,97.49737142857144,1,2016/04/29/houmlb-oakmlb-1,616.1385600000001,7
62.8746,117.88805714285714,93.41331428571428,123.58780000000002,102.101,106.3205142857143,101.86437142857142,74.616,81.27828571428572,0,2016/04/29/kcamlb-seamlb-1,611.95416,0
85.71891428571429,111.0765142857143,121.40279999999998,122.20094285714285,104.166,100.38422857142858,98.00817142857143,85.17834285714284,83.74694285714288,1,2016/04/29/kcamlb-seamlb-1,661.7511599999999,1
86.66785714285713,117.13845714285715,114.87279999999998,82.24799999999998,80.25865714285716,73.99148571428572,79.2414285714286,78.7192,-20.0,0,2016/04/29/sdnmlb-lanmlb-1,644.0790000000001,5
97.18385714285714,99.0416,107.40657142857144,117.99722857142858,126.69068571428569,114.03994285714286,90.97048571428572,112.53337142857143,-20.0,1,2016/04/29/sdnmlb-lanmlb-1,601.7815800000001,1
109.256,116.14805714285713,136.18765714285715,126.81142857142858,99.39057142857143,110.12874285714285,100.45354285714285,77.99177142857144,86.98714285714287,0,2016/04/30/detmlb-minmlb-1,651.2208599999999,4
80.85317142857143,87.85417142857143,115.07857142857144,122.81102857142858,114.9928,79.76425714285716,93.29077142857143,82.1752,74.375,1,2016/04/30/detmlb-minmlb-1,645.8742,1
70.52714285714286,94.63371428571428,166.3172,94.51945714285714,121.05622857142856,99.07388571428572,69.87148571428571,69.26617142857144,-20.0,0,2016/04/30/wasmlb-slnmlb-1,572.6755800000001,6
95.6292,119.73200000000001,124.57445714285713,106.81200000000001,106.48142857142858,110.13091428571428,80.52114285714286,86.00342857142857,-20.0,1,2016/04/30/wasmlb-slnmlb-1,629.1814799999999,1
131.18959999999998,120.7597142857143,117.38514285714287,110.7492,101.73471428571429,112.80085714285713,96.9606857142857,94.06691428571428,77.8364,0,2016/04/30/houmlb-oakmlb-1,623.124,0
86.56374285714287,96.2106,115.27757142857143,100.75525714285715,88.30682857142857,93.20317142857141,89.52994285714287,89.27725714285714,99.65700000000001,1,2016/04/30/houmlb-oakmlb-1,616.28904,2
97.69348571428571,93.26771428571428,96.7592,127.80177142857143,123.0608,117.67302857142856,93.80514285714287,69.50342857142857,-20.0,0,2016/04/30/sfnmlb-nynmlb-1,573.6385200000001,5
112.0762,97.8596,125.29554285714285,122.82377142857143,107.67734285714286,120.04868571428571,89.22414285714285,71.62,-20.0,1,2016/04/30/sfnmlb-nynmlb-1,656.7906,6
114.4148,142.88811428571432,137.27031428571428,121.11857142857141,98.56814285714287,96.7104,89.0738857142857,60.59857142857143,69.97491428571429,0,2016/04/30/tormlb-tbamlb-1,551.6400600000001,3
118.22314285714288,112.68845714285715,102.94957142857143,109.73874285714287,112.27142857142857,89.01428571428572,72.3272,99.77882857142859,77.76614285714284,1,2016/04/30/tormlb-tbamlb-1,668.8639800000001,4
105.96154285714287,77.39051428571429,111.5496,103.25754285714285,109.81754285714285,99.77431428571428,98.34394285714286,88.60428571428572,82.7889142857143,0,2016/04/30/chamlb-balmlb-1,605.34756,8
140.00439999999998,95.72397142857143,118.4784,120.5764,87.19800000000002,103.31565714285715,78.24411428571429,83.53531428571429,105.43557142857142,1,2016/04/30/chamlb-balmlb-1,667.98288,7
89.91017142857143,97.82628571428572,123.10982857142857,88.14331428571428,96.19931428571428,98.34991428571428,77.79608571428571,-20.0,72.85065714285714,0,2016/04/30/cinmlb-pitmlb-1,629.0422199999999,1
109.75377142857144,131.93394285714285,101.68854285714285,120.07988571428572,102.2274,113.3796,101.65428571428572,89.0632,-20.0,1,2016/04/30/cinmlb-pitmlb-1,639.9427800000001,5
103.13025714285715,96.61317142857143,110.42214285714287,116.04771428571428,92.36622857142858,89.219,81.52348571428571,89.67137142857143,-20.0,0,2016/04/30/clemlb-phimlb-1,576.1947,3
102.71714285714287,73.72391428571429,110.44897142857144,86.77991428571428,77.24551428571428,86.57,83.0698857142857,-20.0,65.4128,1,2016/04/30/clemlb-phimlb-1,583.03692,4
109.98234285714285,106.44365714285715,129.19514285714286,151.71542857142856,104.97365714285715,98.63114285714286,87.6889142857143,65.95965714285714,-20.0,0,2016/04/30/miamlb-milmlb-1,642.11616,7
104.13525714285713,84.76857142857142,129.53799999999998,102.84965714285713,113.2984,83.6698,71.18902857142857,87.61182857142856,-20.0,1,2016/04/30/miamlb-milmlb-1,605.073,5
89.2192,103.256,100.5452,107.00811428571429,102.248,97.74637142857144,101.834,82.86282857142857,86.96571428571428,0,2016/04/30/nyamlb-bosmlb-1,558.3423600000001,0
112.34017142857144,110.44902857142857,109.15977142857142,135.5953142857143,105.24931428571428,110.08180000000002,84.89342857142857,82.55388571428571,92.01328571428571,1,2016/04/30/nyamlb-bosmlb-1,569.64486,8
100.09560000000002,83.9314,170.15817142857142,100.92014285714286,105.6854,81.20357142857144,91.446,68.6272,78.63142857142857,0,2016/04/30/anamlb-texmlb-1,647.23776,2
99.11588571428571,97.00325714285714,114.59785714285715,101.73645714285715,89.66017142857143,97.96457142857143,94.934,76.57462857142856,83.262,1,2016/04/30/anamlb-texmlb-1,645.4485,7
87.4082857142857,97.36491428571428,111.92714285714285,121.1837142857143,94.5542,101.8536,89.26648571428572,83.0412,-20.0,0,2016/04/30/colmlb-arimlb-1,619.74612,5
97.9228,85.72185714285716,144.25871428571432,98.71508571428572,101.52025714285715,106.79297142857143,77.11468571428571,-20.0,66.18577142857143,1,2016/04/30/colmlb-arimlb-1,609.6600000000001,2
88.41857142857144,114.67285714285713,118.4048,81.79751428571429,75.20028571428571,77.96600000000002,76.64102857142858,79.4948,-20.0,0,2016/04/30/sdnmlb-lanmlb-1,636.42432,5
94.38725714285714,99.09080000000002,106.1492,118.10348571428571,116.93714285714287,94.1008,88.74114285714286,112.9242857142857,-20.0,1,2016/04/30/sdnmlb-lanmlb-1,633.1659,2
63.732114285714296,115.50314285714285,94.39317142857143,124.4228,101.33028571428572,105.03265714285715,100.7518,73.0338857142857,73.68205714285712,0,2016/04/30/kcamlb-seamlb-1,626.424,0
85.9216,115.19897142857144,118.75,120.70011428571428,102.09299999999999,99.72371428571428,96.10548571428572,83.3246,83.3824,1,2016/04/30/kcamlb-seamlb-1,637.06584,6
97.74637142857144,92.12162857142856,95.14425714285713,127.90194285714284,124.5,118.04502857142856,91.63762857142856,69.05199999999999,-20.0,0,2016/05/01/sfnmlb-nynmlb-1,501.53220000000005,6
85.12434285714286,108.69057142857143,130.7746857142857,120.44928571428572,119.73531428571428,90.59622857142858,72.81057142857142,90.95657142857141,-20.0,1,2016/05/01/sfnmlb-nynmlb-1,560.5296,1
113.256,142.85002857142857,138.34665714285714,118.40588571428572,96.13951428571428,94.38,85.44134285714286,84.90942857142858,59.764942857142856,0,2016/05/01/tormlb-tbamlb-1,617.99844,5
124.29948571428572,93.44394285714287,104.1574,105.7992,112.1092857142857,79.31634285714286,111.3564,100.9394,76.86591428571428,1,2016/05/01/tormlb-tbamlb-1,627.117,1
105.82222857142857,80.38277142857143,111.35668571428572,105.26745714285713,106.56142857142858,102.59714285714284,99.21045714285714,87.88485714285713,82.10557142857144,0,2016/05/01/chamlb-balmlb-1,600.6622199999999,7
86.78299999999999,139.8964,119.79708571428571,97.98828571428572,120.37242857142857,75.4852,100.21394285714285,86.48485714285715,73.76074285714286,1,2016/05/01/chamlb-balmlb-1,577.89684,1
89.50028571428572,75.60365714285714,121.4488,87.5968,97.22162857142857,97.19748571428572,93.89308571428572,76.89554285714284,-20.0,0,2016/05/01/cinmlb-pitmlb-1,659.79756,6
112.36342857142857,129.60982857142858,100.90771428571428,119.54188571428571,110.98100000000001,91.23777142857142,88.9614857142857,69.24971428571429,-20.0,1,2016/05/01/cinmlb-pitmlb-1,644.013,5
106.85782857142857,114.73,135.59959999999998,128.9704,100.50825714285713,111.01914285714285,98.1218,78.37514285714286,84.68291428571429,0,2016/05/01/detmlb-minmlb-1,595.7128799999999,6
79.83128571428571,85.46725714285714,115.9062857142857,120.05557142857144,116.16902857142858,107.68757142857143,82.4278,74.62788571428571,80.30971428571429,1,2016/05/01/detmlb-minmlb-1,712.73484,5
71.91168571428571,106.83971428571431,111.374,153.41337142857142,104.78102857142858,101.6294,88.68845714285715,71.9872,-20.0,0,2016/05/01/miamlb-milmlb-1,662.4039,5
105.2466,82.6912,128.65182857142855,112.10320000000002,88.57554285714286,82.59182857142858,71.3544,64.25557142857143,-20.0,1,2016/05/01/miamlb-milmlb-1,672.2339399999998,14
86.98542857142857,96.11428571428571,163.86897142857143,121.93857142857144,102.03302857142856,86.81988571428572,69.00657142857143,68.40857142857142,-20.0,0,2016/05/01/wasmlb-slnmlb-1,618.9026399999999,6
117.13237142857143,109.6908,121.928,109.25477142857143,108.0668,92.2556,86.46731428571428,111.45642857142856,-20.0,1,2016/05/01/wasmlb-slnmlb-1,599.0076,1
103.96977142857143,63.978971428571434,125.02028571428569,88.2696,78.90531428571428,75.94331428571428,74.21679999999998,-20.0,77.66262857142857,0,2016/05/01/atlmlb-chnmlb-1,576.5900399999999,4
124.13357142857143,102.77062857142856,130.68537142857144,140.48442857142857,108.8786,105.12145714285714,87.3552857142857,73.76974285714284,-20.0,1,2016/05/01/atlmlb-chnmlb-1,635.36568,3
89.77028571428569,101.63600000000001,97.574,114.63834285714285,89.42960000000002,91.69814285714287,86.92834285714285,93.00182857142859,-20.0,0,2016/05/01/clemlb-phimlb-1,542.241,1
103.69565714285713,76.88617142857143,107.93434285714287,84.50511428571428,75.14357142857143,87.68825714285713,82.66671428571428,-20.0,65.75002857142857,1,2016/05/01/clemlb-phimlb-1,599.02146,2
101.65931428571429,108.51142857142858,166.77431428571433,101.99745714285713,93.63702857142857,82.7522857142857,80.47162857142857,84.94,76.16714285714284,0,2016/05/01/anamlb-texmlb-1,608.2370400000001,9
103.39188571428569,95.79622857142857,114.95057142857144,103.1888,89.12137142857144,99.47085714285713,95.1404,61.3638,82.7349142857143,1,2016/05/01/anamlb-texmlb-1,607.8661200000001,6
129.88857142857142,119.34691428571426,118.38137142857143,110.14142857142859,100.4732,110.8450857142857,96.7157142857143,81.48668571428571,77.74271428571429,0,2016/05/01/houmlb-oakmlb-1,552.1542000000001,2
86.06042857142856,96.76585714285716,112.76608571428572,98.3148,104.29645714285715,91.43862857142858,85.993,89.98737142857144,100.86377142857144,1,2016/05/01/houmlb-oakmlb-1,700.46676,1
87.58674285714287,99.83571428571429,114.9212,122.5942,93.09325714285713,83.14794285714284,84.68142857142857,59.190342857142866,-20.0,0,2016/05/01/colmlb-arimlb-1,675.65736,6
82.93085714285714,86.9963142857143,144.25368571428572,103.95,97.27474285714287,64.05322857142858,77.92142857142856,64.2164,-20.0,1,2016/05/01/colmlb-arimlb-1,627.1335,3
61.734,117.16302857142858,93.706,121.9267142857143,100.5562,104.51142857142857,98.93257142857144,73.112,79.65394285714284,0,2016/05/01/kcamlb-seamlb-1,555.3743400000001,4
83.14514285714284,117.61168571428571,116.73665714285715,123.48317142857144,100.66905714285716,103.99062857142857,95.37928571428571,82.33600000000001,59.71339999999999,1,2016/05/01/kcamlb-seamlb-1,621.65484,1
87.853,118.859,118.83502857142857,82.76765714285712,78.91925714285712,74.12557142857142,77.43365714285714,76.19051428571429,-20.0,0,2016/05/01/sdnmlb-lanmlb-1,517.8408,0
124.0076,93.52971428571428,115.659,103.73365714285713,84.88571428571429,91.674,97.98022857142857,86.5192,-20.0,1,2016/05/01/sdnmlb-lanmlb-1,574.36056,1
86.78217142857143,100.7616,100.19725714285713,104.9368,101.53888571428571,86.60554285714285,88.15857142857143,82.2286,79.0716,0,2016/05/01/nyamlb-bosmlb-1,520.1243999999999,7
112.95200000000001,108.70991428571428,109.01137142857144,139.7882,104.96428571428572,110.26051428571431,86.73894285714287,81.2548857142857,99.3963142857143,1,2016/05/01/nyamlb-bosmlb-1,571.3470000000001,8
124.95857142857143,103.90031428571429,130.1778857142857,139.85554285714284,107.583,86.75494285714285,83.58942857142857,61.826371428571434,-20.0,0,2016/05/02/chnmlb-pitmlb-1,592.73034,7
112.29931428571429,128.91114285714283,102.57385714285714,119.4672,103.78948571428572,117.12742857142857,99.4336,87.4803142857143,-20.0,1,2016/05/02/chnmlb-pitmlb-1,605.72376,2
105.5244,94.59417142857143,117.15605714285715,101.47417142857144,91.4676,99.54799999999999,94.63594285714285,76.18822857142858,83.87525714285714,0,2016/05/02/texmlb-tormlb-1,645.58644,2
113.52557142857141,145.43099999999995,136.80317142857143,115.69045714285713,97.51942857142859,94.35668571428572,58.808171428571434,93.73891428571429,69.77720000000001,1,2016/05/02/texmlb-tormlb-1,661.07862,1
103.50874285714285,65.60228571428571,122.26342857142856,86.4632,75.63914285714284,68.2,61.7642,-20.0,81.05954285714286,0,2016/05/02/atlmlb-nynmlb-1,595.76304,1
110.72748571428572,110.2158,127.6128,121.04457142857143,109.22148571428572,120.5824,96.22882857142858,72.38799999999998,-20.0,1,2016/05/02/atlmlb-nynmlb-1,622.827,4
95.50854285714287,96.11494285714286,130.55285714285714,120.9672,123.15245714285713,93.68334285714286,91.09088571428572,68.156,-20.0,0,2016/05/02/sfnmlb-cinmlb-1,644.88156,9
75.83565714285714,73.54319999999998,119.86814285714287,84.73660000000002,98.41682857142858,97.25677142857144,77.8754285714286,77.89114285714284,-20.0,1,2016/05/02/sfnmlb-cinmlb-1,577.18404,6
102.9755142857143,78.4636,164.81405714285708,101.5696,111.51857142857142,77.3672,85.527,-20.0,81.46551428571429,0,2016/05/02/anamlb-milmlb-1,632.25576,5
94.92685714285713,86.44959999999998,130.4806857142857,105.11714285714285,119.00002857142857,91.46162857142859,73.17194285714284,55.57028571428572,-20.0,1,2016/05/02/anamlb-milmlb-1,738.5580000000002,8
78.57999999999998,83.78205714285714,118.60417142857142,124.34462857142857,116.3934,81.7612,77.9752,72.54914285714284,92.69142857142856,0,2016/05/02/minmlb-houmlb-1,603.1101600000001,6
132.63314285714284,116.74342857142858,118.42745714285715,107.86657142857142,100.64131428571429,94.304,81.86714285714288,92.17485714285714,78.3734,1,2016/05/02/minmlb-houmlb-1,619.8108000000001,2
101.86882857142857,76.76102857142858,105.92857142857142,82.67794285714284,91.2352,82.26765714285712,77.22822857142856,-20.0,65.62445714285714,0,2016/05/02/phimlb-slnmlb-1,696.11076,3
117.7808,107.284,121.45828571428572,110.465,106.18902857142857,108.19857142857144,109.6794857142857,86.21714285714285,-20.0,1,2016/05/02/phimlb-slnmlb-1,590.4936,10
68.47865714285714,95.27600000000001,160.91,94.73108571428571,121.89085714285716,101.27988571428571,71.46714285714286,68.02085714285711,70.6956,0,2016/05/02/wasmlb-kcamlb-1,612.33828,2
65.03085714285714,93.95062857142858,124.90265714285714,98.11654285714287,105.12525714285714,99.9648,72.78457142857144,82.52242857142858,72.08142857142856,1,2016/05/02/wasmlb-kcamlb-1,589.49304,0
87.76719999999997,119.83071428571431,117.41528571428572,121.98100000000001,99.37251428571429,103.7348,94.65042857142859,83.21428571428571,80.0984,0,2016/05/02/seamlb-oakmlb-1,616.9893000000001,4
83.89394285714286,90.87502857142857,111.91857142857144,97.53814285714287,103.55028571428572,85.34365714285715,98.372,90.40828571428571,100.14514285714284,1,2016/05/02/seamlb-oakmlb-1,613.95264,3
87.07017142857143,96.96965714285713,116.29431428571428,125.421,94.41142857142857,88.1552,84.10005714285714,82.56039999999999,-20.0,0,2016/05/02/colmlb-sdnmlb-1,667.4034,1
85.66982857142857,118.01728571428572,118.50785714285713,93.31314285714285,74.1408,77.11359999999998,75.20594285714286,82.21814285714284,-20.0,1,2016/05/02/colmlb-sdnmlb-1,592.19244,2
103.74094285714287,113.01700000000001,133.44062857142856,132.08205714285714,102.81282857142858,112.38511428571428,70.69957142857143,78.99714285714283,85.70725714285716,0,2016/05/03/detmlb-clemlb-1,634.1097,3
117.2717142857143,99.2092,98.05931428571428,107.8106,100.9044,87.0561142857143,90.19314285714285,90.1129142857143,91.0862,1,2016/05/03/detmlb-clemlb-1,606.10788,7
127.202,93.47399999999999,131.78097142857143,140.87668571428568,107.40285714285716,104.49148571428572,86.8612,71.278,-20.0,0,2016/05/03/chnmlb-pitmlb-1,636.5219999999999,7
