key,away,away_id,away_score,date,gamePk,home,home_id,home_score
2017/04/05/kcamlb-minmlb-1,Kansas City Royals,118,1,2017-04-05,490125,Minnesota Twins,142,9
2017/04/05/miamlb-wasmlb-1,Miami Marlins,146,4,2017-04-05,490127,Washington Nationals,120,6
2017/04/05/tormlb-balmlb-1,Toronto Blue Jays,141,1,2017-04-05,490134,Baltimore Orioles,110,3
2017/04/05/atlmlb-nynmlb-1,Atlanta Braves,144,3,2017-04-05,490120,New York Mets,121,1
2017/04/05/nyamlb-tbamlb-1,New York Yankees,147,1,2017-04-05,490128,Tampa Bay Rays,139,4
2017/04/05/phimlb-cinmlb-1,Philadelphia Phillies,143,0,2017-04-05,490129,Cincinnati Reds,113,2
2017/04/05/pitmlb-bosmlb-1,Pittsburgh Pirates,134,0,2017-04-05,490130,Boston Red Sox,111,3
2017/04/05/clemlb-texmlb-1,Cleveland Indians,114,9,2017-04-05,490122,Texas Rangers,140,6
2017/04/05/colmlb-milmlb-1,Colorado Rockies,115,1,2017-04-05,490123,Milwaukee Brewers,158,6
2017/04/05/seamlb-houmlb-1,Seattle Mariners,136,3,2017-04-05,490133,Houston Astros,117,5
2017/04/05/sfnmlb-arimlb-1,San Francisco Giants,137,6,2017-04-05,490132,Arizona Diamondbacks,109,8
2017/04/05/anamlb-oakmlb-1,Los Angeles Angels,108,5,2017-04-05,490126,Oakland Athletics,133,0
2017/04/05/sdnmlb-lanmlb-1,San Diego Padres,135,1,2017-04-05,490131,Los Angeles Dodgers,119,3
2017/04/06/phimlb-cinmlb-1,Philadelphia Phillies,143,4,2017-04-06,490142,Cincinnati Reds,113,7
2017/04/06/kcamlb-minmlb-1,Kansas City Royals,118,3,2017-04-06,490139,Minnesota Twins,142,5
2017/04/06/colmlb-milmlb-1,Colorado Rockies,115,2,2017-04-06,490137,Milwaukee Brewers,158,1
2017/04/06/chnmlb-slnmlb-1,Chicago Cubs,112,6,2017-04-06,490121,St. Louis Cardinals,138,4
2017/04/06/detmlb-chamlb-1,Detroit Tigers,116,2,2017-04-06,490138,Chicago White Sox,145,11
2017/04/06/sdnmlb-lanmlb-1,San Diego Padres,135,2,2017-04-06,490144,Los Angeles Dodgers,119,10
2017/04/06/anamlb-oakmlb-1,Los Angeles Angels,108,1,2017-04-06,490140,Oakland Athletics,133,5
2017/04/06/miamlb-wasmlb-1,Miami Marlins,146,4,2017-04-06,490141,Washington Nationals,120,3
2017/04/06/atlmlb-nynmlb-1,Atlanta Braves,144,2,2017-04-06,490135,New York Mets,121,6
2017/04/06/tormlb-tbamlb-1,Toronto Blue Jays,141,5,2017-04-06,490147,Tampa Bay Rays,139,2
2017/04/06/seamlb-houmlb-1,Seattle Mariners,136,4,2017-04-06,490146,Houston Astros,117,2
2017/04/06/sfnmlb-arimlb-1,San Francisco Giants,137,3,2017-04-06,490145,Arizona Diamondbacks,109,9
2017/04/07/atlmlb-pitmlb-1,Atlanta Braves,144,4,2017-04-07,490148,Pittsburgh Pirates,134,5
2017/04/07/bosmlb-detmlb-1,Boston Red Sox,111,5,2017-04-07,490149,Detroit Tigers,116,6
2017/04/07/wasmlb-phimlb-1,Washington Nationals,120,7,2017-04-07,490162,Philadelphia Phillies,143,6
2017/04/07/lanmlb-colmlb-1,Los Angeles Dodgers,119,1,2017-04-07,490154,Colorado Rockies,115,2
2017/04/07/sfnmlb-sdnmlb-1,San Francisco Giants,137,6,2017-04-07,490159,San Diego Padres,135,7
2017/04/07/nyamlb-balmlb-1,New York Yankees,147,5,2017-04-07,490157,Baltimore Orioles,110,6
2017/04/07/miamlb-nynmlb-1,Miami Marlins,146,7,2017-04-07,490155,New York Mets,121,2
2017/04/07/tormlb-tbamlb-1,Toronto Blue Jays,141,8,2017-04-07,490161,Tampa Bay Rays,139,10
2017/04/07/oakmlb-texmlb-1,Oakland Athletics,133,5,2017-04-07,490158,Texas Rangers,140,10
2017/04/07/chnmlb-milmlb-1,Chicago Cubs,112,1,2017-04-07,490150,Milwaukee Brewers,158,2
2017/04/07/kcamlb-houmlb-1,Kansas City Royals,118,5,2017-04-07,490153,Houston Astros,117,1
2017/04/07/minmlb-chamlb-1,Minnesota Twins,142,3,2017-04-07,490156,Chicago White Sox,145,1
2017/04/07/cinmlb-slnmlb-1,Cincinnati Reds,113,2,2017-04-07,490151,St. Louis Cardinals,138,0
2017/04/07/clemlb-arimlb-1,Cleveland Indians,114,3,2017-04-07,490152,Arizona Diamondbacks,109,7
2017/04/07/seamlb-anamlb-1,Seattle Mariners,136,1,2017-04-07,490160,Los Angeles Angels,108,5
2017/04/08/bosmlb-detmlb-1,Boston Red Sox,111,1,2017-04-08,490164,Detroit Tigers,116,4
2017/04/08/minmlb-chamlb-1,Minnesota Twins,142,2,2017-04-08,490171,Chicago White Sox,145,6
2017/04/08/cinmlb-slnmlb-1,Cincinnati Reds,113,4,2017-04-08,490166,St. Louis Cardinals,138,10
2017/04/08/nyamlb-balmlb-1,New York Yankees,147,4,2017-04-08,490172,Baltimore Orioles,110,5
2017/04/08/tormlb-tbamlb-1,Toronto Blue Jays,141,2,2017-04-08,490176,Tampa Bay Rays,139,3
2017/04/08/atlmlb-pitmlb-1,Atlanta Braves,144,4,2017-04-08,490163,Pittsburgh Pirates,134,6
2017/04/08/wasmlb-phimlb-1,Washington Nationals,120,3,2017-04-08,490177,Philadelphia Phillies,143,17
2017/04/08/chnmlb-milmlb-1,Chicago Cubs,112,11,2017-04-08,490165,Milwaukee Brewers,158,6
2017/04/08/kcamlb-houmlb-1,Kansas City Royals,118,7,2017-04-08,490168,Houston Astros,117,3
2017/04/08/miamlb-nynmlb-1,Miami Marlins,146,8,2017-04-08,490170,New York Mets,121,1
2017/04/08/oakmlb-texmlb-1,Oakland Athletics,133,6,2017-04-08,490173,Texas Rangers,140,1
2017/04/08/clemlb-arimlb-1,Cleveland Indians,114,2,2017-04-08,490167,Arizona Diamondbacks,109,11
2017/04/08/lanmlb-colmlb-1,Los Angeles Dodgers,119,2,2017-04-08,490169,Colorado Rockies,115,4
2017/04/08/sfnmlb-sdnmlb-1,San Francisco Giants,137,1,2017-04-08,490174,San Diego Padres,135,2
2017/04/08/seamlb-anamlb-1,Seattle Mariners,136,4,2017-04-08,490175,Los Angeles Angels,108,5
2017/04/09/bosmlb-detmlb-1,Boston Red Sox,111,7,2017-04-09,490179,Detroit Tigers,116,5
2017/04/09/tormlb-tbamlb-1,Toronto Blue Jays,141,2,2017-04-09,490191,Tampa Bay Rays,139,7
2017/04/09/atlmlb-pitmlb-1,Atlanta Braves,144,5,2017-04-09,490178,Pittsburgh Pirates,134,6
2017/04/09/nyamlb-balmlb-1,New York Yankees,147,7,2017-04-09,490187,Baltimore Orioles,110,3
2017/04/09/wasmlb-phimlb-1,Washington Nationals,120,3,2017-04-09,490192,Philadelphia Phillies,143,4
2017/04/09/chnmlb-milmlb-1,Chicago Cubs,112,7,2017-04-09,490180,Milwaukee Brewers,158,4
2017/04/09/kcamlb-houmlb-1,Kansas City Royals,118,4,2017-04-09,490183,Houston Astros,117,5
2017/04/09/minmlb-chamlb-1,Minnesota Twins,142,4,2017-04-09,490186,Chicago White Sox,145,1
2017/04/09/cinmlb-slnmlb-1,Cincinnati Reds,113,8,2017-04-09,490181,St. Louis Cardinals,138,0
2017/04/09/oakmlb-texmlb-1,Oakland Athletics,133,1,2017-04-09,490188,Texas Rangers,140,8
2017/04/09/lanmlb-colmlb-1,Los Angeles Dodgers,119,10,2017-04-09,490184,Colorado Rockies,115,6
2017/04/09/seamlb-anamlb-1,Seattle Mariners,136,9,2017-04-09,490190,Los Angeles Angels,108,10
2017/04/09/clemlb-arimlb-1,Cleveland Indians,114,2,2017-04-09,490182,Arizona Diamondbacks,109,3
2017/04/09/sfnmlb-sdnmlb-1,San Francisco Giants,137,5,2017-04-09,490189,San Diego Padres,135,3
2017/04/09/miamlb-nynmlb-1,Miami Marlins,146,2,2017-04-09,490185,New York Mets,121,5
2017/04/10/tbamlb-nyamlb-1,Tampa Bay Rays,139,1,2017-04-10,490202,New York Yankees,147,8
2017/04/10/bosmlb-detmlb-1,Boston Red Sox,111,1,2017-04-10,490194,Detroit Tigers,116,2
2017/04/10/oakmlb-kcamlb-1,Oakland Athletics,133,2,2017-04-10,490199,Kansas City Royals,118,0
2017/04/10/arimlb-sfnmlb-1,Arizona Diamondbacks,109,1,2017-04-10,490193,San Francisco Giants,137,4
2017/04/10/houmlb-seamlb-1,Houston Astros,117,0,2017-04-10,490196,Seattle Mariners,136,6
2017/04/10/cinmlb-pitmlb-1,Cincinnati Reds,113,7,2017-04-10,490195,Pittsburgh Pirates,134,1
2017/04/10/nynmlb-phimlb-1,New York Mets,121,4,2017-04-10,490198,Philadelphia Phillies,143,3
2017/04/10/slnmlb-wasmlb-1,St. Louis Cardinals,138,6,2017-04-10,490201,Washington Nationals,120,14
2017/04/10/lanmlb-chnmlb-1,Los Angeles Dodgers,119,2,2017-04-10,490197,Chicago Cubs,112,3
2017/04/10/sdnmlb-colmlb-1,San Diego Padres,135,5,2017-04-10,490200,Colorado Rockies,115,3
2017/04/11/minmlb-detmlb-1,Minnesota Twins,142,1,2017-04-11,490210,Detroit Tigers,116,2
2017/04/11/chamlb-clemlb-1,Chicago White Sox,145,1,2017-04-11,490206,Cleveland Indians,114,2
2017/04/11/cinmlb-pitmlb-1,Cincinnati Reds,113,6,2017-04-11,490207,Pittsburgh Pirates,134,2
2017/04/11/nynmlb-phimlb-1,New York Mets,121,14,2017-04-11,490211,Philadelphia Phillies,143,4
2017/04/11/slnmlb-wasmlb-1,St. Louis Cardinals,138,3,2017-04-11,490213,Washington Nationals,120,8
2017/04/11/milmlb-tormlb-1,Milwaukee Brewers,158,4,2017-04-11,490209,Toronto Blue Jays,141,3
2017/04/11/atlmlb-miamlb-1,Atlanta Braves,144,4,2017-04-11,490204,Miami Marlins,146,8
2017/04/11/balmlb-bosmlb-1,Baltimore Orioles,110,1,2017-04-11,490205,Boston Red Sox,111,8
2017/04/11/sdnmlb-colmlb-1,San Diego Padres,135,2,2017-04-11,490212,Colorado Rockies,115,3
2017/04/11/texmlb-anamlb-1,Texas Rangers,140,5,2017-04-11,490214,Los Angeles Angels,108,6
2017/04/11/houmlb-seamlb-1,Houston Astros,117,7,2017-04-11,490208,Seattle Mariners,136,5
2017/04/11/arimlb-sfnmlb-1,Arizona Diamondbacks,109,4,2017-04-11,490203,San Francisco Giants,137,3
2017/04/12/tbamlb-nyamlb-1,Tampa Bay Rays,139,4,2017-04-12,490228,New York Yankees,147,8
2017/04/12/minmlb-detmlb-1,Minnesota Twins,142,3,2017-04-12,490223,Detroit Tigers,116,5
2017/04/12/sdnmlb-colmlb-1,San Diego Padres,135,6,2017-04-12,490226,Colorado Rockies,115,0
2017/04/12/slnmlb-wasmlb-1,St. Louis Cardinals,138,6,2017-04-12,490227,Washington Nationals,120,1
2017/04/12/chamlb-clemlb-1,Chicago White Sox,145,2,2017-04-12,490218,Cleveland Indians,114,1
2017/04/12/cinmlb-pitmlb-1,Cincinnati Reds,113,9,2017-04-12,490219,Pittsburgh Pirates,134,2
2017/04/12/nynmlb-phimlb-1,New York Mets,121,5,2017-04-12,490224,Philadelphia Phillies,143,4
2017/04/12/milmlb-tormlb-1,Milwaukee Brewers,158,2,2017-04-12,490222,Toronto Blue Jays,141,0
2017/04/12/atlmlb-miamlb-1,Atlanta Braves,144,5,2017-04-12,490216,Miami Marlins,146,4
2017/04/12/balmlb-bosmlb-1,Baltimore Orioles,110,12,2017-04-12,490217,Boston Red Sox,111,5
2017/04/12/lanmlb-chnmlb-1,Los Angeles Dodgers,119,2,2017-04-12,490221,Chicago Cubs,112,0
2017/04/12/oakmlb-kcamlb-1,Oakland Athletics,133,8,2017-04-12,490225,Kansas City Royals,118,3
2017/04/12/texmlb-anamlb-1,Texas Rangers,140,8,2017-04-12,490229,Los Angeles Angels,108,3
2017/04/12/houmlb-seamlb-1,Houston Astros,117,10,2017-04-12,490220,Seattle Mariners,136,5
2017/04/12/arimlb-sfnmlb-1,Arizona Diamondbacks,109,2,2017-04-12,490215,San Francisco Giants,137,6
2017/04/13/minmlb-detmlb-1,Minnesota Twins,142,11,2017-04-13,490235,Detroit Tigers,116,5
2017/04/13/pitmlb-bosmlb-1,Pittsburgh Pirates,134,3,2017-04-13,490143,Boston Red Sox,111,4
2017/04/13/lanmlb-chnmlb-1,Los Angeles Dodgers,119,0,2017-04-13,490233,Chicago Cubs,112,4
2017/04/13/texmlb-anamlb-1,Texas Rangers,140,8,2017-04-13,490239,Los Angeles Angels,108,3
2017/04/13/chamlb-clemlb-1,Chicago White Sox,145,10,2017-04-13,490231,Cleveland Indians,114,4
2017/04/13/tbamlb-nyamlb-1,Tampa Bay Rays,139,2,2017-04-13,490238,New York Yankees,147,3
2017/04/13/balmlb-tormlb-1,Baltimore Orioles,110,2,2017-04-13,490230,Toronto Blue Jays,141,1
2017/04/13/milmlb-cinmlb-1,Milwaukee Brewers,158,5,2017-04-13,490234,Cincinnati Reds,113,1
2017/04/13/nynmlb-miamlb-1,New York Mets,121,9,2017-04-13,490236,Miami Marlins,146,8
2017/04/13/oakmlb-kcamlb-1,Oakland Athletics,133,1,2017-04-13,490237,Kansas City Royals,118,3
2017/04/13/colmlb-sfnmlb-1,Colorado Rockies,115,3,2017-04-13,490232,San Francisco Giants,137,1
2017/04/14/pitmlb-chnmlb-1,Pittsburgh Pirates,134,4,2017-04-14,490250,Chicago Cubs,112,2
2017/04/14/phimlb-wasmlb-1,Philadelphia Phillies,143,2,2017-04-14,490249,Washington Nationals,120,3
2017/04/14/slnmlb-nyamlb-1,St. Louis Cardinals,138,3,2017-04-14,490252,New York Yankees,147,4
2017/04/14/balmlb-tormlb-1,Baltimore Orioles,110,6,2017-04-14,490241,Toronto Blue Jays,141,4
2017/04/14/milmlb-cinmlb-1,Milwaukee Brewers,158,10,2017-04-14,490247,Cincinnati Reds,113,4
2017/04/14/detmlb-clemlb-1,Detroit Tigers,116,7,2017-04-14,490244,Cleveland Indians,114,6
2017/04/14/nynmlb-miamlb-1,New York Mets,121,2,2017-04-14,490248,Miami Marlins,146,3
2017/04/14/tbamlb-bosmlb-1,Tampa Bay Rays,139,10,2017-04-14,490253,Boston Red Sox,111,5
2017/04/14/sdnmlb-atlmlb-1,San Diego Padres,135,2,2017-04-14,490251,Atlanta Braves,144,5
2017/04/14/chamlb-minmlb-1,Chicago White Sox,145,2,2017-04-14,490242,Minnesota Twins,142,1
2017/04/14/anamlb-kcamlb-1,Los Angeles Angels,108,1,2017-04-14,490246,Kansas City Royals,118,7
2017/04/14/houmlb-oakmlb-1,Houston Astros,117,7,2017-04-14,490245,Oakland Athletics,133,2
2017/04/14/arimlb-lanmlb-1,Arizona Diamondbacks,109,1,2017-04-14,490240,Los Angeles Dodgers,119,7
2017/04/14/texmlb-seamlb-1,Texas Rangers,140,1,2017-04-14,490254,Seattle Mariners,136,2
2017/04/14/colmlb-sfnmlb-1,Colorado Rockies,115,2,2017-04-14,490243,San Francisco Giants,137,8
2017/04/15/phimlb-wasmlb-1,Philadelphia Phillies,143,4,2017-04-15,490264,Washington Nationals,120,2
2017/04/15/slnmlb-nyamlb-1,St. Louis Cardinals,138,2,2017-04-15,490267,New York Yankees,147,3
2017/04/15/balmlb-tormlb-1,Baltimore Orioles,110,1,2017-04-15,490256,Toronto Blue Jays,141,2
2017/04/15/milmlb-cinmlb-1,Milwaukee Brewers,158,5,2017-04-15,490262,Cincinnati Reds,113,7
2017/04/15/chamlb-minmlb-1,Chicago White Sox,145,0,2017-04-15,490257,Minnesota Twins,142,6
2017/04/15/pitmlb-chnmlb-1,Pittsburgh Pirates,134,8,2017-04-15,490265,Chicago Cubs,112,7
2017/04/15/houmlb-oakmlb-1,Houston Astros,117,10,2017-04-15,490260,Oakland Athletics,133,6
2017/04/15/colmlb-sfnmlb-1,Colorado Rockies,115,5,2017-04-15,490258,San Francisco Giants,137,0
2017/04/15/tbamlb-bosmlb-1,Tampa Bay Rays,139,1,2017-04-15,490268,Boston Red Sox,111,2
2017/04/15/detmlb-clemlb-1,Detroit Tigers,116,6,2017-04-15,490259,Cleveland Indians,114,13
2017/04/15/nynmlb-miamlb-1,New York Mets,121,4,2017-04-15,490263,Miami Marlins,146,5
2017/04/15/sdnmlb-atlmlb-1,San Diego Padres,135,2,2017-04-15,490266,Atlanta Braves,144,4
2017/04/15/anamlb-kcamlb-1,Los Angeles Angels,108,2,2017-04-15,490261,Kansas City Royals,118,3
2017/04/15/arimlb-lanmlb-1,Arizona Diamondbacks,109,4,2017-04-15,490255,Los Angeles Dodgers,119,8
2017/04/15/texmlb-seamlb-1,Texas Rangers,140,0,2017-04-15,490269,Seattle Mariners,136,5
2017/04/16/balmlb-tormlb-1,Baltimore Orioles,110,11,2017-04-16,490271,Toronto Blue Jays,141,4
2017/04/16/detmlb-clemlb-1,Detroit Tigers,116,4,2017-04-16,490274,Cleveland Indians,114,1
2017/04/16/milmlb-cinmlb-1,Milwaukee Brewers,158,4,2017-04-16,490277,Cincinnati Reds,113,2
2017/04/16/nynmlb-miamlb-1,New York Mets,121,2,2017-04-16,490278,Miami Marlins,146,4
2017/04/16/phimlb-wasmlb-1,Philadelphia Phillies,143,4,2017-04-16,490279,Washington Nationals,120,6
2017/04/16/sdnmlb-atlmlb-1,San Diego Padres,135,2,2017-04-16,490281,Atlanta Braves,144,9
2017/04/16/tbamlb-bosmlb-1,Tampa Bay Rays,139,5,2017-04-16,490283,Boston Red Sox,111,7
2017/04/16/anamlb-kcamlb-1,Los Angeles Angels,108,0,2017-04-16,490276,Kansas City Royals,118,1
2017/04/16/pitmlb-chnmlb-1,Pittsburgh Pirates,134,6,2017-04-16,490280,Chicago Cubs,112,1
2017/04/16/colmlb-sfnmlb-1,Colorado Rockies,115,4,2017-04-16,490273,San Francisco Giants,137,3
2017/04/16/arimlb-lanmlb-1,Arizona Diamondbacks,109,3,2017-04-16,490270,Los Angeles Dodgers,119,1
2017/04/16/chamlb-minmlb-1,Chicago White Sox,145,3,2017-04-16,490272,Minnesota Twins,142,1
2017/04/16/texmlb-seamlb-1,Texas Rangers,140,7,2017-04-16,490284,Seattle Mariners,136,8
2017/04/16/slnmlb-nyamlb-1,St. Louis Cardinals,138,3,2017-04-16,490282,New York Yankees,147,9
2017/04/17/tbamlb-bosmlb-1,Tampa Bay Rays,139,3,2017-04-17,490293,Boston Red Sox,111,4
2017/04/17/chamlb-nyamlb-1,Chicago White Sox,145,4,2017-04-17,490286,New York Yankees,147,7
2017/04/17/pitmlb-slnmlb-1,Pittsburgh Pirates,134,1,2017-04-17,490291,St. Louis Cardinals,138,2
2017/04/17/sdnmlb-atlmlb-1,San Diego Padres,135,4,2017-04-17,490292,Atlanta Braves,144,5
2017/04/17/milmlb-chnmlb-1,Milwaukee Brewers,158,6,2017-04-17,490290,Chicago Cubs,112,3
2017/04/17/clemlb-minmlb-1,Cleveland Indians,114,3,2017-04-17,490287,Minnesota Twins,142,1
2017/04/17/anamlb-houmlb-1,Los Angeles Angels,108,0,2017-04-17,490288,Houston Astros,117,3
2017/04/17/texmlb-oakmlb-1,Texas Rangers,140,7,2017-04-17,490294,Oakland Athletics,133,0
2017/04/17/arimlb-lanmlb-1,Arizona Diamondbacks,109,4,2017-04-17,490285,Los Angeles Dodgers,119,2
2017/04/17/miamlb-seamlb-1,Miami Marlins,146,1,2017-04-17,490289,Seattle Mariners,136,6
2017/04/18/chamlb-nyamlb-1,Chicago White Sox,145,4,2017-04-18,490298,New York Yankees,147,1
2017/04/18/bosmlb-tormlb-1,Boston Red Sox,111,8,2017-04-18,490297,Toronto Blue Jays,141,7
2017/04/18/balmlb-cinmlb-1,Baltimore Orioles,110,3,2017-04-18,490296,Cincinnati Reds,113,9
2017/04/18/detmlb-tbamlb-1,Detroit Tigers,116,1,2017-04-18,490301,Tampa Bay Rays,139,5
2017/04/18/phimlb-nynmlb-1,Philadelphia Phillies,143,6,2017-04-18,490305,New York Mets,121,2
2017/04/18/wasmlb-atlmlb-1,Washington Nationals,120,3,2017-04-18,490309,Atlanta Braves,144,1
2017/04/18/milmlb-chnmlb-1,Milwaukee Brewers,158,7,2017-04-18,490304,Chicago Cubs,112,9
2017/04/18/anamlb-houmlb-1,Los Angeles Angels,108,5,2017-04-18,490302,Houston Astros,117,2
2017/04/18/clemlb-minmlb-1,Cleveland Indians,114,11,2017-04-18,490299,Minnesota Twins,142,4
2017/04/18/pitmlb-slnmlb-1,Pittsburgh Pirates,134,1,2017-04-18,490306,St. Louis Cardinals,138,2
2017/04/18/sfnmlb-kcamlb-1,San Francisco Giants,137,2,2017-04-18,490307,Kansas City Royals,118,1
2017/04/18/texmlb-oakmlb-1,Texas Rangers,140,2,2017-04-18,490308,Oakland Athletics,133,4
2017/04/18/arimlb-sdnmlb-1,Arizona Diamondbacks,109,11,2017-04-18,490295,San Diego Padres,135,2
2017/04/18/colmlb-lanmlb-1,Colorado Rockies,115,4,2017-04-18,490300,Los Angeles Dodgers,119,3
2017/04/18/miamlb-seamlb-1,Miami Marlins,146,5,2017-04-18,490303,Seattle Mariners,136,0
2017/04/19/pitmlb-slnmlb-1,Pittsburgh Pirates,134,1,2017-04-19,490321,St. Louis Cardinals,138,2
2017/04/19/milmlb-chnmlb-1,Milwaukee Brewers,158,4,2017-04-19,490319,Chicago Cubs,112,7
2017/04/19/texmlb-oakmlb-1,Texas Rangers,140,1,2017-04-19,490323,Oakland Athletics,133,9
2017/04/19/miamlb-seamlb-1,Miami Marlins,146,5,2017-04-19,490318,Seattle Mariners,136,10
2017/04/19/chamlb-nyamlb-1,Chicago White Sox,145,1,2017-04-19,490313,New York Yankees,147,9
2017/04/19/bosmlb-tormlb-1,Boston Red Sox,111,0,2017-04-19,490312,Toronto Blue Jays,141,3
2017/04/19/balmlb-cinmlb-1,Baltimore Orioles,110,2,2017-04-19,490311,Cincinnati Reds,113,0
2017/04/19/detmlb-tbamlb-1,Detroit Tigers,116,7,2017-04-19,490316,Tampa Bay Rays,139,8
2017/04/19/phimlb-nynmlb-1,Philadelphia Phillies,143,4,2017-04-19,490320,New York Mets,121,5
2017/04/19/wasmlb-atlmlb-1,Washington Nationals,120,14,2017-04-19,490324,Atlanta Braves,144,4
2017/04/19/anamlb-houmlb-1,Los Angeles Angels,108,1,2017-04-19,490317,Houston Astros,117,5
2017/04/19/sfnmlb-kcamlb-1,San Francisco Giants,137,0,2017-04-19,490322,Kansas City Royals,118,2
2017/04/19/arimlb-sdnmlb-1,Arizona Diamondbacks,109,0,2017-04-19,490310,San Diego Padres,135,1
2017/04/19/colmlb-lanmlb-1,Colorado Rockies,115,2,2017-04-19,490315,Los Angeles Dodgers,119,4
2017/04/20/bosmlb-tormlb-1,Boston Red Sox,111,4,2017-04-20,490327,Toronto Blue Jays,141,1
2017/04/20/clemlb-minmlb-1,Cleveland Indians,114,6,2017-04-20,490328,Minnesota Twins,142,2
2017/04/20/detmlb-tbamlb-1,Detroit Tigers,116,1,2017-04-20,490329,Tampa Bay Rays,139,8
2017/04/20/anamlb-houmlb-1,Los Angeles Angels,108,1,2017-04-20,490331,Houston Astros,117,2
2017/04/20/balmlb-cinmlb-1,Baltimore Orioles,110,2,2017-04-20,490326,Cincinnati Reds,113,1
2017/04/20/phimlb-nynmlb-1,Philadelphia Phillies,143,6,2017-04-20,490332,New York Mets,121,4
2017/04/20/wasmlb-atlmlb-1,Washington Nationals,120,3,2017-04-20,490335,Atlanta Braves,144,2
2017/04/20/kcamlb-texmlb-1,Kansas City Royals,118,0,2017-04-20,490330,Texas Rangers,140,1
2017/04/20/slnmlb-milmlb-1,St. Louis Cardinals,138,5,2017-04-20,490334,Milwaukee Brewers,158,7
2017/04/20/arimlb-sdnmlb-1,Arizona Diamondbacks,109,1,2017-04-20,490325,San Diego Padres,135,4
2017/04/20/seamlb-oakmlb-1,Seattle Mariners,136,6,2017-04-20,490333,Oakland Athletics,133,9
2017/04/21/atlmlb-phimlb-1,Atlanta Braves,144,3,2017-04-21,490336,Philadelphia Phillies,143,4
2017/04/21/bosmlb-balmlb-1,Boston Red Sox,111,0,2017-04-21,490337,Baltimore Orioles,110,2
2017/04/21/nyamlb-pitmlb-1,New York Yankees,147,3,2017-04-21,490345,Pittsburgh Pirates,134,6
2017/04/21/chnmlb-cinmlb-1,Chicago Cubs,112,6,2017-04-21,490338,Cincinnati Reds,113,5
2017/04/21/houmlb-tbamlb-1,Houston Astros,117,6,2017-04-21,490341,Tampa Bay Rays,139,3
2017/04/21/wasmlb-nynmlb-1,Washington Nationals,120,4,2017-04-21,490350,New York Mets,121,3
2017/04/21/kcamlb-texmlb-1,Kansas City Royals,118,2,2017-04-21,490342,Texas Rangers,140,6
2017/04/21/clemlb-chamlb-1,Cleveland Indians,114,3,2017-04-21,490339,Chicago White Sox,145,0
2017/04/21/detmlb-minmlb-1,Detroit Tigers,116,3,2017-04-21,490340,Minnesota Twins,142,6
2017/04/21/slnmlb-milmlb-1,St. Louis Cardinals,138,6,2017-04-21,490348,Milwaukee Brewers,158,3
