Barrel,FlStr,Fstrike,LkStr,Ocontact,Oswing,SwStr,Zcontact,Zswing,bb_pa,contact,k_pa,mlb_id,p_pa,pa,swing,wOBACON,xwOBACON,zone
0.08695652173913043,0.2807017543859649,0.5161290322580645,0.17757009345794392,0.7142857142857143,0.28,0.12149532710280374,0.7631578947368421,0.6666666666666666,0.12903225806451613,0.75,0.12903225806451613,466948,3.4516129032258065,31,0.48598130841121495,0.3403225806451613,0.2343870967741935,0.5327102803738317
0.06289308176100629,0.4274193548387097,0.5583333333333333,0.149364406779661,0.5815602836879432,0.31473214285714285,0.13241525423728814,0.8140845070422535,0.7157258064516129,0.07916666666666666,0.7479838709677419,0.24166666666666667,456713,3.933333333333333,240,0.5254237288135594,0.34916666666666685,0.24660000000000024,0.5254237288135594
0.0535279805352798,0.3193979933110368,0.6216696269982238,0.1980153360396933,0.6428571428571429,0.20568070519098922,0.07848443843031123,0.869220607661823,0.632943143812709,0.08170515097690942,0.8200620475698035,0.1811722912966252,622608,3.9378330373001775,563,0.43617501127649977,0.3311270125223616,0.26723434704830024,0.539467749210645
0.059322033898305086,0.3211009174311927,0.5988700564971752,0.17313432835820897,0.45714285714285713,0.30612244897959184,0.13880597014925372,0.8293838862559242,0.6452599388379205,0.03954802259887006,0.7056962025316456,0.2937853107344633,501789,3.785310734463277,177,0.4716417910447761,0.267231638418079,0.22250282485875703,0.4880597014925373
0.06493506493506493,0.27918170878459686,0.6223277909738717,0.20131147540983607,0.5476190476190477,0.2420749279538905,0.09967213114754099,0.8549618320610687,0.6305655836341757,0.057007125890736345,0.7803468208092486,0.19002375296912113,596001,3.6223277909738716,421,0.45377049180327866,0.3370813397129192,0.295748803827751,0.5449180327868852
0.06569343065693431,0.2509727626459144,0.47717842323651455,0.24429657794676807,0.4434782608695652,0.2137546468401487,0.10076045627376426,0.8365758754863813,0.5,0.15352697095435686,0.7150537634408602,0.26141078838174275,493603,4.365145228215767,241,0.35361216730038025,0.34792531120331976,0.20674273858921166,0.48859315589353614
0.07692307692307693,0.424645390070922,0.6144578313253012,0.14012997562956944,0.6200527704485488,0.2841079460269865,0.12428919577579203,0.7931034482758621,0.6941489361702128,0.08433734939759036,0.7366609294320138,0.25817555938037867,593958,4.2375215146299485,581,0.4719740048740861,0.3249137931034485,0.24866206896551718,0.45816409423233145
0.1015625,0.36316695352839934,0.609375,0.14754098360655737,0.7225806451612903,0.2681660899653979,0.08455565142364108,0.8658536585365854,0.7056798623063684,0.053125,0.8265486725663717,0.140625,276520,3.621875,320,0.48748921484037966,0.4261904761904766,0.32874285714285734,0.5012942191544435
0.0,0.6,0.2,0.08,1.0,0.15,0.0,1.0,0.6,0.4,1.0,0.0,471083,5.0,5,0.24,0.27999999999999997,0.2298,0.2
0.05394990366088632,0.40117994100294985,0.5842105263157895,0.14276588949217503,0.5984405458089669,0.28901408450704225,0.1146598530820824,0.8316831683168316,0.6703539823008849,0.075,0.7475386779184248,0.23684210526315788,452657,4.119736842105263,760,0.45416799744490577,0.33425925925925953,0.25333994708994667,0.4330884701373363
