date,mlb_id,wRAA,wrcplus,pa
2016-08-02,501255,0.0,64.3,0.0
2016-08-03,501255,-0.3,62.799,1.0
2016-08-04,501255,-0.5996999999999999,61.778461400000005,1.999
2016-08-05,501255,-1.3991003,58.802049649749996,4.997001
2016-06-19,607732,0.0,63.33,0.0
2016-06-21,607732,-1.0,58.00399999999999,4.0
2016-09-23,607732,-0.998001,58.8173149414,7.992004
2016-09-26,607732,-0.40842038175119644,61.81243077958996,8.274641332661076
2016-10-01,607732,0.4928036545413323,65.89553550874541,10.24984222431245
2016-10-02,607732,0.890344559379598,68.12986898306855,14.198695409165948
2016-08-13,553988,0.0,65.47,0.0
2016-08-15,553988,0.2,64.7968,4.0
2016-08-16,553988,-0.3003998,63.5252951018,5.992004
2016-08-19,553988,-1.1000994002,60.628786037155,8.986011995999998
2016-09-10,553988,-1.3968024011975013,59.74900597178935,9.959080909061974
2016-09-22,553988,-0.7663932688310652,62.737574605844486,11.742266412357159
2016-09-23,553988,-0.7663932688310652,62.737574605844486,11.742266412357159
2016-09-27,553988,-0.7663932688310652,62.737574605844486,11.742266412357159
2016-09-28,553988,-1.0534682934173583,61.800810714146714,12.544236874712086
2016-04-04,592743,0.0,90.04,0.0
2016-04-05,592743,-0.8,85.4419,3.0
2016-04-07,592743,-1.5992000000000002,82.2852793,5.997
2016-04-08,592743,-1.5960031992000001,82.0969229563865,9.985011997
2016-04-09,592743,-0.8944071960008002,84.80635239411639,13.975026985003002
2016-04-10,592743,-0.9935127888047994,84.43776453826665,16.961051958017997
2016-04-11,592743,-1.2925192760159947,83.1232139782737,20.94409090605998
2016-04-12,592743,-1.5912267567399787,82.06708533383227,24.92314681515392
2016-04-13,592743,-1.8896355299832388,81.02519912666172,28.898223668338765
2016-04-15,592743,-2.4877458944532553,78.71748450384668,33.86932544467042
2016-04-16,592743,-2.7827728904102433,77.56735526220801,37.801620663106526
2016-04-17,592743,-3.079990117519833,76.40828946454647,41.76381904244342
2016-04-18,592743,-3.676910127402313,73.98630182523944,46.72205522340098
2016-04-19,592743,-2.273233217274911,80.03162169928493,50.67533316817758
2016-04-20,592743,-2.0709599840576356,81.07931967576994,53.6246578350094
2016-04-21,592743,-3.0688890240735778,77.12106015504207,57.57103317717439
2016-04-22,592743,-2.865820135049504,78.16482613310134,61.51346214399722
2016-04-23,592743,-3.8629543149144543,74.32498712148704,65.45194868185322
2016-04-24,592743,-4.85909136059954,70.49035454542897,69.38649673317137
2016-04-25,592743,-5.05423226923894,69.97923362041205,72.3171102364382
2016-04-26,592743,-4.649178036969701,71.7488741290242,76.24479312620176
2016-04-27,592743,-5.244528858932731,69.36637073956565,81.16854833307555
2016-04-29,592743,-4.339284330073798,73.20570656709455,84.08737978474247
2016-04-30,592743,-3.930610100697981,74.87831859254027,87.91928911255278
2016-05-01,592743,-4.226679490597283,73.61136793858655,91.83136982344023
2016-05-02,592743,-5.522452811106685,68.19621221717333,96.73953845361679
2016-05-03,592743,-6.316930358295578,64.95990751305344,99.64279891516317
2016-05-04,592743,-6.810613427937283,62.98935046463021,103.543156116248
2016-05-06,592743,-8.103802814509345,57.70330741528871,108.43961296013175
2016-05-07,592743,-8.387603312683142,56.79398300600451,112.22284217382446
2016-05-08,592743,-7.87921570937046,59.17308742621788,115.11061933165064
2016-06-15,592743,-8.171336493661089,58.17603375672598,115.995508712319
2016-06-17,592743,-6.866501822150473,63.61558733027889,115.66825419006835
2016-06-18,592743,-6.6527756850079935,64.71816226978231,118.43703334994241
2016-06-19,592743,-7.646122909322986,60.81197141015024,122.31859631659246
2016-06-20,592743,-8.638476786413662,56.91347709842759,126.19627772027587
2016-06-21,592743,-9.429838309627248,53.861656171651674,129.0700814425556
2016-06-22,592743,-10.220408471317622,50.813937322341104,131.94101136111303
2016-06-23,592743,-11.210188062846305,46.96136288505869,135.80907034975192
2016-06-24,592743,-10.798977874783459,48.90622455321606,139.67326127940217
2016-06-25,592743,-11.088178896908676,47.93442195488369,143.53358801812277
2016-06-26,592743,-9.777090718011767,53.62728705304265,147.39005443010464
2016-06-27,592743,-8.767313627293754,58.05973861776363,151.24266437567454
2016-06-28,592743,-9.75854631366646,54.2061270136044,155.09142171129886
2016-06-29,592743,-9.748787767352795,54.51773018027718,158.93633028958757
2016-07-01,592743,-9.739038979585441,54.82311081690588,162.777393959298
2016-07-02,592743,-9.31957064066525,56.57482500819911,166.45200194877336
2016-07-03,592743,-9.410251070024584,56.263417932925044,172.28554994682457
2016-07-04,592743,-8.00084081895456,62.14365891953457,176.11326439687775
2016-07-05,592743,-7.692839978135605,63.697201074204806,179.93715113248086
2016-07-06,592743,-5.985147138157469,71.11162342761087,184.75721398134837
2016-07-07,592743,-6.279161991019311,70.15503443388116,188.57245676736702
2016-07-08,592743,-6.272882829028292,70.45532057718097,192.38388431059965
2016-07-09,592743,-6.5666099461992635,69.35160628004782,196.19150042628905
2016-07-10,592743,-6.1600433362530636,71.16044283739855,199.99530892586276
2016-07-15,592743,-5.3538832929168105,74.93,203.7953136169369
2016-07-16,592743,-5.427167361773087,74.9,205.77837296505405
2016-07-17,592743,-6.221740194411313,72.09,208.572594592089
2016-07-18,592743,-6.715518454216902,70.66,212.3640219974969
2016-07-19,592743,-5.308802935762685,76.38,216.1516579754994
2016-07-20,592743,-5.8034941328269225,74.72,219.9355063175239
2016-07-22,592743,-5.097690638694095,77.57,223.7155708112064
2016-07-23,592743,-4.687500355107345,79.5,227.2683633851548
2016-07-24,592743,-3.982812854752238,82.45,231.04109502176965
2016-07-25,592743,-3.078830041897486,85.91,232.81005392674788
2016-07-26,592743,-4.0757512118555885,82.53,236.57724387282113
2016-07-27,592743,-4.1716754606437325,82.51,242.3406666289483
2016-07-28,592743,-4.0675037851830895,83.09,247.09832596231934
2016-07-29,592743,-4.363436281397906,82.22,250.851227636357
2016-07-30,592743,-5.1590728451165075,79.66,253.60037640872065
2016-07-31,592743,-4.653913772271391,81.45,257.34677603231194
2016-08-02,592743,-4.449259858499119,82.23,261.08942925627963
2016-08-03,592743,-4.74036578804198,81.58,264.5675114871963
2016-08-04,592743,-4.335625422253938,83.13,268.3029439757091
2016-08-05,592743,-3.4312897968316842,86.2,273.03464103173343
2016-08-06,592743,-4.427858507034852,83.48,276.7616063907017
2016-08-07,592743,-4.223430648527817,84.39,280.48484478431095
2016-08-09,592743,-4.519207217879289,83.82,284.2043599395266
2016-08-10,592743,-5.310173322650748,81.65,286.6362354240075
2016-08-11,592743,-5.6048631493280965,81.02,290.3495991885835
2016-08-12,592743,-6.399258286178768,78.87,293.05924958939494
2016-08-13,592743,-6.692859027892589,78.24,296.7661903398055
2016-08-15,592743,-5.886166168864697,80.67,300.46942414946574
2016-08-16,592743,-6.374399722693136,79.63,303.868785770591
2016-08-17,592743,-6.6680253229704425,78.98,304.5649169848204
2016-08-18,592743,-7.261357297647471,77.77,309.2603520678356
2016-08-19,592743,-7.554095940349824,77.34,312.95109171576775
2016-08-20,592743,-8.546541844409475,74.95,316.63814062405197
2016-08-21,592743,-9.537995302565065,72.61,320.32150248342793
2016-08-23,592743,-9.128457307262499,73.93,324.0011809809445
2016-08-24,592743,-8.010209521105281,77.01,327.3535026201636
2016-08-25,592743,-8.002199311584176,77.3,332.02614911754347
2016-08-26,592743,-8.294197112272592,76.78,335.6941229684259
2016-08-27,592743,-8.18590291516032,77.24,339.35842884545747
2016-08-28,592743,-8.47771701224516,76.71,343.019070416612
2016-08-29,592743,-8.769239295232916,76.19,346.6760513461954
2016-08-30,592743,-9.760470055937683,74.04,350.32937529484917
2016-08-31,592743,-8.650709585881746,76.88,353.9790459195543
2016-09-02,592743,-7.342058876295865,80.13,357.62506687363475
2016-09-03,592743,-8.32738210060215,78.11,360.91017436495434
2016-09-04,592743,-7.319054718501549,80.74,365.5492641905894
2016-09-05,592743,-7.611735663783048,80.34,369.1837149263988
2016-09-06,592743,-7.304123928119265,81.29,373.8145312114724
2016-09-07,592743,-6.296819804191146,83.68,376.44071668026095
2016-09-09,592743,-6.390522984386954,83.61,379.0642759635807
2016-09-10,592743,-6.177748328941164,84.1,382.3065264759295
2016-09-11,592743,-5.971570580612223,84.58,385.9242199494536
2016-09-15,592743,-3.465599010031611,89.95,388.5382957295041
2016-09-16,592743,-2.151757393726615,92.78,390.98647222259586
2016-09-17,592743,-2.6496056363328884,91.76,394.59548575037326
2016-09-18,592743,-2.446956030696555,92.23,398.2008902646229
2016-09-19,592743,-2.2445090746658583,92.68,401.8026893743583
2016-09-20,592743,-2.5422645655911924,92.03,405.40088668498396
2016-09-21,592743,-3.839722301025601,89.37,409.995485798299
2016-09-22,592743,-4.135882578724575,88.75,413.5854903125007
2016-09-23,592743,-3.4317466961458507,90.3,417.1719048221882
2016-09-24,592743,-4.128314949449705,89.06,421.754732917366
2016-09-25,592743,-5.424186634500256,86.68,426.3329781844487
2016-09-26,592743,-5.418762447865755,86.84,429.9066452062642
2016-09-27,592743,-6.21334368541789,85.42,432.47673856105797
2016-09-28,592743,-5.507130341732472,86.89,435.04426182249694
2016-09-30,592743,-5.001623211390739,87.95,437.60921756067444
2016-10-01,592743,-5.091624966591168,87.89,439.73443673477067
2016-10-02,592743,-4.886533341624577,88.41,443.2947022980359
