Barrel,FlStr,Fstrike,LkStr,Ocontact,Oswing,SwStr,Zcontact,Zswing,bb_pa,contact,k_pa,mlb_id,p_pa,pa,swing,wOBACON,xwOBACON,zone
0.14285714285714285,0.3170731707317073,0.5384615384615384,0.14444444444444443,0.5294117647058824,0.3469387755102041,0.12222222222222222,0.8928571428571429,0.6829268292682927,0.07692307692307693,0.7555555555555555,0.11538461538461539,475138,3.4615384615384617,26,0.5,0.4211538461538462,0.3783846153846154,0.45555555555555555
0.09375,0.30071599045346065,0.556420233463035,0.14648212226066898,0.6018518518518519,0.24107142857142858,0.09457900807381776,0.8664383561643836,0.6968973747016707,0.08560311284046693,0.795,0.16342412451361868,466948,3.3735408560311284,257,0.461361014994233,0.3439215686274512,0.27381568627450975,0.48327566320645904
0.1724137931034483,0.2711864406779661,0.5675675675675675,0.18,0.68,0.27472527472527475,0.08,0.875,0.5423728813559322,0.16216216216216217,0.7894736842105263,0.05405405405405406,217096,4.054054054054054,37,0.38,0.5675675675675674,0.3581621621621622,0.3933333333333333
0.0,0.23076923076923078,0.375,0.038461538461538464,0.6666666666666666,0.23076923076923078,0.23076923076923078,0.5833333333333334,0.9230769230769231,0.125,0.6,0.125,477195,3.25,8,0.5769230769230769,0.24375,0.33425,0.5
0.025157232704402517,0.3,0.6633663366336634,0.15987933634992457,0.7403846153846154,0.3032069970845481,0.09502262443438914,0.8317757009345794,0.66875,0.04950495049504951,0.8018867924528302,0.15346534653465346,444436,3.282178217821782,202,0.4796380090497738,0.3119402985074625,0.24830845771144266,0.48265460030165913
0.05405405405405406,0.3977272727272727,0.6,0.1674087266251113,0.6341463414634146,0.27563025210084036,0.09706144256455922,0.8558823529411764,0.6439393939393939,0.07636363636363637,0.7837301587301587,0.24727272727272728,501789,4.083636363636364,275,0.44879786286731965,0.2413919413919413,0.22819047619047603,0.4701691896705254
0.06,0.3387096774193548,0.5714285714285714,0.14285714285714285,0.5263157894736842,0.24358974358974358,0.10714285714285714,0.8571428571428571,0.6774193548387096,0.16883116883116883,0.7540983606557377,0.16883116883116883,444446,3.6363636363636362,77,0.4357142857142857,0.3961038961038959,0.22901298701298692,0.44285714285714284
0.125,0.5955056179775281,0.6862745098039216,0.11267605633802817,0.8,0.3225806451612903,0.09389671361502347,0.8153846153846154,0.7303370786516854,0.09803921568627451,0.8095238095238095,0.27450980392156865,276514,4.176470588235294,51,0.49295774647887325,0.3879999999999999,0.32831999999999995,0.41784037558685444
0.05263157894736842,0.3088235294117647,0.5142857142857142,0.23943661971830985,0.52,0.33783783783783783,0.13380281690140844,0.7941176470588235,0.5,0.05714285714285714,0.6779661016949152,0.37142857142857144,493603,4.057142857142857,35,0.4154929577464789,0.16285714285714287,0.11845714285714286,0.4788732394366197
0.0549738219895288,0.3866396761133603,0.575,0.16209476309226933,0.7153024911032029,0.27630285152409045,0.08977556109725686,0.8491704374057315,0.6710526315789473,0.06923076923076923,0.809322033898305,0.18846153846153846,593958,3.855769230769231,520,0.47082294264339153,0.31864077669902957,0.27075922330097074,0.49276807980049875
