Barrel,FlStr,Fstrike,LkStr,Ocontact,Oswing,SwStr,Zcontact,Zswing,bb_pa,contact,k_pa,mlb_id,p_pa,pa,swing,wOBACON,xwOBACON,zone
0.0,0.8,0.6666666666666666,0.0,0.0,0.3333333333333333,0.18181818181818182,1.0,1.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,624641,3.6666666666666665,3,0.6363636363636364,0.2333333333333333,0.0026666666666666666,0.45454545454545453
0.2,0.38235294117647056,0.6666666666666666,0.06944444444444445,0.23529411764705882,0.4473684210526316,0.3194444444444444,0.6551724137931034,0.8529411764705882,0.0,0.5,0.4444444444444444,602115,4.0,18,0.6388888888888888,0.2111111111111111,0.2649444444444445,0.4722222222222222
0.06542056074766354,0.3804347826086957,0.5727554179566563,0.17180277349768874,0.5416666666666666,0.3302752293577982,0.13713405238828968,0.8123515439429929,0.6537267080745341,0.05572755417956656,0.7205651491365777,0.2786377708978328,595978,4.018575851393189,323,0.49075500770416025,0.3117647058823531,0.2261950464396286,0.49614791987673346
0.035416666666666666,0.33811320754716984,0.6071964017991005,0.18178396687993978,0.636986301369863,0.21921921921921922,0.07753105005645465,0.8812351543942993,0.6354716981132076,0.10944527736131934,0.818342151675485,0.15892053973013492,456715,3.9835082458770614,667,0.42679713963116295,0.37113943028485813,0.24387706146926516,0.4986827248776816
0.11764705882352941,0.38294010889292196,0.568561872909699,0.15201900237529692,0.4252336448598131,0.300561797752809,0.16547901821060965,0.7604456824512534,0.6515426497277677,0.10367892976588629,0.6352530541012217,0.38461538461538464,593934,4.224080267558528,299,0.45368171021377673,0.2963210702341139,0.200876254180602,0.43626286619160726
0.0,0.36923076923076925,0.96,0.19444444444444445,0.5,0.4186046511627907,0.2037037037037037,0.7045454545454546,0.676923076923077,0.0,0.6451612903225806,0.56,622608,4.32,25,0.5740740740740741,0.122,0.0868,0.6018518518518519
0.07777777777777778,0.3278236914600551,0.6686046511627907,0.14381720430107528,0.375,0.25196850393700787,0.1922043010752688,0.67578125,0.7052341597796143,0.12209302325581395,0.59375,0.3488372093023256,446481,4.325581395348837,172,0.4731182795698925,0.26656976744186045,0.17798255813953487,0.4879032258064516
0.10204081632653061,0.38967136150234744,0.5782122905027933,0.13890857547838412,0.5503875968992248,0.33419689119170987,0.1467044649184975,0.7945823927765236,0.6932707355242567,0.0670391061452514,0.7047075606276747,0.2430167597765363,444432,3.941340782122905,358,0.4968107725017718,0.3360335195530732,0.2801536312849163,0.4528703047484054
0.06060606060606061,0.3473684210526316,0.625,0.09574468085106383,0.6190476190476191,0.22580645161290322,0.1595744680851064,0.7142857142857143,0.8105263157894737,0.08333333333333333,0.6938775510204082,0.22916666666666666,493596,3.9166666666666665,48,0.5212765957446809,0.21562500000000004,0.19341666666666665,0.5053191489361702
0.0,0.25,0.5,0.375,0.5,0.5,0.125,1.0,0.25,0.0,0.6666666666666666,0.5,596001,4.0,2,0.375,0.0,0.0725,0.5
