date,mlb_id,wRAA,wrcplus,pa
2015-04-10,435064,0.0,65.46,0.0
2015-04-11,435064,0.5,67.29645,1.0
2015-04-14,435064,0.2995,66.4825443,3.999
2015-04-15,435064,-0.0013976017994999923,65.47397727623775,7.987014993001
2015-04-16,435064,0.19860379580229953,66.67544560772137,9.979027978007998
2015-04-17,435064,0.19860379580229953,66.67544560772137,9.979027978007998
2015-04-21,435064,-0.3017932131855092,65.01400739716048,13.95907990107996
2015-04-22,435064,-0.8005878498851753,63.11425922618042,15.903327280132686
2015-04-25,435064,-0.8005878498851753,63.11425922618042,15.903327280132686
2015-04-29,435064,-0.9973902988111831,62.663230305350666,18.839809327378433
2015-05-02,435064,-2.2934067179691677,57.673540915493035,23.764563053584485
2015-05-05,435064,-3.0865333757420075,54.66654771450125,26.693340634348328
2015-05-07,435064,-3.0772830321283755,55.034623418614316,29.613340665773844
2015-05-13,435064,-3.071131543347151,55.42030211444372,32.55414359778297
2015-05-15,435064,-3.8527507596836363,52.47783065606407,35.35930639775548
2015-05-17,435064,-3.8527507596836363,52.47783065606407,35.35930639775548
2015-05-20,435064,-3.1373628577423096,56.189732286488464,40.21808118660098
2015-05-21,435064,-3.427960178120293,55.22054602615684,41.09754755706666
2015-05-24,435064,-4.224532217942173,52.37523434717565,44.0564500095096
2015-05-26,435064,-5.211871290660468,48.818247660487,47.924412784774646
2015-05-31,435064,-5.501452759950437,47.90611402783936,48.82861188361788
2015-06-05,435064,-5.774000455691259,47.2472002738745,52.58495662227661
2015-06-07,435064,-6.245188135706219,45.64584727474294,54.32255716314475
2015-06-09,435064,-7.032704004622943,42.82901560180237,57.213966371375626
2015-07-29,435064,-7.032704004622943,42.82901560180237,57.213966371375626
2015-08-01,435064,-7.032704004622943,42.82901560180237,57.213966371375626
2015-08-03,435064,-6.2561667211022085,46.53195389815977,58.15067926832636
2015-08-07,435064,-5.543660643826725,50.27397005239718,62.03443606046898
2015-08-09,435064,-5.221519241046183,52.230561929892424,64.78667027476776
2015-08-11,435064,-4.411081424083331,56.31275173533587,67.6571617208885
2015-08-12,435064,-4.411081424083331,56.31275173533587,67.6571617208885
2015-08-14,435064,-5.197861408644272,53.31013990308394,70.45439313955383
2015-08-16,435064,-5.687470883688392,51.59749154337007,72.31355480766787
2015-08-17,435064,-6.076101629391899,50.6184703477383,76.16900001160734
2015-08-18,435064,-6.076101629391899,50.6184703477383,76.16900001160734
2015-08-19,435064,-6.063955502234744,51.24883963822194,79.01673818058414
2015-08-21,435064,-6.3578915467325094,50.72196689968489,82.93772144240356
2015-08-22,435064,-6.545182121530591,50.34269752481141,85.77192893724019
2015-08-25,435064,-7.538636939409061,46.64384425965803,89.68615700830296
2015-08-27,435064,-7.616043636963015,46.84191865604166,93.41736750606292
2015-08-29,435064,-7.300819165732727,48.75091688952031,97.2306261884183
2015-08-31,435064,-5.986224828220427,54.972435987099885,101.03626216666765
2015-09-01,435064,-6.774258364788815,52.17440250767358,103.83429067859649
2015-09-02,435064,-7.267484106424026,50.514999989567805,105.7304563879179
2015-09-04,435064,-7.5602166223176015,49.556922127312305,106.62472593152998
2015-09-05,435064,-7.3451037492895885,50.922006705700916,108.41158310439286
2015-09-07,435064,-8.337758645540298,47.41288033652894,112.30317152128846
2015-09-10,435064,-9.121091466007863,44.59623577261901,115.07867748141742
2015-09-12,435064,-9.093755545763146,45.26276891392904,117.73378656992693
2015-09-16,435064,-9.275577128427166,45.041539896004295,120.49843673057366
2015-09-17,435064,-8.638530436283196,48.41384060306983,124.0171654923985
2015-09-18,435064,-7.829891905846913,52.10267778643738,124.8931483269061
2015-09-20,435064,-8.622062013941067,49.26537365611509,127.7682551785792
2015-09-23,435064,-9.1048265119752,47.903035000730284,131.51284643647722
2015-09-26,435064,-8.777539337813982,50.01593232663059,135.11870230419424
2015-09-27,435064,-9.251233043641014,48.28191713429439,136.71375141826988
2015-09-28,435064,-9.251233043641014,48.28191713429439,136.71375141826988
