date,mlb_id,wRAA,wrcplus,pa
2017-08-11,642086,0.0,87.12,0.0
2017-08-12,642086,-0.1,85.45275000000001,3.0
2017-08-13,642086,-0.8999,82.48821704999999,5.997
2017-08-14,642086,-1.1990001000000001,81.36168542095001,9.991003
2017-08-15,642086,-1.4978010999000002,80.24903165407436,13.981011997
2017-08-16,642086,-0.5963032988001001,83.88523554270918,16.967030985003
2017-08-17,642086,-1.6957069955013,79.68691730911442,20.950063954017995
2017-08-18,642086,-2.794011288505799,75.47187153486762,24.929113890063977
2017-08-19,642086,-3.091217277217293,74.69635298134699,25.904184776173913
2017-08-20,642086,-1.8881260599400755,79.6534176802097,29.87828059139774
2017-08-21,642086,-2.9862379338801355,75.67416275860083,33.84840231080634
2017-08-22,642086,-3.5832516959462555,73.32918899631154,38.81455390849553
2017-08-23,642086,-2.7796684442503095,76.41634853968063,39.77573935458704
2017-08-24,642086,-1.576888775806059,81.06694263565184,43.73596361523245
2017-08-25,642086,-2.675311887030253,76.7660173768339,47.692227651617216
2017-08-27,642086,-2.9726365751432224,75.68073540359163,51.6445354239656
2017-08-27,642086,-4.066694274629511,71.49623287326018,55.541297997653096
2017-08-29,642086,-4.866694274629511,68.45118006854844,58.541297997653096
2017-08-30,642086,-4.456965752774527,70.11562777793885,62.424273942955786
2017-08-31,642086,-5.552508787021752,65.92734330820076,66.36184966901283
2017-09-02,642086,-6.04695627823473,64.07713909281911,70.29548781934382
2017-09-02,642086,-6.034868412634539,64.40262581690824,74.15496713919295
2017-09-03,642086,-4.7348684126345395,69.73833530824349,78.15496713919295
2017-09-04,642086,-4.330133544221905,71.60955916747757,83.07681217205375
2017-09-05,642086,-5.125803410677682,68.71171056271275,87.9937353598817
2017-09-06,642086,-6.220677607267005,64.63985559864196,91.90574162452181
2017-09-07,642086,-6.014456929659738,65.6067406381706,94.8138358828973
2017-09-08,642086,-5.808442472730078,66.48278844107165,98.71902204701439
2017-09-09,642086,-5.602634030257347,67.36046065254254,102.62030302496737
2017-09-10,642086,-5.3970313962270895,68.23974073753571,106.5176827219424
2017-09-12,642086,-4.291634364830863,72.63654854490133,111.41116503922046
2017-09-13,642086,-5.383055387735565,68.53434292768846,115.18845412030707
2017-09-14,642086,-4.27767233234783,72.94242752782479,117.07326566618677
2017-09-15,642086,-2.373394660015482,80.4976484660715,120.95619240052058
2017-09-16,642086,-1.8710212653554668,82.63217325831809,124.83523620812005
2017-09-17,642086,-1.1691502440901114,85.54973310814268,128.71040097191195
2017-09-18,642086,-1.6679810938460213,83.79219956666941,132.58169057094003
2017-09-19,642086,-2.7663131127521754,79.84726249667632,136.4491088803691
2017-09-20,642086,-3.3635467996394235,77.87815205094464,141.31265977148874
2017-09-22,642086,-4.460183252839784,73.94570024961166,145.17134711171724
2017-09-23,642086,-4.7512673465173565,72.88696209930681,148.8811495888409
2017-09-24,642086,-5.046516079170839,71.81622670238694,152.73226843925207
2017-09-25,642086,-5.841469563091668,68.76939370865263,155.57953617081282
2017-09-25,642086,-6.1356280935285765,67.7234293773044,156.423956634642
2017-09-26,642086,-7.235628093528577,63.63393274868842,160.423956634642
2017-09-27,642086,-7.728392465435048,61.90554773392587,164.26353267800735
2017-09-29,642086,-6.320664072969613,67.4731869717058,165.09926914532934
2017-09-30,642086,-5.108029065487747,72.3695687992687,168.76923570630782
2017-10-01,642086,-5.602921036422259,70.68136608179287,174.6004664706015
2017-10-02,642086,-6.097318115385837,68.94732554747927,178.4258660041309
2017-04-17,574847,0.0,94.21,0.0
2017-04-18,574847,-0.1,92.26554999999999,3.0
2017-08-16,574847,-0.3999,91.32236735,3.997
2017-09-02,574847,-1.154658188315667,88.35501463010007,6.544808148781497
2017-09-02,574847,-1.1351852502012993,88.29315529514474,10.43443206922713
2017-09-04,574847,-1.4351852502012994,87.40765636201678,11.43443206922713
2017-09-07,574847,-1.7323163148861471,86.28396843520206,12.411574639520746
2017-09-10,574847,-2.027124561158117,84.94021920571143,13.374377137914527
2017-09-25,574847,-2.3210492668212015,83.61408978926222,14.33429411625782
2017-09-26,574847,-1.586476185075757,86.35554864464454,18.120778302815673
2017-09-27,574847,-1.586476185075757,86.35554864464454,18.120778302815673
2017-09-29,574847,-1.586476185075757,86.35554864464454,18.120778302815673
2017-10-01,574847,-1.586476185075757,86.35554864464454,18.120778302815673
2017-10-02,574847,-1.8769810934023425,85.03180006640889,19.012325082529458
2017-04-03,452234,0.0,109.59,0.0
2017-04-07,452234,0.0,107.3982,4.0
2017-04-08,452234,1.6,113.63630335509323,7.984023984004001
2017-04-11,452234,1.6984000000000001,113.55872182177212,12.976039960019996
2017-04-12,452234,1.3933098935016002,112.53143566690264,13.937150755283776
2017-04-13,452234,0.6919165836080987,109.06771930451502,18.92321360452849
2017-04-14,452234,0.6919165836080987,109.06771930451502,18.92321360452849
2017-04-15,452234,1.5905334423574662,112.32607097781607,23.88538610053304
2017-04-18,452234,2.088942908915109,114.13421076652395,27.861500714432506
2017-04-24,452234,1.8826823449281476,113.14947567327673,30.77799976892985
2017-04-25,452234,3.0714144534683347,117.88213214020388,34.593792825214294
2017-04-26,452234,1.9683430390148664,113.31096270662555,38.55919903238908
2017-04-29,452234,2.3663746959758516,114.62083230116932,44.52063983335669
2017-05-01,452234,1.2592826686456373,109.89725879258847,48.38721143125548
2017-05-03,452234,0.7567653625910147,107.45916272012911,52.2904853956044
2017-05-04,452234,0.7567653625910147,107.45916272012911,52.2904853956044
2017-05-05,452234,3.254497336042564,117.08309403498819,57.13377075858329
2017-05-06,452234,3.6512428387065214,118.52856582316815,61.076636987824706
