steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,holds_old,SV_old,HR/FB,FIP,LOB%,ERA-,CG,ShO
10019,543853,Taylor,Thompson,1,1,0,0,0,1,0,AL,CHA,89.7,0.33911,R,30,0.1931,0.1118,0.007936,0.43927052,0.35722059,0.20350889,4.35,0.299899,4.45,4.45,4.7151,5.0688,0.8594,0.4976,0.0409,0.6694,0.18822,0.01887,0.1355,0.0353,0.024,0.04476,1.332,1.0832,0.6171,7.7346,4.4784,0.3177,1.219685903,1.012,0.5239,0.5632,1.50960998,0.043,0.0539,0,0,0,0,0.12511139,4.7887,0.72441241,116.1586395,0,0
10021,501985,Mike,Minor,25,25,0,0,0,25,0,AL,KCA,91.7,0.62855,L,29,0.2236,0.0686,0.007085,0.36719396,0.42522452,0.20758153,3.53,0.289878,105.175,4.207,3.85506,4.141188,23.517,7.215,1.0892,15.04869,4.79308,0.57196,3.2756,0.7452,0.5679,1.28418,26.8385,31.08,15.1723,8.46612,2.5974,0.268272,1.179222367,23.6894,10.7085,11.5033,1.236174037,1.2251,1.201,0,0.7281,0.7281,0,0.1053931,3.9242,0.74440159,94.96409104,0,0
10029,572119,Patrick,Schuster,1,1,0,0,0,1,0,NL,PHI,87.4,0.47862,L,26,0.1985,0.1168,0.010714,0.44972189,0.35179504,0.19848306,4.34,0.295917,4.468,4.468,4.5018,4.8582,0.887,0.5219,0.0407,0.64944,0.18676,0.01762,0.1262,0.0479,0.0469,0.04346,1.3341,1.0436,0.5888,7.983,4.6971,0.4311,1.135845915,0.98,0.5002,0.5398,1.501930585,0.0434,0.0536,0,0,0,0,0.12093245,4.7231,0.73556087,110.8895625,0,0
10039,572102,Keyvius,Sampson,15,15,0,0,0,15,0,FA,FA,93.9,0.65726,R,26,0.2335,0.107,0.007905,0.40200038,0.39300035,0.20499927,3.85,0.291761,65.132,4.342133333,4.11036,4.42662,15.2084,6.9692,0.5756,8.87074,2.69275,0.28592,1.8265,0.5149,0.5178,0.68383,16.8527,16.4754,8.594,9.12504,4.18152,0.30894,1.095915734,13.6759,6.8506,7.3777,1.376342424,0.7195,0.736,0,0,0,0,0.11086385,4.199,0.74087033,101.2529895,0,0
10044,572208,Ashur,Tolliver,10,10,0,0,0,10,0,AL,HOU,93,0.44464,L,29,0.2195,0.1017,0.007401,0.4276784,0.37072176,0.20159984,3.92,0.294433,43.346,4.3346,4.12227,4.45347,9.5145,4.4083,0.3989,6.17314,1.81984,0.20709,1.2523,0.3208,0.2341,0.4427,12.3558,10.7103,5.8243,8.56305,3.96747,0.28872,1.127093363,9.4524,4.5803,4.9483,1.386069091,0.4967,0.4738,0,0.7909,0.7909,0,0.11692725,4.2909,0.74292055,101.5461266,0,0
10045,543125,Chris,Dwyer,1,1,0,0,0,1,0,AL,KCA,88.2,0.47176,L,29,0.1662,0.1132,0.008248,0.43378793,0.35882669,0.20738537,4.71,0.294517,4.468,4.468,4.5927,4.9563,0.7426,0.5058,0.0413,0.68079,0.19784,0.02363,0.1195,0.0369,0.0241,0.04685,1.3709,1.134,0.6554,6.6834,4.5522,0.3321,1.075086708,1.0217,0.5103,0.5507,1.527516685,0.0447,0.0523,0,0,0,0,0.10533869,4.8428,0.72554429,113.1238088,0,0
10054,502229,Alex,White,1,0.2199649123,0.166,0.9467456,0.946,0.054,0,NL,COL,90.3372781,0.45822,R,28,0.14580237,0.09968817,0.011496,0.48915093,0.28806153,0.22278754,4.7649704,0.3116567869,4.563,4.563,5.4045,5.8068,0.6653,0.4548,0.0294,0.76905,0.21491,0.0287,0.1408,0.0525,0.048,0.04003,1.6344,0.9625,0.7444,5.9877,4.0932,0.4725,1.267476977,1.1535,0.6005,0.6452,1.608293772,0.0497,0.0704,0.0546,0,0,0,0.14631769,5.169071,0.69388663,133.1453164,0.0015,0.0007
10058,554431,Tyler,Matzek,27.59163429,4.86,4.86,1,27.59163429,0,0,NL,COL,91.3,0.54932,L,26,0.1813,0.1344,0.009735,0.46066045,0.3167673,0.22257224,4.97,0.308399,127.444,4.618936257,5.244709266,5.6337511,23.1056,17.1285,0.4536,19.06312,5.71748,0.62792,3.5808,1.2407,1.3382,1.1173,39.0149,26.8281,18.8504,7.536719204,5.587073908,0.4046987534,1.168022145,28.9894,16.0789,17.2716,1.671444119,1.4416,1.9174,1.6826,0,0,0,0.13347382,5.1566,0.71051364,129.1946171,0.0645,0.0296
10061,548384,Brooks,Raley,1,1,0,0,0,1,0,NL,CHN,87.6,0.29144,L,29,0.1973,0.1035,0.01084,0.44902415,0.34700527,0.20397057,4.16,0.290585,4.392,4.392,4.2057,4.5576,0.8665,0.4545,0.0384,0.64383,0.17985,0.0196,0.1211,0.0476,0.0461,0.04301,1.3367,1.033,0.6072,7.7985,4.0905,0.4284,1.089765912,0.9644,0.4673,0.5064,1.418865959,0.049,0.048,0,0,0,0,0.11721694,4.4944,0.74025083,103.5931593,0,0
10065,518782,Johnny,Hellweg,1,0.2026491228,0.1696,0.9675159,0.967,0.033,0,NL,MIL,92.7227389,0.45665,R,28,0.14592369,0.13233503,0.015859,0.49206107,0.2980458,0.20989313,5.2947325,0.3087496464,4.71,4.71,5.7753,6.1875,0.6873,0.6233,0.0184,0.74821,0.21128,0.02402,0.1395,0.0747,0.0494,0.04062,1.6115,0.9761,0.6874,6.1857,5.6097,0.6723,1.255316954,1.123,0.6417,0.6875,1.746295915,0.0387,0.0816,0.0492,0,0,0,0.14289485,5.67967,0.69722514,142.2453919,0.0013,0.0006
10066,571871,Ian,Krol,55,55,0,0,0,55,0,NL,ATL,93.6,0.54882,L,26,0.2548,0.0928,0.008864,0.49176522,0.30185577,0.20637901,3.28,0.302663,233.347,4.242672727,3.359536364,3.696872727,59.4569,21.6546,2.3813,34.14918,8.9204,0.88929,4.9272,2.0684,2.4501,1.85931,72.6769,44.6106,30.5003,9.729310909,3.54348,0.3384654545,0.8062744576,48.8861,20.5305,22.592,1.28255803,2.7385,2.5994,0,13.6373,12.9773,1.1,0.11044982,3.4435,0.76116811,82.75579462,0,0
10075,571584,Caleb,Cotham,1,1,0,0,0,1,0,NL,CIN,92.2,0.46409,R,29,0.2102,0.0842,0.009458,0.45276069,0.34483341,0.20240589,3.75,0.294402,4.314,4.314,4.1859,4.5243,0.9068,0.3632,0.0407,0.64694,0.17972,0.0183,0.1331,0.0408,0.0453,0.04248,1.3399,1.0205,0.599,8.1612,3.2688,0.3672,1.198096095,0.9781,0.4651,0.5027,1.341278929,0.0448,0.0522,0,0,0,0,0.13044761,4.276,0.73544596,103.107882,0,0
10078,573204,Caleb,Thielbar,1,1,0,0,0,1,0,AL,MIN,89.2,0.44982,L,30,0.1731,0.0948,0.007924,0.37300814,0.41600402,0.21098784,4.47,0.295672,4.427,4.427,4.7313,5.0553,0.7663,0.4197,0.0428,0.67619,0.20669,0.02345,0.1404,0.0351,0.0239,0.05468,1.1868,1.3236,0.6713,6.8967,3.7773,0.3159,1.263834264,1.0468,0.5257,0.5617,1.466453217,0.0451,0.0519,0,0,0,0,0.10609401,4.8043,0.72021789,116.5453834,0,0
10080,572751,Keith,Butler,1,1,0,0,0,1,0,NL,SLN,87.9,0.33371,R,28,0.1764,0.1014,0.0101,0.42393911,0.37095072,0.20511017,4.43,0.297256,4.456,4.456,4.6584,5.0076,0.7861,0.4519,0.04,0.68496,0.20053,0.02061,0.1251,0.045,0.0468,0.04827,1.3257,1.16,0.6414,7.0749,4.0671,0.405,1.126254292,1.0312,0.5176,0.5564,1.483137123,0.0449,0.0521,0,0,0,0,0.10787876,4.6923,0.71824004,114.7471476,0,0
10095,451773,Dane,de la Rosa,1,1,0,0,0,1,0,AL,LAA,92,0.43985,R,34,0.1791,0.1052,0.007563,0.47709141,0.32404181,0.19886678,4.34,0.291851,4.371,4.371,4.1382,4.5108,0.7828,0.4598,0.0405,0.67559,0.17821,0.01811,0.1075,0.0331,0.0236,0.04111,1.4651,0.9951,0.6107,7.0452,4.1382,0.2979,0.9675231018,0.9794,0.4598,0.5012,1.439206816,0.0479,0.0491,0,0,0,0,0.10803192,4.4576,0.73468335,101.9328704,0,0
1011,285064,Ryan,Vogelsong,88.72961918,16.2,16.2,1,88.72961918,0,0,FA,FA,89.3,0.71673,R,39,0.155,0.0911,0.008957,0.41300011,0.38199992,0.20499997,4.79,0.297625,397.178,4.476273015,5.256172677,5.611690939,61.5626,36.1829,1.7583,62.01914,19.61307,2.16629,14.318,3.5575,3.1576,4.63388,120.8924,111.8181,60.0071,6.244401871,3.670094643,0.3608434286,1.452297585,98.1165,51.8198,55.3248,1.513579979,4.4479,6.551,5.061,0,0,0,0.12804706,5.2008,0.70054224,129.4779008,0.1409,0.0646
10123,502043,Kyle,Gibson,163.060849,27.54,27.54,1,163.060849,0,0,AL,MIN,90.5,0.76178,R,29,0.1547,0.0791,0.007697,0.50401003,0.28500563,0.21098434,4.34,0.308945,713.614,4.376366273,4.530879757,4.925561868,110.3961,56.4469,1.9038,123.53789,33.8604,4.01599,18.8092,5.4927,3.8535,6.32476,270.8622,153.1661,113.386,6.093215545,3.115536949,0.3031647406,1.038158626,180.2235,82.0899,89.2407,1.451423893,9.015,10.4305,12.7881,0,0,0,0.1228028,4.4321,0.70853112,111.6113201,0.5883,0.2698
10130,502190,Mike,Leake,185.5919297,30.78,30.78,1,185.5919297,0,0,NL,SLN,89.9,0.78063,R,29,0.1571,0.0535,0.008736,0.52093173,0.27396408,0.20510419,3.92,0.307527,795.849,4.288165985,4.158491165,4.54806845,125.0278,42.5779,3.1715,142.28416,38.28658,4.12216,20.7166,6.9525,8.3564,6.97959,319.3386,167.9439,125.7318,6.063034108,2.064750879,0.3371509747,1.004620834,205.4095,85.7536,93.7872,1.336197243,10.7588,11.1871,16.0977,0,0,0,0.12335437,4.0514,0.71326504,102.4378544,0.5155,0.2364
10131,544931,Stephen,Strasburg,176.7304286,29.16,29.16,1,176.7304286,0,0,NL,WAS,94.7,0.74862,R,28,0.2833,0.0638,0.007681,0.4420171,0.35001348,0.20796941,2.92,0.299465,726.389,4.110152427,3.28523902,3.583160552,205.786,46.3436,2.1399,101.57357,30.36753,2.77528,18.8228,5.5794,7.6271,6.72564,203.7854,161.3685,95.8812,10.47965546,2.360048597,0.2841310373,0.9585496948,153.5391,64.5113,70.3615,1.131003554,12.7752,8.1411,18.199,0,0,0,0.11664461,3.0842,0.75428753,80.92553549,0.333,0.1527
10133,502202,Brad,Boxberger,25,25,0,0,0,25,0,AL,TBA,91.6,0.52659,R,29,0.2399,0.1084,0.009456,0.40724712,0.39223817,0.20051471,3.79,0.284173,107.573,4.30292,3.903984,4.21938,25.8068,11.6609,0.9732,14.20693,4.11401,0.45973,2.9993,1.0172,0.5809,1.11037,27.8825,26.8549,13.7284,9.290448,4.197924,0.366192,1.079744843,21.78,10.8444,11.7205,1.33763474,1.2004,1.2254,0,0.7301,0.7301,0,0.11168506,4.1635,0.75143008,96.16866266,0,0
10149,543070,Aaron,Crow,1,1,0,0,0,1,0,AL,KCA,91.1,0.43027,R,30,0.1586,0.0946,0.007819,0.45878943,0.33384724,0.20736333,4.48,0.299638,4.419,4.419,4.6764,5.0481,0.7008,0.418,0.0402,0.71326,0.20347,0.02435,0.1248,0.0346,0.0239,0.04472,1.4879,1.0827,0.6725,6.3072,3.762,0.3114,1.123072211,1.0659,0.5196,0.5609,1.483860438,0.0442,0.0527,0,0,0,0,0.11525427,4.7254,0.71259765,115.2004016,0,0
10160,543901,Ryan,Weber,1,0.8185964912,0.0386,0.223804,0.22,0.78,0,NL,ATL,89.5433372,0.63386,R,26,0.165293,0.05304852,0.009252,0.50678096,0.28685137,0.20636767,3.7265204,0.3092457757,4.285,4.285,4.1049,4.4784,0.7083,0.2273,0.0348,0.76697,0.20147,0.02086,0.1109,0.0397,0.045,0.03895,1.6554,0.937,0.6741,6.3747,2.0457,0.3573,0.9981638527,1.1002,0.4561,0.4976,1.327498537,0.0471,0.0554,0.0165,0,0,0,0.11836403,3.973218,0.71753281,101.1270637,0.0004,0.0002
10171,542432,Jose,Ramirez,45,45,0,0,0,45,0,NL,ATL,95.2,0.54113,R,27,0.2384,0.1174,0.011204,0.40921356,0.38420084,0.20658561,3.93,0.29549,198.063,4.4014,4.12526,4.44834,47.2183,23.2526,2.009,26.80985,7.97596,0.80938,4.912,2.2191,2.0797,1.9739,50.4271,47.3448,25.4574,9.44366,4.65052,0.44382,0.9823939706,40.5071,20.6263,22.2417,1.416883284,2.0401,2.3246,0,10.6068,10.1868,0.7,0.10374888,4.1655,0.74002709,101.6200267,0,0
10174,543607,Edgar,Olmos,1,0.6272982456,0.0793,0.4573519,0.452,0.548,0,AL,SEA,92.2798536,0.53255,L,27,0.20040739,0.10483249,0.010322,0.44618494,0.35213071,0.20168435,4.2464258,0.2930827598,4.373,4.373,4.1625,4.5144,0.8765,0.4585,0.0285,0.64136,0.18484,0.01683,0.1168,0.0451,0.0236,0.0432,1.3245,1.0453,0.5987,7.8885,4.1265,0.4059,1.051602317,0.9599,0.4625,0.5016,1.418372076,0.0526,0.0556,0.0343,0,0,0,0.11178102,4.4237524,0.7399645,102.5284165,0.001,0.0005
10181,542235,Melvin,Mercedes,1,1,0,0,0,1,0,AL,DET,93.6,0.47354,R,26,0.1557,0.0881,0.007682,0.44020248,0.35915106,0.20064646,4.48,0.298636,4.415,4.415,4.8024,5.1624,0.6874,0.389,0.0409,0.71774,0.20007,0.0278,0.1383,0.0339,0.0238,0.04864,1.4436,1.1778,0.658,6.1866,3.501,0.3051,1.244619088,1.0839,0.5336,0.5736,1.472898991,0.0457,0.0513,0,0,0,0,0.11741468,4.8387,0.71063431,118.3091324,0,0
10185,545363,Jacob,Turner,1,0.7551052632,0.0521,0.3027797,0.297,0.703,0,AL,CHA,94.6880542,0.65772,R,26,0.18617161,0.08116085,0.007745,0.45881865,0.33787536,0.203306,4.0310292,0.3047725624,4.353,4.353,4.5774,4.9311,0.8105,0.3534,0.0424,0.70333,0.19641,0.02006,0.1381,0.0337,0.0235,0.04374,1.4378,1.0588,0.6371,7.2945,3.1806,0.3033,1.242642823,1.0579,0.5086,0.5479,1.411268081,0.0454,0.0588,0.0191,0,0,0,0.13040369,4.4822358,0.71669805,112.7469084,0.0004,0.0002
10190,572140,Tyler,Skaggs,136.4023651,24.3,24.3,1,136.4023651,0,0,AL,LAA,92.4,0.57326,L,25,0.2347,0.0817,0.008391,0.45261877,0.34870629,0.19867494,3.64,0.290361,572.878,4.199912512,3.566247546,3.898667735,134.4546,46.8042,1.0689,81.9235,23.91828,2.19029,14.7513,4.807,3.0935,5.53515,173.8248,133.918,76.2996,8.871484001,3.088200117,0.3171719197,0.9733076637,122.7833,54.0494,59.0875,1.24328891,9.3109,7.4532,12.6465,0,0,0,0.11015154,3.7166,0.74999984,87.8499748,0.3656,0.1676
10197,571946,Shelby,Miller,137.6293593,24.3,24.3,1,137.6293593,0,0,NL,ARI,94.5,0.77062,R,26,0.2057,0.0805,0.006729,0.43316635,0.36413996,0.2026937,3.99,0.298265,593.23,4.310344848,4.314899835,4.652667883,122.0274,47.755,2.7259,87.67698,28.5299,3.61788,17.7167,3.9918,6.2289,6.25976,178.9272,150.4146,83.7263,7.979740698,3.122843862,0.2610358732,1.15854667,137.5414,65.9841,71.1493,1.346343751,7.8625,8.9316,10.845,0,0,0,0.11778558,4.1751,0.71823575,106.2905129,0.7694,0.3528
10233,547973,Aroldis,Chapman,65,65,0,0,0,65,35.4556,AL,NYA,100.1,0.56805,L,29,0.398,0.1017,0.009275,0.40823428,0.38922374,0.20254197,2.12,0.281806,260.104,4.0016,2.334336923,2.57526,103.5214,26.4526,1.7539,26.15509,7.6425,0.67712,5.3598,2.4125,1.4046,2.03687,51.5357,49.1358,25.569,14.33373231,3.662667692,0.3340384615,0.7421234307,39.8345,16.8591,18.5991,1.019801354,4.0202,2.2916,0,0.9354,3.5725,35,0.10908096,2.3659,0.81869033,57.50166733,0,0
10234,457768,Bryan,Morris,10,10,0,0,0,10,0,NL,MIA,93.5,0.53864,R,30,0.1779,0.0972,0.009703,0.53913697,0.25506372,0.20579932,4.01,0.306034,43.84,4.384,3.97485,4.37175,7.7992,4.2613,0.4472,7.31099,1.8017,0.22265,0.8502,0.4254,0.4603,0.32779,16.652,7.878,6.3564,7.01928,3.83517,0.38286,0.765222817,10.1856,4.4165,4.8575,1.444688975,0.4751,0.4951,0,0.7905,0.7905,0,0.10792683,4.0985,0.7319713,97.91516834,0,0
10240,516414,Ariel,Pena,1,1,0,0,0,1,0,NL,MIL,91.9,0.58695,R,28,0.224,0.1143,0.008809,0.430066,0.36002668,0.20990732,4.03,0.301037,4.435,4.435,4.5,4.8384,0.9933,0.5069,0.0458,0.62819,0.18426,0.02031,0.129,0.0391,0.0466,0.04274,1.225,1.0255,0.5979,8.9397,4.5621,0.3519,1.161360566,0.9618,0.5,0.5376,1.468688616,0.044,0.053,0,0,0,0,0.12583136,4.4759,0.73104125,110.8600024,0,0
10258,514669,Rafael,Martin,25,25,0,0,0,25,0,NL,WAS,86.6,0.50247,R,33,0.2344,0.0933,0.007957,0.44301695,0.34901298,0.20797006,3.6,0.300293,107.573,4.30292,3.885696,4.213584,25.2151,10.0366,0.9746,15.79188,4.45259,0.39468,2.7355,0.856,1.1295,1.02259,31.1588,24.5472,14.6272,9.077436,3.613176,0.30816,0.9847790421,23.3746,10.7936,11.7044,1.3364499,1.2715,1.1551,0,0.8396,0.8396,0,0.11143826,3.8594,0.74128327,95.71787205,0,0
10261,468396,Alexi,Ogando,1,1,0,0,0,1,0,NL,ATL,93.7,0.56263,R,33,0.2084,0.1076,0.009011,0.42680307,0.36682012,0.20637681,4.12,0.297936,4.411,4.411,4.3101,4.6494,0.9193,0.4746,0.0436,0.64615,0.18753,0.0189,0.1158,0.0397,0.0463,0.0448,1.2516,1.0757,0.6052,8.2737,4.2714,0.3573,1.042451614,0.9684,0.4789,0.5166,1.44300825,0.0443,0.0527,0,0,0,0,0.10767682,4.3571,0.73159585,106.1722728,0,0
10265,476123,Justin,Marks,1,1,0,0,0,1,0,AL,TBA,89,0.65971,L,29,0.2086,0.0933,0.008337,0.42883882,0.37084808,0.2003131,3.93,0.288588,4.292,4.292,3.8574,4.1895,0.8953,0.4004,0.0391,0.62818,0.17388,0.01908,0.115,0.0358,0.0232,0.04503,1.2601,1.0897,0.5886,8.0577,3.6036,0.3222,1.035018873,0.9361,0.4286,0.4655,1.336537843,0.0482,0.0488,0,0,0,0,0.10553556,4.16,0.74862686,95.02813779,0,0
10267,489294,Tanner,Scheppers,10,10,0,0,0,10,0,AL,TEX,94,0.50332,R,30,0.1872,0.0986,0.011106,0.44590566,0.34392555,0.21016879,4.21,0.299518,44.131,4.4131,4.57866,4.93308,8.2613,4.3513,0.4549,6.78571,1.89413,0.22135,1.3096,0.4901,0.2383,0.4376,13.7322,10.5916,6.4724,7.43517,3.91617,0.44109,1.17865562,10.2108,5.0874,5.4812,1.456210632,0.4701,0.5001,0,0.7486,0.7486,0,0.12364679,4.6497,0.7240482,112.788795,0,0
10285,519294,Josh,Smoker,40,40,0,0,0,40,0,NL,NYN,94.9,0.4618,L,28,0.2949,0.0903,0.0075,0.43870235,0.35975615,0.2015415,2.93,0.295944,166.806,4.17015,3.17529,3.469365,49.191,15.0626,1.5691,21.9786,6.21978,0.60443,3.976,1.251,1.7515,1.49525,43.7023,35.8379,20.077,11.067975,3.389085,0.281475,0.8945898451,32.7788,14.1124,15.4194,1.196033986,2.0951,1.7879,0,9.0108,9.0108,0,0.11094274,3.2032,0.77362822,78.21832852,0,0
10291,572193,Ryan,Tepera,35,35,0,0,0,35,0,AL,TOR,94.3,0.53293,R,29,0.2231,0.0912,0.009471,0.45374695,0.33881133,0.20744172,3.68,0.29497,149.893,4.282657143,3.999882857,4.33674,33.4411,13.6702,1.3429,21.30056,6.68375,0.70126,4.1129,1.4196,0.8094,1.40884,45.6508,34.0873,20.8704,8.59914,3.515194286,0.36504,1.057598386,32.7985,15.5551,16.8651,1.327675896,1.7524,1.6446,0,5.152,5.152,0,0.12065733,4.0571,0.73636349,98.5310025,0,0
10302,518790,Chris,Heston,9.235830673,1.62,1.62,1,9.235830673,0,0,AL,SEA,88.5,0.69213,R,29,0.1473,0.089,0.010991,0.48069614,0.31779923,0.20150463,4.68,0.297862,40.848,4.422774891,4.757243994,5.146932819,6.017,3.6355,0.0785,6.70944,1.89709,0.18973,1.2157,0.449,0.2206,0.40089,14.6832,9.7074,6.1551,5.863359986,3.542669973,0.4375350895,1.184625584,10.0119,4.8819,5.2818,1.477661717,0.4957,0.6266,0.654,0,0,0,0.12523094,4.8819,0.71117298,117.1883143,0.0403,0.0185
10304,543054,Jarred,Cosart,87.75056418,16.2,16.2,1,87.75056418,0,0,NL,SDN,92.3,0.69756,R,27,0.1511,0.1095,0.006416,0.54685578,0.24993407,0.20321015,4.66,0.30776,393.5,4.484301653,4.586801279,5.011711367,59.4579,43.0883,1.4595,66.91867,17.2065,1.94334,8.7686,2.5247,4.1318,2.95637,155.5108,71.0744,57.7874,6.098206946,4.419284407,0.2589419249,0.8993421341,94.8371,44.7216,48.8645,1.571789875,4.3749,6.5654,6.0947,0,0,0,0.12337272,4.6503,0.71454127,112.9883253,0.1173,0.0538
10307,542669,Roman,Mendez,1,1,0,0,0,1,0,AL,BOS,94,0.51521,R,26,0.1961,0.1023,0.009933,0.39190797,0.39190797,0.21618405,4.24,0.2951,4.407,4.407,4.5945,4.923,0.8643,0.4509,0.0426,0.62572,0.21468,0.02076,0.1301,0.0438,0.0238,0.04899,1.1856,1.1856,0.654,7.7787,4.0581,0.3942,1.171203726,0.9913,0.5105,0.547,1.442194428,0.0482,0.0488,0,0,0,0,0.10976193,4.5942,0.72019424,113.1878555,0,0
10310,554430,Zack,Wheeler,145.36492,46.06,21.06,0.8316688,120.36492,25,0,NL,NYN,94.8178318,0.57489,R,27,0.23741641,0.09047218,0.009997,0.49615999,0.30209718,0.20174283,3.5921682,0.3014812802,621.412,4.27484155,3.728682271,4.080844264,147.5333,56.2205,3.0437,91.60455,25.46135,2.58116,14.5815,6.2122,6.5248,5.09422,200.8409,122.2861,81.6636,9.134251235,3.480788212,0.3846168663,0.9027889522,134.2286,60.2244,65.9124,1.310144823,8.6372,8.4221,10.6855,0.8192,0.8192,0,0.11924117,3.709664844,0.74184974,91.85061703,0.4055,0.186
10314,541640,Erasmo,Ramirez,55,55,0,0,0,55,0,AL,TBA,91.9,0.7031,R,27,0.1988,0.0634,0.010503,0.45981919,0.33986636,0.20031446,3.6,0.290482,231.092,4.201672727,3.742805455,4.080076364,45.9412,14.6513,2.2254,36.17864,9.69823,1.07567,6.4361,2.4272,1.2479,2.34305,76.7395,56.7205,33.4306,7.517650909,2.397485455,0.3971781818,1.053178238,53.3886,22.8727,24.9338,1.237089472,2.6854,2.6519,0,13.1409,12.3009,1.4,0.11347025,3.9292,0.7409021,92.19776398,0,0
10315,543859,Michael,Tonkin,45,45,0,0,0,45,0.6896,AL,MIN,93.7,0.56794,R,27,0.2324,0.0785,0.009128,0.4160083,0.37300754,0.21098416,3.48,0.298169,191.002,4.244488889,3.93772,4.2482,44.3888,14.9936,1.6004,27.93402,8.24867,0.92441,5.426,1.7435,1.0314,1.98623,53.5993,48.059,27.1836,8.87776,2.99872,0.3487,1.085199743,42.5331,19.6886,21.241,1.278370963,2.2174,2.1497,0,9.2465,9.4063,0.5,0.11290286,3.8575,0.73594736,96.99880711,0,0
10326,554432,Chad,Jenkins,1,1,0,0,0,1,0,AL,TOR,89.5,0.55056,R,29,0.1512,0.0795,0.00785,0.4521949,0.3401418,0.2076633,4.38,0.298579,4.386,4.386,4.7763,5.1417,0.6632,0.3487,0.0479,0.70856,0.22291,0.02371,0.1406,0.0344,0.0237,0.04656,1.4988,1.1274,0.6883,5.9688,3.1383,0.3096,1.265417311,1.0958,0.5307,0.5713,1.444484809,0.046,0.051,0,0,0,0,0.12471343,4.7977,0.70792121,117.6464949,0,0
10330,543803,Giovanni,Soto,1,1,0,0,0,1,0,AL,CLE,89.7,0.48164,L,26,0.1996,0.1163,0.009353,0.44289477,0.35090504,0.20620019,4.33,0.294848,4.423,4.423,4.2903,4.6449,0.8828,0.5144,0.0408,0.64264,0.18711,0.01566,0.117,0.0414,0.0239,0.04295,1.3115,1.0391,0.6106,7.9452,4.6296,0.3726,1.053098075,0.9624,0.4767,0.5161,1.476821809,0.0485,0.0485,0,0,0,0,0.11260793,4.5699,0.73989734,105.6746788,0,0
10332,543023,Nick,Christiani,1,1,0,0,0,1,0,NL,CIN,91.4,0.36485,R,29,0.1613,0.1151,0.011119,0.46021553,0.33716559,0.20261888,4.74,0.296263,4.55,4.55,5.121,5.499,0.7338,0.5237,0.0457,0.70444,0.19332,0.0194,0.1457,0.0506,0.0478,0.04479,1.4691,1.0763,0.6468,6.6042,4.7133,0.4554,1.311489236,1.0629,0.569,0.611,1.586585885,0.0401,0.0568,0,0,0,0,0.13539071,5.2967,0.71602201,126.1450063,0,0
10337,546276,Edwin,Escobar,1,0.7559298246,0.0519,0.3009797,0.296,0.704,0,NL,ARI,92.3592162,0.64108,L,25,0.18233178,0.08548941,0.010324,0.43416119,0.36314693,0.20269188,4.1946662,0.2981991569,4.389,4.389,4.5036,4.8492,0.8001,0.3752,0.0373,0.67315,0.20714,0.02501,0.1319,0.0453,0.0461,0.04714,1.3548,1.1332,0.6325,7.2009,3.3768,0.4077,1.186938532,1.0372,0.5004,0.5388,1.412380993,0.047,0.0573,0.0199,0,0,0,0.11638021,4.52278,0.7217971,110.9353411,0.0005,0.0002
10341,573668,Juan,Minaya,20,20,0,0,0,20,0,AL,CHA,93.8,0.49494,R,26,0.197,0.1093,0.010239,0.40225281,0.39424748,0.20349971,4.32,0.297543,89.166,4.4583,4.84065,5.17392,17.5658,9.7459,0.8136,13.01815,3.85839,0.39055,2.9094,0.913,0.4815,0.98449,24.305,23.8213,12.2959,7.90461,4.385655,0.41085,1.309246754,20.1765,10.757,11.4976,1.496121513,0.8508,1.0882,0,0.7138,0.7138,0,0.12213596,4.8804,0.7225795,119.2402737,0,0
10343,571901,Aaron,Loup,40,40,0,0,0,40,0,AL,TOR,91.1,0.54159,L,29,0.2175,0.0815,0.013615,0.51171521,0.28084324,0.20744155,3.46,0.298447,169.851,4.246275,3.57732,3.9359475,36.9427,13.8429,1.5917,25.61786,7.35376,0.72903,3.8332,2.3125,0.9172,1.34505,59.3081,32.5499,24.0426,8.3121075,3.1146525,0.5203125,0.8624796969,37.5339,15.8992,17.4931,1.284419898,2.0958,1.7873,0,8.096,8.096,0,0.11776513,3.7573,0.74905074,88.12094184,0,0
10354,572362,Robbie,Erlin,9.218018919,1.62,1.62,1,9.218018919,0,0,NL,SDN,88.5,0.58655,L,26,0.1824,0.071,0.007967,0.44988063,0.34690841,0.20321096,4.11,0.296938,39.682,4.304829525,4.190097714,4.542559564,7.2379,2.8174,0.1406,6.3214,1.8458,0.19223,1.158,0.3161,0.4167,0.41701,13.002,10.026,5.873,7.066713637,2.750764587,0.308623797,1.130575469,9.5174,4.2916,4.6526,1.338117777,0.4881,0.633,0.7522,0,0,0,0.115496,4.2295,0.72515671,103.2162688,0.0205,0.0094
