steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,holds_old,SV_old,HR/FB,FIP,LOB%,ERA-,CG,ShO
sa738170,641915,Jacob,Newberry,1,1,0,0,0,1,0,NL,COL,NULL,0.2753,R,26,0.1684,0.1176,0.008463,0.45111789,0.32609037,0.22279174,4.69,0.307304,4.577,4.577,5.2722,5.6493,0.7707,0.5382,0.0424,0.7219,0.20188,0.02552,0.1399,0.0387,0.0481,0.04316,1.4346,1.037,0.7085,6.9363,4.8438,0.3483,1.258924408,1.0892,0.5858,0.6277,1.627378557,0.0439,0.053,0,0,0,0,0.13488958,5.1547,0.70626184,129.8720346,0,0
sa738171,642850,Joey,Wagman,1,0.6734736842,0.0695,0.4009519,0.396,0.604,0,AL,OAK,NULL,0.51566,R,25,0.15013277,0.07788447,0.008539,0.43490479,0.36091597,0.20417925,4.5125997,0.3043284772,4.412,4.412,4.8978,5.256,0.6624,0.3436,0.0277,0.73787,0.22034,0.02503,0.1374,0.0377,0.0239,0.04985,1.4548,1.2073,0.683,5.9616,3.0924,0.3393,1.236639261,1.1207,0.5442,0.584,1.464252455,0.0454,0.0612,0.0241,0,0,0,0.11381128,4.7523244,0.7009484,120.6398332,0.0007,0.0003
sa738173,643353,Greg,Harris,1,0.2702631579,0.1553,0.8876706,0.885,0.115,0,AL,TBA,NULL,0.60784,R,22,0.16110906,0.10865643,0.008663,0.4372538,0.36222097,0.20052523,4.885753,0.2919463232,4.469,4.469,4.9104,5.2812,0.72,0.4856,0.012,0.67988,0.19836,0.02279,0.1382,0.0387,0.0241,0.04786,1.3986,1.1586,0.6414,6.48,4.3704,0.3483,1.244049307,1.0393,0.5456,0.5868,1.524868921,0.0487,0.0699,0.0586,0,0,0,0.1193058,5.0768125,0.71294392,120.973465,0.0016,0.0008
sa738176,641646,Joe,Gunkel,10,10,0,0,0,10,0,AL,BAL,NULL,0.67192,R,25,0.1753,0.0442,0.009589,0.43391189,0.35992926,0.20615884,3.72,0.298262,42.319,4.2319,4.30443,4.635,7.4185,1.8705,0.3924,7.07574,2.01805,0.18995,1.4981,0.4058,0.2285,0.48155,14.0597,11.6625,6.68,6.67665,1.68345,0.36522,1.348300708,10.7819,4.7827,5.15,1.265235528,0.489,0.4814,0,0.701,0.701,0,0.12845547,4.2937,0.72149444,106.0318626,0,0
sa738183,641996,Sean,Ratcliffe,1,1,0,0,0,1,0,NL,ATL,NULL,0.17491,R,22,0.1227,0.1829,0.009284,0.4607849,0.33283403,0.20638107,6.37,0.303693,4.946,4.946,6.3495,6.7707,0.6068,0.9045,0.0459,0.7583,0.20976,0.02122,0.1308,0.0459,0.0519,0.04626,1.5381,1.111,0.6889,5.4612,8.1405,0.4131,1.177210731,1.1201,0.7055,0.7523,2.024583092,0.0355,0.0613,0,0,0,0,0.11773285,6.485,0.69842643,156.4095603,0,0
sa738185,643528,Troy,Scott,1,1,0,0,0,1,0,AL,SEA,NULL,0.22507,R,23,0.1194,0.1401,0.009165,0.43616523,0.36212041,0.20171435,5.73,0.295053,4.71,4.71,5.8113,6.2055,0.5624,0.6599,0.0437,0.74189,0.21061,0.02033,0.1477,0.0432,0.0254,0.05113,1.4909,1.2378,0.6895,5.0616,5.9391,0.3888,1.329053633,1.1205,0.6457,0.6895,1.780406064,0.04,0.0569,0,0,0,0,0.11930249,6.0512,0.70142312,143.1617359,0,0
sa738186,624517,Billy,Roth,1,0.8721929825,0.0272,0.1546053,0.155,0.845,0,NL,PIT,NULL,0.32396,R,22,0.12460164,0.16639638,0.009217,0.46012471,0.33210013,0.20777516,6.0762829,0.3060231756,4.864,4.864,6.0561,6.471,0.6061,0.8094,0.0411,0.76984,0.21312,0.02077,0.1239,0.0448,0.0511,0.04633,1.5422,1.1131,0.6964,5.4549,7.2846,0.4032,1.114852101,1.1276,0.6729,0.719,1.936989266,0.0381,0.0625,0.0063,0,0,0,0.11128601,6.1077315,0.69830332,149.1926367,0.0002,0.0001
sa738188,543692,Lee,Ridenhour,1,1,0,0,0,1,0,NL,PHI,NULL,0.29879,R,27,0.177,0.095,0.007703,0.46517349,0.33612371,0.19870279,4.25,0.297138,4.411,4.411,4.5855,4.95,0.7808,0.4191,0.0409,0.69119,0.19417,0.01905,0.1336,0.034,0.0463,0.04377,1.4559,1.052,0.6219,7.0272,3.7719,0.306,1.20198212,1.038,0.5095,0.55,1.457070033,0.0429,0.054,0,0,0,0,0.12695206,4.6809,0.72162688,112.9661552,0,0
sa738189,641876,Corey,Miller,1,1,0,0,0,1,0,AL,OAK,NULL,0.43588,R,25,0.1172,0.1177,0.008543,0.434912,0.36091,0.20417799,5.41,0.305078,4.651,4.651,5.7717,6.1578,0.5451,0.5474,0.0431,0.7776,0.22675,0.02512,0.1444,0.0397,0.0251,0.05208,1.5198,1.2612,0.7135,4.9059,4.9266,0.3573,1.299786352,1.1739,0.6413,0.6842,1.721291493,0.0395,0.0574,0,0,0,0,0.11451055,5.6956,0.69078122,142.1837912,0,0
sa738196,643315,Brandon,Fry,1,0.8961052632,0.0221,0.1254006,0.126,0.874,0,NL,SDN,NULL,0.23601,L,24,0.14710421,0.14584311,0.008731,0.4623442,0.33425543,0.20340037,5.4225721,0.298328081,4.681,4.681,5.2164,5.616,0.6885,0.6827,0.0403,0.72209,0.19555,0.0212,0.1217,0.0408,0.0492,0.04476,1.4875,1.0754,0.6544,6.1965,6.1443,0.3672,1.095192685,1.0605,0.5796,0.624,1.743234508,0.0386,0.0613,0.0073,0,0,0,0.11315611,5.5224866,0.7188791,128.501444,0.0002,0.0001
sa738197,643451,Junior,Mendez,1,0.1812105263,0.1742,0.9930586,0.993,0.007,0,AL,OAK,NULL,0.46444,R,24,0.11266035,0.10048403,0.011289,0.43491116,0.36091009,0.20417875,5.416321,0.3051953322,4.61,4.61,5.8671,6.2541,0.5193,0.4632,0.0087,0.77626,0.23967,0.02812,0.1543,0.0521,0.0249,0.05291,1.5445,1.2817,0.7251,4.6737,4.1688,0.4689,1.388952424,1.1984,0.6519,0.6949,1.661589514,0.0404,0.0806,0.0489,0,0,0,0.12040887,5.6605892,0.68026772,144.538539,0.0013,0.0006
sa738200,642123,Michael,Swanner,1,1,0,0,0,1,0,NL,ATL,NULL,0.2203,R,24,0.1428,0.1545,0.008908,0.4607623,0.33285139,0.20638632,5.6,0.303231,4.755,4.755,5.6439,6.0471,0.679,0.7347,0.0441,0.73765,0.20406,0.02065,0.1254,0.0424,0.0499,0.04504,1.4978,1.082,0.6709,6.111,6.6123,0.3816,1.128175082,1.0877,0.6271,0.6719,1.822417919,0.0381,0.0588,0,0,0,0,0.11585285,5.7499,0.70615104,139.0257936,0,0
sa738201,643240,Ryan,Butler,1,0.2603684211,0.1574,0.8981794,0.897,0.103,0,NL,SDN,NULL,0.32522,R,25,0.16210189,0.09467674,0.00886,0.46234888,0.33424496,0.20340616,4.6101079,0.2988886115,4.449,4.449,4.8078,5.184,0.7211,0.4212,0.02,0.70904,0.20441,0.02325,0.1328,0.0394,0.0468,0.04474,1.4877,1.0755,0.6545,6.4899,3.7908,0.3546,1.195321648,1.0695,0.5342,0.576,1.490725627,0.0451,0.0737,0.0617,0,0,0,0.12349002,4.8132126,0.7098163,118.4342256,0.0018,0.0008
sa738202,643605,Matthew,Whitehouse,1,0.8326140351,0.0356,0.2054176,0.203,0.797,0,AL,CLE,NULL,0.3705,L,26,0.17631151,0.10549187,0.008482,0.43389939,0.35991669,0.20618392,4.5150339,0.2948015143,4.43,4.43,4.5405,4.8978,0.7811,0.4673,0.0343,0.67049,0.20211,0.01651,0.1282,0.0376,0.0239,0.04641,1.3542,1.1233,0.6435,7.0299,4.2057,0.3384,1.153915099,1.0173,0.5045,0.5442,1.484626801,0.0493,0.0528,0.0136,0,0,0,0.1141394,4.7662832,0.72838739,111.8516654,0.0004,0.0002
sa738207,641883,M.T.,Minacci,1,1,0,0,0,1,0,NL,CHN,NULL,0.19742,R,22,0.116,0.17,0.009972,0.46201895,0.33401421,0.20396684,6.22,0.294584,4.871,4.871,6.1875,6.606,0.565,0.8281,0.0452,0.74038,0.20511,0.02287,0.142,0.0486,0.0511,0.04696,1.5607,1.1283,0.689,5.085,7.4529,0.4374,1.27828897,1.1104,0.6875,0.734,1.938498034,0.0402,0.0567,0,0,0,0,0.12588151,6.4935,0.70073864,152.4238816,0,0
sa738213,642100,Gabe,Speier,1,1,0,0,0,1,0,NL,ARI,NULL,0.37036,R,22,0.1737,0.0962,0.009612,0.46271972,0.33479282,0.20248747,4.31,0.300612,4.437,4.437,4.6809,5.0463,0.7706,0.4268,0.0411,0.69397,0.20389,0.02499,0.1266,0.0426,0.0466,0.0439,1.4584,1.0552,0.6382,6.9354,3.8412,0.3834,1.139243214,1.0494,0.5201,0.5607,1.476233319,0.0438,0.0532,0,0,0,0,0.11996075,4.6596,0.7141627,115.298935,0,0
sa738219,643294,Andrew,Edwards,10,10,0,0,0,10,0,AL,KCA,NULL,0.48878,R,25,0.1841,0.1149,0.010735,0.43322968,0.35918971,0.20758062,4.51,0.294977,44.583,4.4583,4.59027,4.94721,8.2078,5.1226,0.4134,6.56054,1.93722,0.22871,1.1907,0.4786,0.2407,0.45296,13.221,10.9615,6.3348,7.38702,4.61034,0.43074,1.071598938,9.9171,5.1003,5.4969,1.503972825,0.4472,0.5226,0,0.7281,0.7281,0,0.1086225,4.7337,0.72349587,113.0745421,0,0
sa738220,642098,Glenn,Sparkman,10,10,0,0,0,10,0,AL,TOR,NULL,0.45698,R,25,0.2118,0.0695,0.008056,0.43319114,0.3591588,0.20765005,3.58,0.294934,42.301,4.2301,4.02174,4.34511,8.9594,2.9399,0.3923,6.25812,2.01928,0.21079,1.2812,0.3408,0.2284,0.44247,12.9175,10.7099,6.192,8.06346,2.64591,0.30672,1.153053191,9.7694,4.4686,4.8279,1.270925306,0.5002,0.4703,0,0.736,0.736,0,0.11962485,4.0049,0.73044155,99.07047323,0,0
sa738221,643196,Sam,Alvis,1,0.9398070175,0.0128,0.0732124,0.073,0.927,0,NL,MIA,NULL,0.32283,L,25,0.15451612,0.15491413,0.007865,0.46112064,0.33307922,0.20580014,5.4712316,0.2983469433,4.685,4.685,5.0274,5.427,0.7238,0.7257,0.0417,0.7055,0.19361,0.02377,0.1048,0.0368,0.0492,0.04367,1.4517,1.0486,0.6479,6.5142,6.5313,0.3312,0.9429113469,1.0277,0.5586,0.603,1.753355136,0.0427,0.0561,0.0043,0,0,0,0.09991219,5.3489039,0.72234229,123.8436537,0.0001,0.0001
sa738222,641813,Jonathan,Maciel,1,1,0,0,0,1,0,FA,FA,NULL,0.5392,R,24,0.1423,0.0749,0.008996,0.44801114,0.34699745,0.2049914,4.45,0.299188,4.405,4.405,4.8159,5.1813,0.6269,0.33,0.0409,0.74356,0.21137,0.02267,0.1413,0.0396,0.035,0.0485,1.5115,1.1707,0.6916,5.6421,2.97,0.3564,1.271641361,1.1189,0.5351,0.5757,1.448901847,0.0442,0.0528,0,0,0,0,0.12069145,4.8388,0.70721952,118.6392195,0,0
sa738228,642004,Reed,Reilly,1,0.2504736842,0.1595,0.9088126,0.909,0.091,0,AL,BOS,NULL,0.35074,R,25,0.09888697,0.0903675,0.008631,0.42790506,0.35590616,0.21618878,5.4562913,0.3014483664,4.573,4.573,5.9094,6.2982,0.4522,0.4132,0.0115,0.7656,0.26427,0.02658,0.1637,0.0395,0.0247,0.05354,1.5595,1.2971,0.7879,4.0698,3.7188,0.3555,1.472863179,1.2201,0.6566,0.6998,1.633309698,0.0463,0.0728,0.0436,0,0,0,0.12616719,5.7281485,0.67397055,145.5769118,0.0012,0.0005
sa738235,595892,Sam,Bragg,1,0.9125964912,0.0186,0.1080219,0.106,0.894,0,AL,OAK,NULL,0.5005,R,24,0.19079485,0.09493209,0.008824,0.43493117,0.36092942,0.20413941,4.1734549,0.3033763788,4.388,4.388,4.4766,4.8231,0.8373,0.4166,0.0372,0.68065,0.1998,0.0223,0.1203,0.0387,0.0237,0.04582,1.3365,1.1091,0.6273,7.5357,3.7494,0.3483,1.082887818,1.0231,0.4974,0.5359,1.439669536,0.046,0.0536,0.0068,0,0,0,0.10848514,4.4025068,0.71948616,110.2828968,0.0002,0.0001
sa738242,643441,Brett,Mckinney,1,1,0,0,0,1,0,NL,PIT,NULL,0.48181,R,26,0.1839,0.1008,0.009498,0.46013106,0.33208979,0.20777915,4.25,0.304654,4.435,4.435,4.41,4.7727,0.8155,0.447,0.0411,0.70789,0.19406,0.01884,0.1075,0.0421,0.0466,0.0426,1.4184,1.0237,0.6405,7.3395,4.023,0.3789,0.9678417228,1.0283,0.49,0.5303,1.475324112,0.0456,0.0514,0,0,0,0,0.10504832,4.3813,0.72217798,108.6380728,0,0
sa738247,643394,Sebastian,Kessay,1,0.3213859649,0.1444,0.8225532,0.823,0.177,0,AL,HOU,NULL,0.2592,L,24,0.1460443,0.14833119,0.009008,0.4361106,0.36209126,0.20179814,5.6809617,0.2964337712,4.7,4.7,5.7159,6.1074,0.6863,0.6971,0.0148,0.68877,0.21509,0.02282,0.1478,0.0423,0.0254,0.04859,1.4164,1.176,0.6554,6.1767,6.2739,0.3807,1.330421861,1.0745,0.6351,0.6786,1.771609772,0.0458,0.0713,0.0419,0,0,0,0.12570123,5.9143441,0.70649744,140.7958858,0.0011,0.0005
sa738252,643375,Tyler,Ihrig,1,0.6701754386,0.0702,0.4038108,0.4,0.6,0,NL,CHN,NULL,0.41115,L,25,0.17205101,0.08534038,0.008028,0.46200425,0.33402023,0.20397553,4.262096,0.2924112877,4.356,4.356,4.2678,4.6323,0.7495,0.3718,0.0311,0.68442,0.19393,0.02071,0.1255,0.035,0.0458,0.04382,1.4573,1.0536,0.6434,6.7455,3.3462,0.315,1.129474748,1.0246,0.4742,0.5147,1.396355399,0.0535,0.0533,0.0296,0,0,0,0.11911275,4.49984,0.73001919,105.1268327,0.0009,0.0004
sa738253,592544,Jerad,Mccrummen,1,1,0,0,0,1,0,NL,COL,NULL,0.26852,R,26,0.1272,0.1331,0.008939,0.45112254,0.32609331,0.22278414,5.45,0.308258,4.751,4.751,6.1326,6.5331,0.6043,0.6323,0.0441,0.77734,0.21737,0.02747,0.1556,0.0425,0.0499,0.0464,1.5432,1.1155,0.7621,5.4387,5.6907,0.3825,1.400047078,1.1777,0.6814,0.7259,1.810041858,0.0405,0.0564,0,0,0,0,0.13945386,5.9851,0.68918012,151.0739732,0,0
sa738255,641850,Kevin,Mcgowan,1,0.7229473684,0.0589,0.3411712,0.336,0.664,0,NL,NYN,NULL,0.58452,R,25,0.17193075,0.09182467,0.008465,0.46313931,0.33512014,0.20174056,4.3385847,0.3012882701,4.423,4.423,4.6557,5.0229,0.7605,0.4062,0.033,0.70999,0.20079,0.02,0.1297,0.0375,0.0464,0.04422,1.4688,1.0628,0.6398,6.8445,3.6558,0.3375,1.16692551,1.0604,0.5173,0.5581,1.46663134,0.0455,0.0597,0.0216,0,0,0,0.12199698,4.6426544,0.71527633,114.6903332,0.0006,0.0003
sa738264,641419,Gaither,Bumgardner,1,1,0,0,0,1,0,AL,LAA,NULL,0.22571,R,26,0.1291,0.152,0.009367,0.43808693,0.36305081,0.19886227,5.79,0.292068,4.719,4.719,5.6268,6.0219,0.6092,0.7173,0.0438,0.71802,0.19998,0.02022,0.1361,0.0442,0.0255,0.04983,1.4555,1.2062,0.6607,5.4828,6.4557,0.3978,1.224871157,1.0743,0.6252,0.6691,1.791615902,0.041,0.0559,0,0,0,0,0.11283104,5.9824,0.70912892,138.6070264,0,0
sa738275,641694,Henry,Hirsch,1,1,0,0,0,1,0,NL,PIT,NULL,0.49674,R,24,0.1718,0.1054,0.010707,0.46012972,0.33209335,0.20777693,4.46,0.304934,4.484,4.484,4.6269,4.9977,0.7704,0.4726,0.0416,0.72261,0.19809,0.01923,0.1108,0.048,0.0471,0.04347,1.4472,1.0445,0.6535,6.9336,4.2534,0.432,0.9974843747,1.0508,0.5141,0.5553,1.523362842,0.0445,0.0525,0,0,0,0,0.10610971,4.6088,0.71745787,113.9859766,0,0
sa738281,643586,MJ,Villegas,1,0.5151578947,0.1032,0.5813665,0.588,0.412,0,NL,LAN,NULL,0.15965,R,22,0.10640969,0.15451503,0.009087,0.46496504,0.33599033,0.19904463,6.2030311,0.2965899376,4.83,4.83,6.2712,6.6915,0.5139,0.7462,0.0298,0.76089,0.22036,0.01923,0.1523,0.0439,0.0507,0.04857,1.6158,1.1676,0.6917,4.6251,6.7158,0.3951,1.370588376,1.1528,0.6968,0.7435,1.898968571,0.0381,0.073,0.0247,0,0,0,0.13042788,6.4692312,0.69341053,154.4938037,0.0007,0.0003
sa738283,643410,Mark,Leiter,1,0.2298596491,0.1639,0.9356243,0.934,0.066,0,NL,PHI,NULL,0.61757,R,26,0.17971753,0.07922706,0.010765,0.4651807,0.33612482,0.19869448,4.2030057,0.2970848694,4.365,4.365,4.5837,4.9473,0.7844,0.3458,0.0188,0.68152,0.20288,0.02078,0.1407,0.047,0.0458,0.04392,1.4609,1.0556,0.624,7.0596,3.1122,0.423,1.26630086,1.0459,0.5093,0.5497,1.391681926,0.0506,0.0693,0.0684,0,0,0,0.13328922,4.5857318,0.71593835,112.9280179,0.002,0.0009
sa738285,641302,Tyler,Alexander,1,0.1820350877,0.174,0.9921821,0.992,0.008,0,AL,DET,NULL,0.48213,L,22,0.14193845,0.06347498,0.008438,0.43717038,0.36215786,0.20067175,4.5551529,0.2978525633,4.349,4.349,4.7376,5.0985,0.6173,0.2761,0.0082,0.72465,0.22268,0.02737,0.1466,0.0367,0.0235,0.05074,1.4838,1.2292,0.6811,5.5557,2.4849,0.3303,1.319271672,1.1213,0.5264,0.5665,1.397385805,0.0569,0.0646,0.0705,0,0,0,0.11925296,4.7563752,0.70600535,116.7013619,0.002,0.0009
sa738289,592233,Stefan,Crichton,1,0.7823157895,0.0463,0.2678652,0.264,0.736,0,AL,BAL,NULL,0.49054,R,25,0.15048013,0.08586431,0.009931,0.43392375,0.35992195,0.20615431,4.5807191,0.2988355315,4.45,4.45,5.1336,5.4945,0.6698,0.3821,0.0324,0.72462,0.21006,0.01994,0.1599,0.0442,0.024,0.04952,1.4454,1.1989,0.6867,6.0282,3.4389,0.3978,1.43950482,1.1146,0.5704,0.6105,1.496675236,0.0464,0.057,0.0142,0,0,0,0.13340978,5.1655608,0.70646087,126.4652795,0.0004,0.0002
sa738291,643490,Luis,Pollorena,1,1,0,0,0,1,0,FA,FA,NULL,0.18297,L,26,0.1271,0.1556,0.008426,0.44801292,0.34699919,0.20498789,5.85,0.298624,4.771,4.771,5.7276,6.1308,0.6064,0.7424,0.0442,0.74075,0.2073,0.02204,0.1335,0.0402,0.0379,0.04812,1.4982,1.1604,0.6855,5.4576,6.6816,0.3618,1.201416812,1.1036,0.6364,0.6812,1.845982511,0.0402,0.0567,0,0,0,0,0.11503857,6.0174,0.70910712,141.0802164,0,0
sa738296,641989,Austin,Pritcher,1,0.3131403509,0.1461,0.8303158,0.833,0.167,0,AL,DET,NULL,0.20293,R,26,0.08780952,0.12500568,0.009069,0.43718826,0.3621794,0.20063234,6.0918779,0.2999975333,4.75,4.75,6.5142,6.9183,0.4171,0.5938,0.0147,0.79305,0.23092,0.03329,0.1719,0.0431,0.0257,0.05485,1.604,1.3288,0.7361,3.7539,5.3442,0.3879,1.547123075,1.2292,0.7238,0.7687,1.822963789,0.0376,0.0795,0.0306,0,0,0,0.12936677,6.4582475,0.67513452,160.4747777,0.0009,0.0004
sa738301,642231,Jimmy,Yacabonis,1,1,0,0,0,1,0,AL,BAL,NULL,0.48501,R,25,0.1718,0.1204,0.01069,0.43390704,0.35994019,0.20615277,4.74,0.298327,4.543,4.543,5.1426,5.508,0.7806,0.547,0.0421,0.68708,0.1959,0.01841,0.1458,0.0486,0.0245,0.04675,1.3639,1.1314,0.648,7.0254,4.923,0.4374,1.311864205,1.0472,0.5714,0.612,1.59415152,0.0447,0.0522,0,0,0,0,0.12883391,5.2675,0.71645455,126.6894037,0,0
sa738304,642838,Trevor,Foss,1,0.1754385965,0.1754,1,1,0,0,AL,CLE,NULL,0.45573,R,27,0.1194,0.0922,0.008542,0.43388418,0.35990524,0.20621058,5.22,0.297019,4.523,4.523,5.571,5.9526,0.54,0.417,0.0083,0.74229,0.23575,0.02064,0.1648,0.0386,0.0244,0.05206,1.5202,1.261,0.7225,4.86,3.753,0.3474,1.483542431,1.1635,0.619,0.6614,1.580516906,0.0484,0.073,0.0551,0,0,0,0.1307201,5.5767,0.68982698,137.2300212,0.0015,0.0007
sa738306,643350,Andrew,Hanse,1,1,0,0,0,1,0,AL,TBA,NULL,0.23241,R,26,0.113,0.127,0.008565,0.43728002,0.36221222,0.20050776,5.61,0.293051,4.649,4.649,5.6331,6.0246,0.5253,0.5904,0.0431,0.74983,0.2076,0.02317,0.1472,0.0398,0.0251,0.05185,1.5157,1.2555,0.695,4.7277,5.3136,0.3582,1.325166645,1.1278,0.6259,0.6694,1.718241561,0.0395,0.0574,0,0,0,0,0.11727657,5.9011,0.70148746,138.7597533,0,0
sa738307,643395,Josh,Kimborowicz,1,0.2504736842,0.1595,0.9090909,0.909,0.091,0,NL,LAN,NULL,0.30072,R,25,0.14189091,0.10145455,0.008955,0.46497428,0.33597016,0.19905555,4.9518182,0.2957736765,4.51,4.51,5.13,5.5179,0.6399,0.4575,0.02,0.72249,0.21324,0.01889,0.1443,0.0404,0.0474,0.04645,1.5459,1.117,0.6618,5.7591,4.1175,0.3636,1.299141055,1.099,0.57,0.6131,1.556471595,0.0495,0.0698,0.0572,0,0,0,0.12922919,5.2374021,0.70532234,126.3613735,0.0016,0.0007
sa738309,643502,Dylan,Rheault,1,0.901877193,0.0209,0.119437,0.119,0.881,0,AL,BAL,NULL,0.37778,R,25,0.10064123,0.14453701,0.010429,0.43391682,0.35992158,0.2061616,6.0834424,0.2999790742,4.831,4.831,6.6429,7.0452,0.4862,0.6982,0.0405,0.7804,0.22414,0.02115,0.1766,0.0504,0.0261,0.05307,1.5493,1.2851,0.7361,4.3758,6.2838,0.4536,1.589640773,1.2023,0.7381,0.7828,1.900508145,0.0384,0.0614,0.0032,0,0,0,0.13744203,6.7165146,0.68565808,163.6239713,0.0001,0.0001
sa738312,641877,Ethan,Miller,1,0.1754385965,0.1754,1,1,0,0,NL,SFN,NULL,0.22313,R,26,0.1082,0.1087,0.008503,0.46427246,0.33520797,0.20051957,5.51,0.296818,4.587,4.587,5.3658,5.7717,0.4963,0.4986,0.0182,0.76603,0.22142,0.02913,0.1283,0.039,0.0482,0.0488,1.6263,1.1742,0.7024,4.4667,4.4874,0.351,1.154392817,1.1448,0.5962,0.6413,1.643447493,0.0444,0.0768,0.059,0,0,0,0.10923682,5.4347,0.69277039,132.1875711,0.0016,0.0007
sa738313,641483,Cale,Coshow,1,0.4846491228,0.1096,0.6304492,0.625,0.375,0,AL,NYA,NULL,0.5366,R,24,0.15482998,0.10503052,0.009955,0.43580978,0.36185215,0.20233807,4.862401,0.2977331651,4.519,4.519,5.3415,5.7105,0.6996,0.4746,0.0207,0.70818,0.20614,0.02,0.1611,0.045,0.0244,0.04896,1.4278,1.1855,0.6629,6.2964,4.2714,0.405,1.449879914,1.0954,0.5935,0.6345,1.570014204,0.0462,0.066,0.0338,0,0,0,0.13589015,5.400875,0.70567125,131.5778953,0.0009,0.0004
sa738314,643593,Andrew,Waszak,1,0.3914736842,0.1295,0.7407901,0.738,0.262,0,NL,ATL,NULL,0.40369,R,26,0.15329498,0.10067776,0.009204,0.46078192,0.33283445,0.20638363,4.7726187,0.3030057421,4.506,4.506,5.0085,5.391,0.6907,0.4536,0.024,0.73192,0.21235,0.02206,0.1305,0.0414,0.0473,0.04533,1.5086,1.0897,0.6757,6.2163,4.0824,0.3726,1.174906095,1.0969,0.5565,0.599,1.55047612,0.0442,0.0707,0.0466,0,0,0,0.11979914,4.9476454,0.70461074,123.3961246,0.0013,0.0006
sa738317,642160,J.D.,Underwood,1,1,0,0,0,1,0,NL,LAN,NULL,0.30814,R,24,0.1494,0.123,0.008357,0.46496344,0.33598692,0.19904965,5,0.295587,4.572,4.572,5.0832,5.472,0.6831,0.5624,0.0424,0.7159,0.20001,0.01699,0.1326,0.0382,0.048,0.0453,1.5069,1.0889,0.6451,6.1479,5.0616,0.3438,1.193411293,1.0655,0.5648,0.608,1.627909773,0.0432,0.0537,0,0,0,0,0.12177542,5.3064,0.71471302,125.2237184,0,0
sa738318,641855,Ian,Mckinney,1,0.1820350877,0.174,0.9922066,0.992,0.008,0,NL,SLN,NULL,0.54739,L,22,0.1496299,0.10065402,0.009102,0.46139291,0.33330281,0.20530428,4.8650122,0.3000757413,4.491,4.491,4.8114,5.1966,0.6721,0.4521,0.0179,0.72352,0.21772,0.01979,0.1239,0.0409,0.0472,0.04541,1.5118,1.0921,0.6727,6.0489,4.0689,0.3681,1.115518603,1.085,0.5346,0.5774,1.537070974,0.0527,0.0686,0.0691,0,0,0,0.11349374,4.89308,0.71243115,118.5258272,0.002,0.0009
sa738327,641851,Kyle,Mcgowin,1,0.1754385965,0.1754,1,1,0,0,AL,LAA,NULL,0.66424,R,25,0.1658,0.0875,0.008342,0.43807053,0.36304239,0.19888708,4.56,0.291235,4.365,4.365,4.5576,4.9176,0.7237,0.3819,0.008,0.67814,0.2003,0.02114,0.134,0.0364,0.0236,0.04797,1.4013,1.1613,0.6362,6.5133,3.4371,0.3276,1.206006092,1.0336,0.5064,0.5464,1.41548467,0.0569,0.0648,0.0747,0,0,0,0.11538851,4.6965,0.71620369,112.261641,0.0022,0.001
sa738330,615701,Travis,Seabrooke,1,0.1754385965,0.1754,1,1,0,0,AL,BAL,NULL,0.33505,L,21,0.0808,0.1227,0.009416,0.43392425,0.35992479,0.20615095,6.19,0.299547,4.762,4.762,6.5115,6.9183,0.3848,0.5843,0.0087,0.80358,0.2448,0.02091,0.1783,0.0448,0.0257,0.05532,1.6155,1.34,0.7675,3.4632,5.2587,0.4032,1.604859218,1.2476,0.7235,0.7687,1.83191147,0.0387,0.0824,0.0369,0,0,0,0.1330729,6.5828,0.68098712,160.410019,0.0011,0.0005
sa738332,643462,Will,Morris,1,0.3139649123,0.146,0.8345679,0.832,0.168,0,NL,PHI,NULL,0.51973,R,24,0.13325309,0.07608938,0.010937,0.46516992,0.33612636,0.19870373,4.7057037,0.2981650593,4.455,4.455,5.175,5.5566,0.5936,0.339,0.0215,0.74539,0.22055,0.02249,0.1582,0.0488,0.0467,0.04785,1.5933,1.1513,0.6806,5.3424,3.051,0.4392,1.424209555,1.1467,0.575,0.6174,1.485654622,0.0435,0.0737,0.0506,0,0,0,0.13744941,5.180372,0.6984896,127.4847067,0.0014,0.0006
sa738333,643499,Chris,Razo,1,1,0,0,0,1,0,NL,MIL,NULL,0.18943,R,27,0.1472,0.1411,0.009345,0.45906307,0.33104715,0.20988977,5.32,0.305712,4.721,4.721,5.805,6.201,0.695,0.6662,0.0438,0.73884,0.20768,0.02274,0.1456,0.0441,0.0496,0.045,1.4993,1.0812,0.6855,6.255,5.9958,0.3969,1.310742665,1.1149,0.645,0.689,1.781092756,0.0381,0.0587,0,0,0,0,0.1347004,5.7812,0.70079143,142.994229,0,0
