role,pn,split,Throws,steamerid,mlbamid,firstname,lastname,start_percent,percentL,TBF,SH,SF,HBP,BB,IBB,AB,SO,1b,2b,3B,HR,AVG,OBP,SLG,wOBA,BABIP,SH/PA,SF/PA,HBP/PA,BB/PA,IBB/PA,AB/PA,SO/PA,1B/PA,2B/PA,3B/PA,HR/PA
RP,0,vL,L,10343,571901,Aaron,Loup,0,0.4321194459,73.39608423,0.5282895485,0.5812235911,1.401727356,4.165450616,0.01181147396,66.71939312,17.01706633,10.88475678,2.362022684,0.3112364071,1.227424172,0.2216063329,0.2793088237,0.3031320122,0.265357,0.2734330065,0.007197789283,0.007919,0.01909812179,0.05675303606,0.000160927849,0.9090320529,0.2318525097,0.1483016008,0.03218186241,0.004240504249,0.01672329232
RP,0,vL,L,10066,571871,Ian,Krol,0,0.4822374323,112.5288875,1.366002386,0.8966301753,1.560011811,8.301839188,0.1013287071,100.4044039,31.85054812,16.29043571,3.628839941,0.4640301155,1.819090904,0.2211297095,0.2884438241,0.3027504518,0.270074,0.2954213712,0.01213912638,0.007968,0.01386321189,0.07377518231,0.0009004683991,0.8922544794,0.2830433041,0.1447667001,0.03224807446,0.004123653277,0.01616554597
RP,0,vL,L,2141,429780,Chris,Narveson,0,0.4044839784,34.82427709,0.2537045156,0.4030213588,0.4634050419,2.318276423,0,31.38586975,7.040645139,5.206161741,1.436199583,0.1558103528,0.9781125532,0.2477638597,0.3054032637,0.3657801971,0.303905,0.282976088,0.007285277306,0.011573,0.01330695367,0.0665706977,0,0.9012640713,0.2021763473,0.1494980564,0.04124133228,0.004474187717,0.02808708852
RP,0,vL,L,3240,502154,Zach,Britton,0,0.3371106028,89.32812548,0.6698329439,0.4087655022,1.180513296,5.003195988,0,82.06581775,28.5451573,13.37999646,1.914206577,0.2300218941,0.8020077506,0.1989407177,0.2538955051,0.2474172452,0.230214,0.2885691109,0.007498567111,0.004576,0.0132154715,0.0560091904,0,0.918700771,0.3195539719,0.1497848118,0.0214289348,0.002575022065,0.008978222103
RP,0,vL,R,3281,501925,Joe,Smith,0,0.4250436156,82.16049271,0.4923942102,0.6932702375,0.8149143401,7.842853463,1.302623638,72.31706046,14.53135703,12.91409543,4.472545903,0.5676131783,2.576142846,0.2838942461,0.3573998378,0.432684281,0.349427,0.3183647995,0.005993077621,0.008438,0.00991856686,0.09545772188,0.01585462301,0.8801926336,0.176865505,0.1571813289,0.05443669769,0.006908590243,0.03135500727
RP,0,vL,L,10855,592741,Chasen,Shreve,0,0.408376972,43.85491537,0.3189547346,0.4310499632,0.6192035663,3.781413064,0,38.70429405,11.18032954,6.362206883,1.544238693,0.1870495236,1.143434971,0.2386538832,0.3132478645,0.3473035249,0.302299,0.2983168348,0.007272952915,0.009829,0.01411936521,0.08622552413,0,0.8825531578,0.254939029,0.1450739747,0.03521244265,0.004265189477,0.0260731314
RP,0,vL,L,10976,594951,Ryan,O'Rourke,0,0.4384949199,28.44906487,0.2041961755,0.2918020584,0.3765109685,2.271599603,0.0066170434,25.30495607,7.743250872,3.920353199,0.9613567092,0.1354128488,0.6181773524,0.2226955105,0.2932713467,0.3202470378,0.280851,0.2876868749,0.007177605886,0.010257,0.01323456395,0.07984795329,0.0002325926504,0.8894828769,0.2721794515,0.1378025329,0.03379220771,0.004759834795,0.02172926791
RP,0,vL,L,11753,594986,Kyle,Ryan,0,0.4118692894,80.26902564,0.5829053949,0.7531642676,1.02308054,4.622754566,0,73.28712087,14.88365094,13.83913029,3.07104121,0.5274494374,1.7597421,0.2619472946,0.3117631787,0.3662688205,0.304575,0.300753395,0.00726189698,0.009383,0.01274564544,0.05759076466,0,0.9130186929,0.1854220955,0.172409347,0.03825935577,0.006571020804,0.02192305296
RP,0,vL,L,12027,543169,Brian,Flynn,0,0.4128101589,35.29800418,0.2562253316,0.312281443,0.4779900752,2.554943275,0,31.69656406,8.115346687,5.324211047,1.187014074,0.1753968518,0.6647188203,0.2319286336,0.2963398116,0.3223878207,0.281767,0.2847187761,0.007258918386,0.008847,0.01354156095,0.07238208884,0,0.8979704318,0.2299095055,0.1508360365,0.03362836233,0.004969030285,0.0188316262
RP,0,vL,L,11240,502087,Kevin,Chapman,0,0.5442867829,82.79025381,0.9887384443,0.7302100386,1.169172221,7.390762365,0.1540763418,72.51137074,21.7786119,11.78687457,2.65771596,0.3385272656,1.460173373,0.2240102622,0.3032123017,0.3102742119,0.281291,0.2899131807,0.01194269131,0.00882,0.01412209973,0.08927092291,0.001861044443,0.8758442861,0.2630576777,0.1423703157,0.03210179746,0.00408897485,0.01763702014
RP,0,vL,L,10591,518397,Scott,Alexander,0,0.4334853363,103.4795725,0.7443766997,0.9094819623,1.477164021,6.707951031,0.01738937507,93.64059874,19.95456456,16.84183489,3.360332722,0.4978830492,1.690640115,0.2391130671,0.2976176334,0.3217415334,0.280737,0.2810626027,0.007193465164,0.008789,0.01427493356,0.06482391521,0.0001680464527,0.9049186861,0.1928357847,0.162755165,0.03247339201,0.00481141386,0.01633791168
RP,0,vL,L,1581,448281,Sean,Doolittle,0,0.3911826736,104.3796132,0.7648297599,1.280633475,1.340482999,5.307839819,0,95.68582718,31.51309407,13.30968503,4.134780027,0.5727212629,2.60865779,0.2155579851,0.2632265977,0.325266376,0.266473,0.2832466126,0.007327386414,0.012269,0.01284238327,0.05085130759,0,0.9167099227,0.3019085154,0.1275123046,0.03961290811,0.005486907311,0.02499202391
RP,0,vL,L,10021,501985,Mike,Minor,0,0.4710335864,49.54076424,0.3504808616,0.6048927314,0.6040203018,2.684607459,0.0361498857,45.29676289,11.90695914,7.369285189,2.106918056,0.3136699129,1.333956216,0.2455766961,0.2929939847,0.3648384263,0.295655,0.2965619817,0.007074595375,0.01221,0.01219238966,0.05418986768,0.0007296997987,0.9143331473,0.2403466987,0.1487519481,0.04252897767,0.006331551757,0.02692643597
RP,0,vL,L,10233,547973,Aroldis,Chapman,0,0.3130822788,81.43396607,0.6168326253,0.6377093883,1.295408772,7.032713852,0,71.85130143,36.99454901,7.479595125,1.931687458,0.2354671305,1.219514656,0.1512326729,0.2375039323,0.2186169922,0.21761,0.2764762868,0.007574635684,0.007831,0.01590747491,0.08636093993,0,0.8823259495,0.4542889263,0.091848592,0.02372090605,0.00289151004,0.01497550365
RP,0,vL,R,13442,573046,Mike,Morin,0,0.4264192877,98.54227237,0.5904316528,1.092833801,0.7749525964,8.742948585,1.561020504,87.34110574,19.87680155,14.37852394,4.07780595,0.5030594511,2.680446215,0.2477623265,0.3180924065,0.3673488281,0.305017,0.2852446196,0.005991658591,0.01109,0.007864164056,0.08872282295,0.0158411255,0.8863313544,0.2017083741,0.1459122425,0.04138128594,0.005105011677,0.02720097832
RP,0,vL,R,2873,433586,Santiago,Casilla,0,0.3795541983,90.2138328,0.5448916182,0.8610008202,0.7786913601,9.107902783,1.49582531,78.92134622,20.54577635,13.1162628,4.161984316,0.5524037567,2.462623941,0.2571329023,0.3365699266,0.386274639,0.321363,0.3110783711,0.006040000755,0.009544,0.008631618189,0.1009590492,0.01658088636,0.8748253319,0.2277452993,0.1453908163,0.04613465793,0.006123271117,0.02729763124
RP,0,vL,R,10234,457768,Bryan,Morris,0,0.4034781347,17.68865123,0.1966150683,0.1322580453,0.144041801,1.912643051,0.2829657542,15.30309327,2.84506723,2.977529187,0.7426230541,0.1111892109,0.3655631383,0.2742520428,0.3575106627,0.3850876577,0.329921,0.3084484187,0.01111532279,0.007477,0.008143176045,0.1081282584,0.01599702264,0.8651362428,0.1608413888,0.1683299166,0.04198302314,0.006285906679,0.02066653548
RP,0,vL,L,2047,407822,Jorge,de la Rosa,0,0.4474952167,85.25522757,1.044300904,0.719298355,1.25697429,5.646411894,0.03132200401,76.58824212,23.88137438,12.62462534,2.873756728,0.4404309429,1.57498367,0.2286747443,0.2899526681,0.3188267802,0.276843,0.3013265407,0.01224911286,0.008437,0.01474366236,0.06622950939,0.0003673910082,0.8983407154,0.280116247,0.1480803665,0.03370768937,0.005166028589,0.01847374894
RP,0,vL,R,1157,488984,Tommy,Hunter,0,0.4414758554,65.36233053,0.3906136194,0.6749967874,0.430903448,4.518317224,0.9777342759,59.34749945,11.62299554,10.57369033,2.834933138,0.3834653303,1.956083238,0.265355275,0.3185600396,0.3919660058,0.314171,0.2944886118,0.005976127477,0.010327,0.006592534943,0.06912723563,0.01495868137,0.9079771019,0.1778240684,0.1617703997,0.04337258348,0.005866763427,0.02992676703
RP,0,vL,R,10968,534947,Tim,Adleman,0,0.4226375376,36.23125054,0.4020059973,0.4307533377,0.260874978,2.657861437,0.5176989921,32.47975479,7.273978628,5.372642778,1.601098336,0.1970075974,1.345588469,0.2622044789,0.3191547503,0.4064879102,0.322647,0.2903966344,0.01109555953,0.011889,0.007200275291,0.07335825835,0.01428874202,0.8964569068,0.2007653205,0.1482875335,0.04419108676,0.005437504762,0.03713889111
RP,0,vL,R,11479,571951,Bryan,Mitchell,0,0.428832955,18.54813819,0.1110879315,0.1674525916,0.1110750706,1.987601122,0.2586301869,16.17092148,4.162463891,2.762423813,0.7111849991,0.08273796898,0.4771585005,0.2494295261,0.3326010065,0.362656094,0.312172,0.3011342151,0.005989168851,0.009028,0.00598847547,0.1071590637,0.01394372762,0.871835292,0.2244141082,0.1489326737,0.0383426623,0.004460715578,0.0257254122
RP,0,vL,R,10430,571710,Mychal,Givens,0,0.3641072219,85.32551003,0.5167257069,0.8287666789,0.8533597466,10.40131299,1.171731271,72.7253449,19.6495011,11.57366005,3.784282026,0.4352326165,2.687696687,0.2541187175,0.3506186812,0.3920368071,0.334221,0.3052786319,0.006055934583,0.009713,0.01000122644,0.1219015625,0.01373248482,0.8523282765,0.2302887038,0.1356412642,0.04435112108,0.005100849868,0.03149933339
RP,0,vL,R,10314,541640,Erasmo,Ramirez,0,0.399974829,92.43115796,0.5563372718,0.9371595106,0.8257813864,7.292823699,1.397509602,82.8190561,17.53253866,14.16594575,4.003765475,0.5413459355,2.681833798,0.2583087995,0.3212141892,0.3844889981,0.313147,0.2919124542,0.006018936515,0.010139,0.008934015375,0.07890005772,0.0151194644,0.8960079904,0.1896821272,0.1532594209,0.04331618864,0.005856747307,0.02901439144
RP,0,vL,R,1246,456713,Matt,Bush,0,0.3920224118,106.4388336,0.6415217062,1.008933704,0.7156117887,9.386166772,1.433073624,94.68659965,27.059164,15.02952828,4.228630597,0.5991053884,2.781909675,0.2390958596,0.3094686614,0.3551699479,0.297084,0.2986235236,0.006027139573,0.009479,0.006723220881,0.08818366805,0.01346382308,0.8895869715,0.2542226655,0.1412034289,0.03972826884,0.005628635414,0.02613622848
RP,0,vL,R,17130,628452,Raisel,Iglesias,0,0.4222490967,114.1213775,1.266286264,1.069659671,1.021415951,9.398259449,1.39372297,101.3657562,25.58976907,16.73758312,5.091414197,0.6264387491,3.57813459,0.2568280615,0.323009318,0.390014666,0.318312,0.3012785681,0.01109596022,0.009373,0.008950259571,0.0823531897,0.01221263711,0.8882275905,0.2242329144,0.1466647484,0.04461402683,0.005489232279,0.03135376271
RP,0,vL,R,10481,474521,Shawn,Tolleson,0,0.4422870867,55.96209448,0.3343897814,0.5687427662,0.3267993922,4.826002395,0.9017176201,49.90616015,11.83264802,8.272608429,2.285658538,0.3091696424,1.597430414,0.2497661008,0.3167067364,0.3719726306,0.306132,0.2907347526,0.005975290677,0.010163,0.005839656203,0.08623698666,0.016113007,0.8917850665,0.2114404067,0.1478252111,0.04084297701,0.005524626004,0.02854486468
RP,0,vL,R,10688,592804,Tyler,Thornburg,0,0.4253326009,100.2712947,0.6009037619,1.170667365,0.6826793134,10.02452529,1.335882495,87.79251895,24.83877724,12.94333864,4.360481221,0.5067311206,2.681162967,0.2334107073,0.3130209309,0.3557020999,0.299728,0.2870625355,0.005992779527,0.011675,0.006808322517,0.0999740287,0.01332268122,0.8755498693,0.2477157328,0.1290831905,0.04348683474,0.005053601056,0.02673908795
RP,0,vL,R,13911,623184,Scott,Oberg,0,0.3836057831,42.09896653,0.4688065756,0.3442432494,0.3572607775,4.878251786,0.6267667552,36.05040415,8.89280328,6.426673685,1.761552611,0.2656218028,1.163907952,0.2667863587,0.3567910531,0.3949572414,0.336262,0.3153627496,0.01113582147,0.008177,0.008486212535,0.1158758085,0.01488793685,0.8563251575,0.2112356671,0.152656329,0.04184313194,0.006309461364,0.02764694832
RP,0,vL,R,10534,502593,Jake,Petricka,0,0.3598485498,62.6368233,0.3795996613,0.4171612432,0.3968099496,7.098137529,1.002617048,54.34511491,11.23692713,10.32143583,2.647883906,0.3189396001,1.376049117,0.2698367364,0.3559306798,0.3809389275,0.3285,0.312452461,0.006060327478,0.00666,0.006335090585,0.1133221188,0.01600683106,0.8676224632,0.1793981007,0.1647822364,0.04227359829,0.005091886582,0.0219686926
RP,0,vL,R,12183,592102,Cody,Allen,0,0.4606367866,124.3413253,0.7406220244,1.239061306,0.6794803542,11.97872564,1.734960835,109.703436,38.12172492,14.94057361,4.740779872,0.4940354413,3.18646187,0.2129545952,0.2914227496,0.3232681363,0.277109,0.2866843095,0.005956362639,0.009965,0.005464638185,0.09633744546,0.0139532117,0.8822765537,0.3065893405,0.1201577479,0.03812714607,0.003973220007,0.0256267324
RP,0,vL,R,11589,570632,Jose,Urena,0,0.4137642647,70.72893413,0.7854244768,0.6682469697,0.6215710281,5.661827317,1.340212467,62.99186434,11.49689895,11.6395581,3.26511302,0.4894578725,1.818622984,0.2732535727,0.3359303879,0.3983693288,0.322749,0.3010781308,0.01110471247,0.009448,0.008788072883,0.08004966266,0.01894857435,0.890609552,0.1625487376,0.1645657219,0.04616375264,0.006920192966,0.02571257444
RP,0,vL,R,10291,572193,Ryan,Tepera,0,0.4382182326,65.68581646,0.3927675363,0.6173809889,0.5256190003,6.901295971,0.9106520863,57.24875296,13.91266932,9.375724224,2.995049346,0.3800728928,1.83377709,0.2547587991,0.337119171,0.3844166332,0.322474,0.2999320185,0.005979487772,0.009399,0.008002016701,0.1050652385,0.0138637553,0.871554257,0.2118062935,0.1427359014,0.04559659159,0.005786224687,0.02791739814
RP,0,vL,R,13607,605218,Carl,Edwards Jr.,0,0.3955402174,92.84981629,1.032815943,0.6892241863,0.5560236473,12.57253876,1.331806884,77.99921375,27.51088952,11.21178854,2.927966821,0.3960856461,1.72513786,0.2084761895,0.3200882316,0.3004054986,0.284536,0.2879226659,0.01112351089,0.007423,0.005988419466,0.1354072551,0.01434366741,0.8400578145,0.2962944959,0.1207518656,0.03153443849,0.004265874311,0.0185798737
RP,0,vL,R,16400,625643,Reynaldo,Lopez,0,0.4348820065,18.46632724,0.1104827275,0.1834075621,0.1164910014,1.929427995,0.2831522077,16.12651795,4.761685513,2.475886291,0.6984032911,0.08584162035,0.5197012544,0.23438615,0.3173785575,0.3527929286,0.301266,0.2926766242,0.005982929148,0.009932,0.006308292921,0.1044835808,0.01533343388,0.8732931971,0.2578577457,0.1340757292,0.03782036796,0.004648548639,0.02814318449
RP,0,vL,R,14093,573589,Michael,Ynoa,0,0.4329074617,87.47568827,0.5235390136,0.9059857034,1.062403584,11.48890212,1.291983543,73.49485784,16.48880776,12.59789361,3.832982117,0.4708697822,2.781525779,0.2678183463,0.3707162763,0.408478163,0.349954,0.3036930071,0.005984965925,0.010357,0.01214512975,0.1313382306,0.01476962993,0.8401746737,0.1884958905,0.1440159415,0.04381768458,0.005382864559,0.03179770099
RP,0,vL,R,18311,608334,Carson,Fulmer,0,0.4356726105,19.24348986,0.1151167429,0.1819471966,0.1521074762,2.536680267,0.2714735387,16.25763818,3.988197064,2.763231741,0.7805583016,0.09595951752,0.550371863,0.257732481,0.3596180984,0.3852553745,0.335689,0.3029052277,0.005982113626,0.009455,0.007904360243,0.1318201784,0.01410729242,0.8448383477,0.2072491577,0.1435930676,0.04056220089,0.004986596413,0.02860041848
RP,0,vL,R,10267,489294,Tanner,Scheppers,0,0.4131799841,18.23389162,0.1095002659,0.1808072693,0.1745265154,1.986072465,0.2938157074,15.78298511,3.392830012,2.754186111,0.7889963513,0.1119409265,0.5676125062,0.2675498878,0.35219582,0.4036523553,0.337211,0.3017558503,0.006005315165,0.009916,0.009571545069,0.1089220286,0.0161137136,0.8655851111,0.1860727311,0.1510476298,0.04327086986,0.006139168139,0.03112953165
RP,0,vL,R,10887,592330,Perci,Garner,0,0.4173017955,55.15001702,0.3309587511,0.5114061079,0.4271546979,6.797110445,0.8149434099,47.08338702,10.00499764,8.104121507,2.522080578,0.2625651884,1.565014254,0.2645047928,0.358963603,0.3957026495,0.338029,0.2995061379,0.006001063444,0.009273,0.007745323048,0.1232476581,0.01477684784,0.8537329554,0.1814142257,0.1469468541,0.04573127469,0.004760926697,0.02837740292
RP,0,vL,R,15100,621294,Ben,Heller,0,0.4267122089,55.58561124,0.3330332097,0.5494081815,0.5905932287,6.455445551,0.8200953606,47.65713107,12.77376492,7.686456504,2.213340994,0.2575066623,1.670743907,0.2481905185,0.3415964923,0.3755553429,0.323118,0.2979112833,0.005991356438,0.009884,0.01062493001,0.1161351905,0.01475373469,0.857364523,0.2298034444,0.1382814065,0.03981859595,0.004632613667,0.03005712935
RP,0,vL,R,14843,547179,Michael,Lorenzen,0,0.440410155,103.5152074,1.146661426,0.8800862931,0.9541771249,9.781651077,1.787333035,90.75263146,20.88854301,16.1238236,4.415754398,0.5447475742,2.969122052,0.265044079,0.3398434109,0.3911395262,0.325017,0.3059170225,0.01107722677,0.008502,0.009217748281,0.09449482182,0.01726638124,0.8767082031,0.201792022,0.1557628488,0.04265802591,0.005262488363,0.02868295516
RP,0,vL,R,2391,444468,Hector,Rondon,0,0.4267186742,114.425387,1.26913199,0.9809688432,0.8106977925,9.116713461,1.555091868,102.247875,25.95424839,17.0373611,4.982755015,0.6736878739,2.87562926,0.2500730041,0.31369759,0.3682308561,0.302939,0.2999124406,0.01109134977,0.008573,0.007084946911,0.07967387042,0.01359044447,0.8935768329,0.2268224654,0.1488949397,0.04354588736,0.005887573477,0.02513104246
RP,0,vL,R,13974,623430,Ryan,Dull,0,0.381909722,89.15549537,0.5382826325,1.083506735,0.5207374172,8.473059481,1.377507355,78.53990911,18.58657167,12.86941738,4.307509434,0.5720903184,2.890944962,0.262795849,0.3344018399,0.4058260628,0.328413,0.3024497671,0.006037570991,0.012153,0.005840777565,0.09503687288,0.01545061635,0.8809317786,0.2084736514,0.1443479992,0.04831457013,0.006416770116,0.03242587515
RP,0,vL,R,14710,621242,Edwin,Diaz,0,0.4129265108,109.0179659,0.6547157479,0.9336298599,1.088749591,9.808516677,1.579760737,96.53235401,31.70450072,14.09554101,4.416000346,0.5214674709,2.578352977,0.2238768756,0.2999967981,0.3338466505,0.284175,0.2981461632,0.006005576628,0.008564,0.00998688227,0.089971562,0.01449082932,0.8854719791,0.2908190449,0.1292955789,0.04050708807,0.004783316829,0.02365071624
RP,0,vL,R,10982,595032,Chase,Whitley,0,0.452554421,75.86830192,0.4525316409,0.7818228513,0.6049362007,5.838874926,0.9290782546,68.1901363,16.26022246,11.42180657,3.013368469,0.4076257116,2.048622695,0.2477106567,0.3094211527,0.3639425007,0.300286,0.2903768614,0.005964699741,0.010305,0.007973503893,0.07696066444,0.01224593448,0.8987961319,0.214321687,0.1505478083,0.03971841194,0.005372806578,0.02700235333
RP,0,vL,R,15552,643338,Chad,Green,0,0.4204864593,17.3970401,0.1043435915,0.1773628239,0.1102389631,1.289784428,0.2354187311,15.7153103,4.348584965,2.504773016,0.7478135956,0.08701297178,0.5611645542,0.2482142613,0.3065333116,0.3782892397,0.305048,0.3012103456,0.005997778408,0.010195,0.006336650513,0.07413815339,0.01353211407,0.9033324177,0.2499611968,0.1439769639,0.042985105,0.005001596321,0.03225632354
RP,0,vL,R,13594,596112,Robert,Stephenson,0,0.4226375376,45.60180595,0.5059775527,0.4398294184,0.3471335007,5.328798663,0.6763832142,38.98006682,11.57396031,5.888379352,1.683936659,0.2072004622,1.324026301,0.2335435395,0.3277348585,0.3553080867,0.308864,0.2878329491,0.01109555953,0.009645,0.007612275291,0.1168549918,0.0148323778,0.8547921733,0.2538048674,0.1291260122,0.03692697304,0.004543689836,0.02903451461
RP,0,vL,R,3321,503285,Darren,O'Day,0,0.3509624781,96.58154562,0.5862010746,1.068385058,1.00868363,9.016866816,1.38804738,84.90140904,18.92600339,13.86558767,5.42744904,0.6240684675,4.064056439,0.2824589355,0.3542537633,0.4568223415,0.360246,0.3133298531,0.006069493617,0.011062,0.01044385471,0.09336014203,0.01437176607,0.8790645096,0.195958796,0.1435635305,0.05619550821,0.006461570515,0.04207901637
RP,0,vL,R,1852,425492,Ryan,Madson,0,0.4424471905,122.8494976,0.734041169,1.163261893,0.8633954646,10.19693502,1.714834584,109.891864,23.36741495,19.69618487,5.402132975,0.7293971134,3.087161979,0.26312118,0.3273558369,0.3817400721,0.314379,0.3026640769,0.005975125527,0.009469,0.007028074853,0.08300347354,0.01395882456,0.8945243261,0.1902117258,0.1603277609,0.04397358623,0.005937322722,0.02512962641
RP,0,vL,R,15051,611093,Silvino,Bracho,0,0.405712964,43.10592478,0.4790368976,0.4853296071,0.3325199582,4.005842166,0.6359723171,37.80319615,10.44806721,5.774291597,1.95962058,0.2890696424,1.305060982,0.2467527551,0.3206052706,0.3829285908,0.313288,0.2969887018,0.01111301753,0.011259,0.007714019822,0.09293019895,0.01475371008,0.8769837637,0.2423812334,0.1339558686,0.04546058553,0.006706030409,0.0302756753
RP,0,vL,R,12975,606291,Mauricio,Cabrera,0,0.4226069685,102.6197937,1.138627266,0.8381984747,0.8274434439,14.83524487,1.456094827,84.98027961,24.05107005,14.05459767,3.966399412,0.4895701523,2.145405414,0.2430678358,0.3578857265,0.3517559995,0.321908,0.3046473888,0.01109559107,0.008168,0.008063195357,0.1445651403,0.01418921998,0.8281080732,0.2343706725,0.1369579607,0.038651407,0.00477071854,0.02090635088
RP,0,vL,R,17432,656546,Jeff,Hoffman,0,0.4404938334,28.34580652,0.31399048,0.2405425142,0.2244128173,2.588152248,0.417942406,24.97870846,6.25142958,4.36574257,1.183516953,0.1806813989,0.7591081074,0.2597832085,0.3318234566,0.3824114849,0.317868,0.3093468963,0.01107714045,0.008486,0.007916967089,0.09130635411,0.01474441751,0.8812135383,0.220541602,0.1540172289,0.04175280571,0.006374184442,0.02678026137
RP,0,vL,R,15684,612434,Miguel,Castro,0,0.4206710311,64.83261157,0.7194856134,0.5741576081,0.497404428,7.987874589,0.9573048566,55.05368934,13.24281144,9.666182334,2.946529538,0.447915787,1.989769083,0.273376715,0.3670960573,0.4154543736,0.349539,0.3176628099,0.01109758802,0.008856,0.007672133143,0.1232076635,0.01476579199,0.8491666154,0.2042615763,0.1490944464,0.04544826232,0.006908803704,0.03069086737
RP,0,vL,R,13420,571863,Matt,Koch,0,0.4214963347,27.12331626,0.3009802991,0.3026690861,0.2372555456,1.723083031,0.3828278131,24.5593283,4.325703208,4.491502255,1.431829758,0.2114639057,0.9131658067,0.2869769743,0.3358506998,0.436862555,0.340054,0.3079081741,0.0110967367,0.011159,0.0087472912,0.06352774177,0.01411434389,0.9054692303,0.159482829,0.1655956157,0.05278962737,0.007796388307,0.0336671887
RP,0,vL,R,14200,623406,Shae,Simmons,0,0.444989762,28.35533742,0.1693523327,0.2469182783,0.2208802336,3.149291411,0.4047801024,24.56889517,6.822860417,3.965540676,1.116140189,0.1317307002,0.6626030611,0.2391647889,0.3280419769,0.3492555233,0.304722,0.2979143003,0.00597250282,0.008708,0.007789723333,0.1110652067,0.01427527017,0.8664645672,0.2406199692,0.1398516483,0.03936261354,0.004645710902,0.02336784258
RP,0,vL,R,12253,596331,Nefi,Ogando,0,0.4408391822,19.48891168,0.2158744693,0.1616410335,0.1850251965,2.395167217,0.2712817976,16.53120377,3.53797808,2.988486581,0.8428529622,0.1039846356,0.5465523388,0.271116162,0.3664222122,0.4008058653,0.343978,0.3068672978,0.01107678422,0.008294,0.009493870129,0.1228989723,0.0139198023,0.8482363733,0.1815380016,0.1533429178,0.04324782091,0.005335579394,0.02804427193
RP,0,vL,R,14862,643327,Zack,Godley,0,0.423067904,36.23707957,0.4020545869,0.3144653765,0.332888331,3.308116026,0.6073725394,31.87955525,7.611515779,5.567055652,1.57868974,0.2331803755,0.8930909864,0.2594771693,0.332440709,0.3796555229,0.315669,0.3062879203,0.0110951156,0.008678,0.009186400641,0.09129091155,0.01676107861,0.8797495722,0.2100477155,0.1536287062,0.04356558968,0.00643485563,0.02464577712
RP,0,vL,R,12800,598287,Noe,Ramirez,0,0.3631335913,31.52201314,0.1909269076,0.3298148234,0.2544986635,3.37964419,0.4605314761,27.36712855,6.192722435,4.473522509,1.569869281,0.1788234872,1.003550706,0.2640308416,0.3466176933,0.4078025077,0.336271,0.3007121797,0.0060569389,0.010463,0.008073680524,0.1072153665,0.01460983707,0.8681910141,0.196457073,0.1419174115,0.04980231671,0.005672971662,0.03183650428
RP,0,vL,R,12857,542888,Shawn,Armstrong,0,0.4362222074,65.21903998,0.3901107338,0.572623171,0.4715856624,8.248024974,0.9812566466,55.53669544,17.02970882,8.483910245,2.495554679,0.2599251618,1.443721467,0.2283735367,0.3301415346,0.3346608822,0.301133,0.2955711977,0.005981546707,0.00878,0.007230797365,0.1264665192,0.0150455549,0.8515411367,0.261115601,0.1300833353,0.03826420444,0.003985418398,0.02213650289
RP,0,vL,R,16507,656186,Dan,Altavilla,0,0.4072195771,113.4073372,0.6817440606,1.086102069,0.9396885934,12.14794758,1.620477503,98.55185495,22.82522108,16.80909268,5.066953782,0.5983810753,3.131541915,0.2598222983,0.3432548416,0.3869310146,0.32629,0.3022261912,0.00601146343,0.009577,0.008285959411,0.1071178274,0.01428900054,0.8690077498,0.2012675867,0.1482187405,0.04467924127,0.005276387664,0.02761322143
RP,0,vL,R,11720,518748,Justin,Grimm,0,0.3802619695,64.12512134,0.7143070838,0.560710061,0.4106232212,6.386879196,0.9056233194,56.05260178,18.2997528,8.397777845,2.202275719,0.2979758231,1.460282174,0.2204770371,0.3020906481,0.3225024834,0.28161,0.2900913032,0.01113927068,0.008744,0.006403468915,0.09960026683,0.01412275409,0.8741129936,0.285375722,0.1309592507,0.03434341601,0.004646787669,0.02277238848
RP,0,vL,R,11388,592130,Danny,Barnes,0,0.4234910426,53.24698776,0.3191986061,0.5467933173,0.3510311444,4.681131852,0.7537771774,47.34883284,12.27630818,7.290974733,2.44437947,0.3102198154,1.553558881,0.2449718864,0.3142261591,0.3753222349,0.307077,0.2921502509,0.005994679127,0.010269,0.006592507092,0.08791355247,0.01415624074,0.8892302613,0.2305540407,0.136927459,0.04590643664,0.005826053801,0.02917646511
RP,0,vL,R,14524,600917,Jose,Leclerc,0,0.4120046692,18.4755457,0.1109738738,0.1766077414,0.1275823595,2.93328627,0.281450837,15.12709546,4.259770931,2.371461467,0.715242929,0.101469222,0.4927149296,0.2433308203,0.3671066899,0.3691719798,0.334395,0.2990167362,0.006006527523,0.009559,0.006905471779,0.1587658799,0.01523369548,0.8187631208,0.2305626583,0.1283567752,0.03871295281,0.00549208254,0.02666849129
RP,0,vL,R,14309,593423,Francelis,Montas,0,0.4263048026,54.58448176,0.3270580252,0.5471548452,0.3170192844,5.916879136,0.8524941713,47.47637047,12.69417284,7.785179013,2.413837005,0.3244998038,1.412900038,0.2514180368,0.3348908413,0.3754510375,0.316779,0.3073141649,0.005991776684,0.010024,0.005807864693,0.1083985584,0.01561788523,0.8697778002,0.2325601055,0.142626233,0.04422203761,0.005944909493,0.02588464692
