steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,HR/FB,FIP,LOB%,ERA-,CG,ShO
2036,477132,Clayton,Kershaw,217.113752,32,32,1,217.113752,0,0,NL,LAN,93.2,0.79285,L,28,0.3102,0.0508,0.005966,0.49897445,0.30198463,0.19904092,2.42,0.290596,854.779,3.937009942,2.09203791,2.39138606,265.1523,43.4228,2.5284,112.15434,31.75933,2.38809,15.2758,5.0996,8.9752,6.69975,265.5322,160.7029,105.9208,10.99133831,1.800002056,0.211393335,0.633225156,161.5775,50.4678,57.6892,0.944207055,16.5928,7.4596,27.9392,0,0.09505594,2.2766,0.80762872,55.40319917,3.3971,1.7071
10233,547973,Aroldis,Chapman,55,55,0,0,0,55,17.9,AL,NYA,98.7,0.53226,L,28,0.3762,0.1069,0.010175,0.39122458,0.40623289,0.20254252,2.37,0.278938,222.043,4.037145455,2.305505455,2.552432727,83.5325,23.7364,1.5849,21.76807,6.42527,0.58213,4.3978,2.2593,1.199,1.87293,43.5244,45.1941,22.5332,13.66895455,3.884138182,0.369703636,0.719632786,33.1732,14.0892,15.5982,1.034720509,3.2358,2.0633,0,13.5363,0.09730819,2.5539,0.82190204,61.05739756,0,0
6785,453192,Andrew,Miller,65,65,0,0,0,65,16.9,AL,NYA,93.9,0.50181,L,31,0.3515,0.0848,0.01108,0.46826843,0.32918908,0.20254249,2.29,0.29008,260.208,4.0032,2.396921538,2.671823077,91.4632,22.0657,2.1074,30.09219,7.93517,0.73337,4.891,2.8831,1.4051,1.93959,66.639,46.8467,28.8237,12.66413538,3.055250769,0.399198462,0.67720882,43.6517,17.3111,19.2965,1.011036813,3.759,2.5076,0,9.0961,0.10440335,2.4494,0.79840438,63.4779771,0,0
3096,445276,Kenley,Jansen,65,65,0,0,0,65,35,NL,LAN,92.6,0.52152,R,28,0.3224,0.066,0.007839,0.39797976,0.40297941,0.19904083,2.4,0.283822,259.688,3.9952,2.421415385,2.671532308,83.7235,17.1394,2.038,30.57745,9.26648,0.80756,5.6528,2.0357,2.7267,2.59065,61.3171,62.0874,30.6664,11.59248462,2.373147692,0.281866154,0.782698299,46.3043,17.488,19.2944,0.976057102,3.7409,2.5268,0,7.1705,0.09104619,2.5735,0.80230419,64.12681954,0,0
3240,502154,Zach,Britton,65,65,0,0,0,65,34.5,AL,BAL,96.1,0.58901,L,28,0.2671,0.0773,0.007603,0.60448319,0.18915111,0.2063657,2.59,0.30559,264.874,4.074984615,2.540907692,2.90286,70.7478,20.4747,3.5647,40.39373,8.93818,0.78199,3.5375,2.0138,1.4303,1.32993,102.805,32.1691,35.0968,9.795849231,2.834958462,0.278833846,0.489811624,53.6514,18.351,20.9651,1.140402025,3.7094,2.5603,0,1.8789,0.10996666,2.7026,0.77506466,67.29158163,0,0
12803,605169,Carter,Capps,1,1,0,0,0,1,0,NL,MIA,98,0.45118,R,25,0.3314,0.09,0.00999,0.43966731,0.35473508,0.20559761,2.56,0.292652,4.068,4.068,2.5641,2.8413,1.3483,0.3662,0.0379,0.47461,0.13445,0.01708,0.0637,0.0406,0.0427,0.03367,0.9991,0.8061,0.4672,12.1347,3.2958,0.3654,0.573446269,0.6899,0.2849,0.3157,1.056054191,0.055,0.0416,0,0,0.07904262,2.4861,0.775178,67.9139407,0,0
6216,476454,Dellin,Betances,65,65,0,0,0,65,3.1,AL,NYA,96.8,0.5969,R,28,0.3485,0.098,0.009704,0.46080358,0.3368564,0.20234002,2.49,0.289483,262.839,4.043676923,2.564390769,2.845453846,91.5993,25.7582,2.2841,29.75821,7.96762,0.76696,4.5907,2.5506,1.4193,1.97497,65.2367,47.6893,28.6456,12.68298,3.56652,0.35316,0.635631668,43.0835,18.5206,20.5505,1.059102443,3.6682,2.604,0,13.5292,0.09626212,2.5403,0.78259849,67.9139407,0,0
7836,519326,Hunter,Strickland,55,55,0,0,0,55,4.7,NL,SFN,96.7,0.44781,R,27,0.273,0.0666,0.008356,0.44127152,0.35822007,0.20050841,2.87,0.288411,223.214,4.058436364,2.579596364,2.873290909,60.9375,14.8661,2.1071,29.596,8.26711,1.03517,4.0581,1.8652,2.3438,2.13638,63.152,51.2662,28.6955,9.971590909,2.432634545,0.305214545,0.664059336,42.9564,15.7642,17.559,1.051318671,3.0076,2.3054,0,15.8322,0.07915821,2.7899,0.78007016,68.31648785,0,0
6655,518886,Craig,Kimbrel,65,65,0,0,0,65,34.6,AL,BOS,97.2,0.52084,R,28,0.3178,0.0901,0.008162,0.4259027,0.35791841,0.21617888,2.7,0.293586,264.982,4.076646154,2.702423077,2.982904615,84.2112,23.8748,2.0557,31.16454,10.09018,1.00162,4.8281,2.1628,1.4309,2.27116,65.3066,54.8821,33.1482,11.66001231,3.305741538,0.299464615,0.668501786,47.0844,19.5175,21.5432,1.091680186,3.7545,2.5124,0,4.4752,0.08797164,2.7102,0.77722575,71.56864505,0,0
3137,453286,Max,Scherzer,211.5076923,32,32,1,211.5076923,0,0,NL,WAS,93.9,0.79838,R,31,0.2956,0.0525,0.006878,0.38201463,0.41001579,0.20796958,2.73,0.293049,850.795,4.022525095,2.71986278,2.979895876,251.4951,44.6667,2.4911,108.48336,34.79392,3.3353,21.0971,5.8518,8.9333,9.22517,206.222,221.3378,112.2677,10.70152993,1.900641511,0.24900371,0.897716715,167.7097,63.9191,70.0301,1.004107206,14.9456,8.8229,24.8174,0,0.09531634,2.7691,0.78539581,72.03210393,1.8161,0.9126
5524,518516,Madison,Bumgarner,209.2301299,32,32,1,209.2301299,0,0,NL,SFN,92,0.79264,L,26,0.2534,0.0548,0.0079,0.44382922,0.35586312,0.20030766,3.14,0.288943,848.804,4.05679622,2.741860364,3.049773474,215.0869,46.5144,3.9809,116.09415,34.99913,3.85848,18.3673,6.7055,8.9124,8.47276,253.7835,203.4841,114.5368,9.251928014,2.000809349,0.288435992,0.790064893,173.319,63.7422,70.9005,1.050677668,14.0373,9.623,24.3697,0,0.09026388,2.9823,0.77499622,72.61473796,2.3387,1.1752
7441,451584,Wade,Davis,65,65,0,0,0,65,32.3,AL,KCA,93.7,0.59354,R,30,0.2668,0.0787,0.007449,0.43422912,0.35818923,0.20758165,3.08,0.287502,265.957,4.091646154,2.747353846,3.048493846,70.9574,20.9309,2.3223,34.68856,10.17541,1.24426,5.2248,1.9811,1.4362,2.5258,74.0629,61.0934,35.4055,9.824870769,2.898124615,0.274306154,0.723438646,51.3331,19.842,22.0169,1.111753243,3.5354,2.7448,0,4.8446,0.08552208,3.0531,0.78033666,72.76039646,0,0
10603,519242,Chris,Sale,210.2812678,32,32,1,210.2812678,0,0,AL,CHA,94,0.78265,L,27,0.3015,0.0567,0.012344,0.43527303,0.36122661,0.20350037,2.67,0.293783,845.522,4.020909751,2.790971855,3.072650298,254.9248,47.9411,2.0937,109.11517,32.37584,2.77275,20.8423,10.4371,4.5658,7.87773,229.529,190.4827,107.3102,10.91073506,2.051870357,0.446705981,0.892046723,165.1061,65.2099,71.7912,1.013153288,14.7455,8.9562,24.3678,0,0.10941834,2.8308,0.78069545,73.91507117,1.6005,0.8043
12183,592102,Cody,Allen,65,65,0,0,0,65,34.1,AL,CLE,94.9,0.56077,R,27,0.3009,0.0874,0.007344,0.37027452,0.42331427,0.20641121,2.88,0.287164,266.503,4.100046154,2.791564615,3.053146154,80.1907,23.2923,2.5619,31.45224,10.18976,0.87353,5.9837,1.9572,1.4391,2.79321,59.0606,67.5207,32.9236,11.10332769,3.225087692,0.270996923,0.828511816,48.4992,20.1613,22.0505,1.104485101,3.546,2.7336,0,3.8494,0.08862018,3.0287,0.79083678,73.93096119,0,0
11530,605228,Jose,Fernandez,181.3902503,29.16,29.16,1,181.3902503,0,0,NL,MIA,95.4,0.61372,R,23,0.2862,0.069,0.007374,0.45811547,0.3360848,0.20579973,2.93,0.297156,737.959,4.068349863,2.79966646,3.104993234,211.2038,50.9192,3.1836,97.51434,28.39549,3.73577,13.397,5.4417,7.7486,6.48002,211.8916,155.4489,95.1883,10.47925231,2.526446704,0.269999627,0.664715836,143.0426,56.4258,62.5795,1.069306598,12.2726,8.7529,20.514,0,0.08618264,2.6976,0.7574079,74.14547644,0.6346,0.3189
9817,489265,Sergio,Romo,65,65,0,0,0,65,6.5,NL,SFN,87.2,0.51002,R,33,0.244,0.0623,0.0084,0.43626842,0.36322332,0.20050826,3.14,0.287625,265.957,4.091646154,2.802516923,3.106592308,64.8936,16.5691,2.4875,36.73386,10.43494,1.31,5.4946,2.234,2.7926,2.7125,78.2481,65.1469,35.9627,8.985267692,2.294183077,0.309323077,0.760784834,53.9734,20.2404,22.4365,1.085268649,3.4387,2.847,0,16.2977,0.08434104,3.104,0.77346043,74.21962986,0,0
4264,453343,Mark,Melancon,65,65,0,0,0,65,35,NL,PIT,91.4,0.55984,R,31,0.2143,0.0563,0.008057,0.54915722,0.24306939,0.20777339,3.02,0.305825,268.595,4.132230769,2.8512,3.214536923,57.5599,15.1219,2.4265,44.34631,10.54744,1.01708,4.2486,2.1641,2.8202,1.93039,104.82,46.3957,39.6586,7.969832308,2.093801538,0.299644615,0.588261101,60.1594,20.592,23.2161,1.158173757,3.4535,2.8314,0,4.2788,0.09157212,3.0105,0.75847903,75.50936973,0,0
2660,446399,Brett,Cecil,55,55,0,0,0,55,2.3,AL,TOR,91.5,0.50449,L,29,0.2821,0.0858,0.008376,0.49321816,0.29913245,0.20764939,2.91,0.295136,225.873,4.106781818,2.862409091,3.183169091,63.7187,19.3799,2.2097,29.55543,8.49052,0.89024,4.2824,1.8919,1.2197,1.72702,68.8536,41.7591,28.988,10.42669636,3.171256364,0.309583636,0.700750854,43.2186,17.4925,19.4527,1.138153809,3.0677,2.2418,0,14.1354,0.1025493,2.9894,0.76993971,75.80598341,0,0
9894,458678,Mike,Broadway,20,20,0,0,0,20,0,NL,SFN,94.4,0.39612,R,29,0.2583,0.0783,0.007487,0.4442738,0.35521778,0.20050842,3.16,0.291287,82.576,4.1288,2.8746,3.18267,21.3295,6.4657,0.8159,11.12118,3.10243,0.40003,1.5155,0.6182,0.8671,0.78836,23.6634,18.92,10.6797,9.598275,2.909565,0.27819,0.681993492,16.1392,6.388,7.0726,1.130243876,1.0469,0.8878,0,0.8436,0.08010259,3.0487,0.76537759,76.12908047,0,0
10745,572096,Trevor,Rosenthal,65,65,0,0,0,65,29,NL,SLN,97.5,0.57021,R,26,0.2928,0.093,0.009188,0.44294198,0.35195384,0.20510418,2.98,0.294877,269.598,4.147661538,2.876981538,3.175947692,78.9382,25.0726,2.5205,33.92543,9.56663,0.98447,4.7399,2.4771,2.8308,2.35413,71.0036,56.4182,32.8782,10.92990462,3.471590769,0.342983077,0.65629693,49.2165,20.7782,22.9374,1.14290853,3.4691,2.8149,0,7.9121,0.08401406,2.9246,0.76755386,76.19264054,0,0
521,276351,Jason,Grilli,65,65,0,0,0,65,22.9,NL,ATL,93.4,0.44734,R,39,0.2789,0.0786,0.008373,0.38520119,0.40821347,0.20658534,3,0.291409,268.817,4.135646154,2.891353846,3.164884615,74.9731,21.129,2.8137,34.00523,10.34824,1.06735,6.0722,2.2508,2.8226,2.85161,64.542,68.3978,34.6142,10.38089077,2.925553846,0.311649231,0.840764474,51.493,20.882,22.8575,1.11726161,3.25,3.0461,0,7.1869,0.08877753,3.1206,0.78369655,76.57400099,0,0
1581,448281,Sean,Doolittle,65,65,0,0,0,65,32.8,AL,OAK,92.4,0.42383,L,29,0.2607,0.0692,0.007211,0.34492768,0.45090514,0.20416718,3.15,0.288414,267.27,4.111846154,2.9052,3.164233846,69.6772,18.4951,2.3004,34.43365,11.19678,1.2029,6.7841,1.9273,1.4433,3.27593,60.6258,79.2528,35.8852,9.647612308,2.56086,0.266856923,0.939338613,53.6174,20.982,22.8528,1.1094237,3.4884,2.7945,0,2.1911,0.08560092,3.2895,0.79308008,76.93947143,0,0
10131,544931,Stephen,Strasburg,184.5331354,30.78,30.78,1,184.5331354,0,0,NL,WAS,95.2,0.75477,R,27,0.2792,0.0555,0.008432,0.46501793,0.32701261,0.20796946,2.83,0.301251,749.221,4.060089253,2.92855697,3.234243534,209.1825,41.5818,2.2724,104.37012,29.84965,2.76428,16.359,6.3174,7.8668,6.59839,225.1867,158.3571,100.71,10.20219212,2.028016265,0.308110518,0.79785443,153.343,60.0462,66.3139,1.056313317,12.9107,8.8725,20.0897,0,0.1033042,2.798,0.75658044,77.55918217,0.5475,0.2751
8241,502085,David,Robertson,65,65,0,0,0,65,31.6,AL,CHA,92,0.53178,R,31,0.2989,0.0772,0.007434,0.4458337,0.35086926,0.20329704,2.72,0.298091,264.982,4.076646154,2.939136923,3.227663077,79.203,20.4566,2.4919,34.5591,9.60127,0.98409,5.7742,1.9699,1.4309,2.35092,72.2169,56.8344,32.9304,10.96656923,2.832452308,0.272755385,0.799504396,50.9187,21.2271,23.3109,1.098080831,3.4893,2.7936,0,3.6692,0.10159689,2.8869,0.766676,77.8372575,0,0
4153,453562,Jake,Arrieta,207.872,32,32,1,207.872,0,0,NL,CHN,94.2,0.77238,R,30,0.2563,0.0662,0.007849,0.52401371,0.27200721,0.20397908,3.04,0.296902,850.192,4.089978448,2.951090094,3.295673299,217.9043,56.2827,3.8888,121.89942,32.28415,3.79246,15.6244,6.6732,8.927,6.34924,293.6522,152.4302,114.3079,9.434357201,2.436808709,0.288922029,0.676473858,173.6005,68.161,76.1198,1.105888093,14.7943,8.7629,23.4125,0,0.10250227,2.9232,0.74732142,78.15505787,1.9621,0.986
9227,493157,Koji,Uehara,65,65,0,0,0,65,2.5,AL,BOS,86.9,0.48119,R,41,0.2491,0.0577,0.006997,0.35127123,0.43233348,0.21639529,3.13,0.286717,265.631,4.086630769,2.952027692,3.215769231,66.1688,15.3269,2.1814,34.29352,12.38448,1.2122,7.3559,1.8586,1.4344,3.22848,63.4758,78.124,39.1033,9.161833846,2.122186154,0.257344615,1.018512571,55.2461,21.3202,23.225,1.08573875,3.6459,2.6277,0,15.3571,0.09415703,3.3624,0.79195213,78.1788929,0,0
4849,430599,Joe,Blanton,35,35,0,0,0,35,0,NL,LAN,90.6,0.61066,R,35,0.2411,0.0534,0.00758,0.48697476,0.31398387,0.19904137,2.95,0.295231,143.032,4.086628571,2.958968571,3.281425714,34.4851,7.6379,1.9076,21.14536,5.65614,0.49222,3.3041,1.0842,1.5018,1.28515,47.8834,30.8735,19.5714,8.867597143,1.964031429,0.278794286,0.84962577,30.5978,11.5071,12.7611,1.092449277,1.852,1.5326,0,5.6146,0.10702059,3.1383,0.76551229,78.36427646,0,0
15051,611093,Silvino,Bracho,25,25,0,0,0,25,0,NL,ARI,93.1,0.37222,R,23,0.276,0.079,0.008501,0.42473904,0.37276992,0.20249104,3,0.29074,103.22,4.1288,2.967192,3.258756,28.4889,8.1544,1.0292,13.02994,4.00559,0.49464,2.3115,0.8775,1.0838,1.00475,27.4618,24.1017,13.0922,10.256004,2.935584,0.3159,0.832122353,19.8416,8.2422,9.0521,1.119840743,1.2984,1.1205,0,0.7699,0.09590406,3.1407,0.77314202,78.58144005,0,0
8048,519293,Will,Smith,45,45,0,0,0,45,11.5,NL,MIL,93.1,0.57428,L,26,0.309,0.0885,0.00805,0.44606042,0.34404637,0.20989321,2.75,0.30322,186.335,4.140777778,2.97558,3.26626,57.5776,16.4907,1.8762,23.5099,6.59882,0.71294,4.0381,1.5,1.9565,1.56224,48.5295,37.4308,22.8355,11.51552,3.29814,0.3,0.807618727,34.8598,14.8779,16.3313,1.141121127,2.2959,2.0605,0,3.0673,0.10788157,2.9409,0.77375804,78.80390031,0,0
1943,425844,Zack,Greinke,208.9178947,32,32,1,208.9178947,0,0,NL,ARI,91.9,0.78417,R,32,0.2325,0.0538,0.006885,0.48118478,0.31612141,0.20269381,3.26,0.293,855.169,4.093325759,2.995231216,3.329602765,198.8269,46.0081,2.0533,122.53655,36.83717,4.6952,19.8429,5.8878,8.9793,7.83079,286.4198,188.1677,120.6512,8.565288781,1.981988668,0.253641269,0.854813745,183.9118,69.5286,77.2904,1.100527556,13.4264,10.2335,23.4273,0,0.10545315,3.2105,0.76200102,79.32297426,0.8166,0.4104
3184,456034,David,Price,214.9404073,32,32,1,214.9404073,0,0,AL,BOS,93.8,0.80062,L,30,0.2506,0.0495,0.005935,0.41990424,0.36391703,0.21617872,3.14,0.29548,871.969,4.056794211,3.009785401,3.309639676,218.5155,43.1625,1.9295,120.96212,41.1869,3.41275,22.0313,5.1751,4.7086,9.03098,252.1711,218.5483,129.8249,9.149696535,1.807303265,0.216692155,0.922495182,187.5931,71.8805,79.0417,1.073579219,15.5523,8.402,24.3552,0,0.10080736,3.1079,0.76498782,79.70963139,2.2321,1.1217
5114,544727,Jeurys,Familia,65,65,0,0,0,65,34.4,NL,NYN,96.8,0.54814,R,26,0.262,0.0828,0.007669,0.53163966,0.26681936,0.20154098,2.98,0.302926,269.71,4.149384615,3.018087692,3.361098462,70.6639,22.332,2.6283,38.88887,9.64741,0.98377,4.5169,2.0684,2.832,1.91197,91.4047,45.8742,34.6509,9.784232308,3.092123077,0.286393846,0.625411524,54.0369,21.7973,24.2746,1.174906359,3.3452,2.9457,0,6.6473,0.0984619,2.9893,0.75107375,79.92944331,0,0
12095,554340,Yimi,Garcia,55,55,0,0,0,55,1.4,NL,LAN,93,0.52404,R,25,0.2644,0.0707,0.009115,0.37098076,0.42997814,0.19904109,3.08,0.284453,227.085,4.128818182,3.019467273,3.287405455,60.0413,16.0549,2.1169,28.68564,9.02585,0.76207,6.0294,2.0699,2.3844,2.62533,54.3643,63.0099,29.1679,9.82494,2.627165455,0.338710909,0.986634423,44.503,18.4523,20.0897,1.101052585,2.908,2.4108,0,16.6415,0.09569024,3.3644,0.78502993,79.96652003,0,0
4971,477569,Fernando,Salas,55,55,0,0,0,55,1.7,AL,LAA,92.2,0.52637,R,31,0.2558,0.0627,0.008391,0.37205877,0.42906755,0.19887368,3.09,0.286478,224.673,4.084963636,3.034210909,3.302705455,57.4714,14.087,2.5577,29.88293,9.04294,0.91175,5.6365,1.8852,1.2132,2.65991,55.8061,64.357,29.8296,9.404410909,2.305145455,0.308487273,0.922330731,45.4741,18.5424,20.1832,1.082928746,2.9264,2.3913,0,14.56,0.08758124,3.2476,0.77047716,80.35582549,0,0
9434,572971,Dallas,Keuchel,212.3230968,32,32,1,212.3230968,0,0,AL,HOU,89.4,0.78925,L,28,0.2077,0.0618,0.006737,0.58214377,0.21605343,0.2018028,3.21,0.302327,875.198,4.122010338,3.038316179,3.426596593,181.7787,54.0873,1.8201,141.92381,36.17172,3.77051,15.9364,5.8962,4.7261,5.61002,365.9092,135.8014,126.8441,7.705277122,2.292664846,0.249929474,0.675516601,197.8025,71.6783,80.8384,1.186351252,14.4745,9.3564,23.8293,0,0.11735092,3.245,0.75144955,80.46440728,2.2292,1.1202
4070,467008,Pedro,Strop,65,65,0,0,0,65,2.2,NL,CHN,94.7,0.53579,R,31,0.273,0.0954,0.010935,0.51101371,0.28500739,0.2039789,3.1,0.295614,271.399,4.175369231,3.046790769,3.383238462,74.0919,25.8914,2.7813,36.14498,9.23099,1.0552,4.5949,2.9677,2.8497,1.96818,84.6206,47.1954,33.7776,10.25887846,3.584963077,0.410912308,0.636210906,51.026,22.0046,24.4345,1.18334516,3.5172,2.764,0,16.7323,0.09735814,3.1052,0.75491997,80.68951588,0,0
6632,471911,Carlos,Carrasco,188.1669343,30.78,30.78,1,188.1669343,0,0,AL,CLE,94.4,0.73447,R,29,0.2597,0.063,0.008098,0.49587208,0.29792308,0.20620484,3.04,0.298611,766.776,4.074977375,3.057017441,3.387904482,199.1318,48.3069,2.0951,109.29685,31.40076,2.78579,15.9474,6.2094,4.1406,6.26916,252.4579,151.6783,104.9828,9.524448101,2.310512746,0.296994795,0.762763917,159.4308,63.9144,70.8324,1.104007678,12.6862,9.3194,20.2459,0,0.10513988,2.9884,0.74686462,80.95964621,1.7681,0.8885
7196,518813,Greg,Holland,1,1,0,0,0,1,0,AL,KCA,93.1,0.49355,R,30,0.2543,0.0941,0.006287,0.457246,0.33518839,0.20756562,3.37,0.288617,4.158,4.158,3.0591,3.3831,1.0574,0.3913,0.0409,0.54918,0.15558,0.0192,0.0787,0.0261,0.0225,0.03685,1.216,0.8914,0.552,9.5166,3.5217,0.2349,0.708397305,0.8027,0.3399,0.3759,1.193961682,0.052,0.0448,0,0,0.08830021,3.2946,0.76059747,81.00731626,0,0
4696,518858,Nate,Jones,45,45,0,0,0,45,0.7,AL,CHA,97.2,0.33054,R,30,0.2839,0.0892,0.007397,0.4598285,0.33687455,0.20329695,3,0.297262,186.104,4.135644444,3.06028,3.36812,52.835,16.6005,1.6788,24.56551,6.62071,0.67225,3.9279,1.3766,1.005,1.59305,52.5721,38.5148,23.2429,10.567,3.3201,0.27532,0.785571189,35.7863,15.3014,16.8406,1.164151666,2.3717,1.9804,0,9.6504,0.10198303,3.119,0.76501116,81.04704131,0,0
11720,518748,Justin,Grimm,55,55,0,0,0,55,1.3,NL,CHN,94.8,0.5791,R,27,0.2749,0.0904,0.007766,0.46801242,0.32800845,0.20397913,3.09,0.294856,228.881,4.161472727,3.061014545,3.377176364,62.9193,20.6908,2.1137,30.06638,8.17285,0.89987,4.4905,1.7775,2.4032,1.92969,66.03,46.2774,28.7786,10.29588545,3.385767273,0.290863636,0.73481411,43.6296,18.7062,20.6383,1.169462416,2.9783,2.3364,0,16.7153,0.09703507,3.133,0.76005231,81.06557967,0,0
11334,544928,Tyler,Lyons,58.16817538,43.24,3.24,0.3188415,18.16817538,40,0,NL,SLN,90.276811,0.70829,L,28,0.23856373,0.04958987,0.00786,0.43838095,0.3563093,0.20530975,3.1118848,0.298393658,238.617,4.102191592,3.068064261,3.373133139,56.9253,11.833,1.7607,35.04308,10.16717,0.99487,5.7273,1.8755,2.5055,2.45183,72.4791,58.9099,33.9446,8.807697622,1.830846495,0.29018445,0.886154862,51.9324,19.8293,21.801,1.096225576,3.3043,2.7863,1.6701,8.7504,0.09722194,3.163758238,0.76081062,81.25194528,0.0524,0.0263
13172,605476,Carson,Smith,55,55,0,0,0,55,0.6,AL,BOS,92,0.50664,R,26,0.2586,0.0849,0.010968,0.52740712,0.25619774,0.21639514,3.03,0.305981,228.785,4.159727273,3.076314545,3.422798182,59.1639,19.4239,2.308,32.74426,9.11901,0.90109,3.5909,2.5093,1.2354,1.55025,77.1806,37.4919,31.6672,9.681365455,3.178456364,0.410612727,0.587596421,46.3552,18.7997,20.9171,1.195983921,3.0076,2.3055,0,12.8607,0.09577714,3.0277,0.74882099,81.47077515,0,0
sa599378,605194,Jharel,Cotton,10,10,0,0,0,10,0,NL,LAN,NULL,0.56133,R,24,0.2523,0.0758,0.006305,0.4679753,0.33298314,0.19904156,3.15,0.294112,41.408,4.1408,3.0798,3.3993,10.4472,3.1387,0.4057,5.77201,1.58632,0.13722,0.8882,0.2611,0.4348,0.37627,12.695,9.033,5.3995,9.40248,2.82483,0.23499,0.799346919,8.3837,3.422,3.777,1.152240685,0.521,0.4465,0,0.8021,0.09832428,3.2191,0.75962499,81.56346692,0,0
2391,444468,Hector,Rondon,65,65,0,0,0,65,35,NL,CHN,95.8,0.5422,R,28,0.2458,0.0725,0.008192,0.49201316,0.3040081,0.20397875,3.11,0.297091,269.263,4.142507692,3.087110769,3.418836923,66.1848,19.5215,2.5927,38.74837,10.19256,1.17367,5.3182,2.2058,2.8273,2.26046,87.8335,54.2711,36.414,9.164049231,2.702976923,0.305418462,0.736368837,55.4328,22.2958,24.6916,1.153143324,3.5017,2.7804,0,5.7888,0.09799358,3.164,0.75261867,81.75679549,0,0
6893,456501,Johnny,Cueto,206.8235858,32,32,1,206.8235858,0,0,NL,SFN,91.9,0.77729,R,30,0.2092,0.0592,0.009999,0.45828191,0.34120998,0.20050811,3.64,0.290032,857.122,4.144217868,3.090359823,3.428152051,179.31,50.7416,2.7051,125.57472,36.30186,4.73204,17.7571,8.5704,8.9998,8.64751,279.1512,207.8397,122.1346,7.802736779,2.208038306,0.372943926,0.772704846,184.3657,71.0177,78.7803,1.13675279,13.06,10.4865,22.7516,0,0.08543635,3.3765,0.75358307,81.84419059,1.7666,0.8878
3548,521230,Liam,Hendriks,55,55,0,0,0,55,1.4,AL,OAK,93.1,0.65524,R,27,0.2302,0.0435,0.008604,0.43590871,0.35992427,0.20416702,3.08,0.30032,224.49,4.081636364,3.101481818,3.404667273,51.6776,9.7653,2.6387,34.07731,9.81368,1.10653,5.3154,1.9315,1.2122,2.37802,69.7178,57.5651,32.6538,8.456334545,1.597958182,0.316063636,0.869799571,50.313,18.9535,20.8063,1.092331982,2.8592,2.4623,0,13.6238,0.09233792,3.1492,0.7550827,82.13815594,0,0
11713,518774,Matt,Harvey,202.5576689,32,32,1,202.5576689,0,0,NL,NYN,95.2,0.69516,R,27,0.2487,0.0527,0.007515,0.45714726,0.34110993,0.20174281,3.14,0.29642,827.441,4.08496506,3.101534509,3.416995781,205.7847,43.6062,2.6098,118.20254,34.67094,3.57413,19.364,6.2182,8.6881,7.99474,257.3569,192.0322,113.5737,9.143382772,1.937501563,0.276285763,0.86037852,175.8116,69.8044,76.9043,1.083236438,13.0653,10.2278,22.0189,0,0.10083741,3.0828,0.74917866,82.13815594,0.6264,0.3148
7525,519267,Evan,Scribner,25,25,0,0,0,25,0,AL,SEA,90.9,0.50963,R,30,0.2485,0.0531,0.00779,0.40915051,0.38914326,0.20170623,3.02,0.292332,101.874,4.07496,3.113496,3.398652,25.3158,5.4095,0.8245,14.36692,4.19433,0.40531,2.681,0.7936,0.5501,1.12215,28.5504,27.1543,14.075,9.113688,1.94742,0.285696,0.965164451,21.6476,8.6486,9.4407,1.082282858,1.2885,1.1309,0,0.7334,0.09873252,3.2472,0.76398628,82.45595632,0,0
12537,543508,Cory,Mazzoni,10,10,0,0,0,10,0,NL,SDN,94.8,0.47829,R,26,0.2567,0.0768,0.00778,0.48886969,0.30791876,0.20321155,3.06,0.30359,41.597,4.1597,3.11994,3.44673,10.678,3.1947,0.4002,6.00281,1.55659,0.17446,0.7975,0.3236,0.4368,0.34601,13.1855,8.305,5.4809,9.6102,2.87523,0.29124,0.717753477,8.5314,3.4666,3.8297,1.172606361,0.4807,0.4889,0,0.6948,0.09602696,3.0906,0.75183798,82.62809819,0,0
5702,448855,Junior,Guerra,35,35,0,0,0,35,0,NL,MIL,93.9,0.40371,R,31,0.2873,0.0889,0.008312,0.47306416,0.31704216,0.20989368,2.94,0.303875,145.894,4.1684,3.120788571,3.433448571,41.9154,12.97,1.4706,19.35804,5.27949,0.57957,2.9451,1.2127,1.5319,1.16701,41.749,27.9797,18.5236,10.77824571,3.335142857,0.311837143,0.757319512,28.1622,12.1364,13.3523,1.175206621,1.7452,1.6453,0,4.9837,0.10525958,3.0484,0.75853757,82.64928488,0,0
2429,446372,Corey,Kluber,211.3448421,32,32,1,211.3448421,0,0,AL,CLE,92.1,0.79356,R,30,0.2485,0.054,0.008843,0.45688209,0.336913,0.2062049,3.15,0.295246,860.875,4.073319185,3.123913001,3.440745432,213.9275,46.4873,1.8488,122.23253,37.13598,3.35479,20.6715,7.6127,4.6487,8.19123,268.8069,198.223,121.3208,9.109981019,1.979635253,0.324182503,0.880284856,183.3948,73.3581,80.7982,1.087711044,13.7508,10.0436,23.3689,0,0.10428416,3.149,0.75134544,82.73138331,2.1019,1.0563
