steamerid,mlbamid,firstname,lastname,IP,G,GS,start_percent,start_IP,relief_IP,SV,League,DBTeamId,FBV,reliability,Throws,age,Krate,BBrate,HBPrate,GBrate,FBrate,LDrate,SIERA,BABIP,TBF,batters_per_IP,ERA,RA,K,BB,IBB,1b,2b,3b,HR,HBP,SH,SF,GB,FB,LD,K9,BB9,HBP9,HR9,H,ER,R,WHIP,W,L,QS,HLD,HR/FB,FIP,LOB%,ERA-,CG,ShO
sa548445,592170,Parker,Bridwell,27.702,4.86,4.86,1,27.702,0,0,AL,BAL,NULL,0.60866,R,24,0.1589,0.1043,0.009229,0.43691207,0.35692864,0.20615929,4.87,0.296819,123.67,4.464298607,4.97014295,5.341423002,19.6511,12.8987,0.2616,18.50089,5.50871,0.54418,3.9537,1.1413,0.6678,1.31696,39.0287,31.8839,18.4159,6.384372969,4.190610786,0.370792723,1.284487291,28.5074,15.2981,16.4409,1.494698361,1.4317,1.9406,1.8474,0,0.12400151,5.0911,0.70534711,131.6249714,0.0536,0.0269
sa550724,593662,Jency,Solis,1,1,0,0,0,1,0,NL,ARI,NULL,0.28469,R,23,0.1456,0.1208,0.010245,0.46617792,0.33113603,0.20268605,5.01,0.297781,4.556,4.556,4.9707,5.3613,0.6633,0.5503,0.0446,0.68331,0.19753,0.02455,0.1178,0.0467,0.0478,0.04472,1.5134,1.075,0.658,5.9697,4.9527,0.4203,1.059754486,1.0231,0.5523,0.5957,1.573434618,0.0404,0.057,0,0,0.10953535,5.1292,0.70394141,131.6435098,0,0
sa550318,595240,Ray,Hanson,1,0.175438596,0.1754,1,1,0,0,AL,LAA,NULL,0.21445,R,26,0.1228,0.0978,0.008509,0.44107675,0.36005729,0.19886596,5.24,0.293876,4.47,4.47,4.9725,5.3568,0.5489,0.4372,0.0095,0.70882,0.20606,0.02209,0.1319,0.038,0.0241,0.05086,1.5091,1.2319,0.6804,4.9401,3.9348,0.342,1.187104764,1.0689,0.5525,0.5952,1.506073403,0.0496,0.0722,0.0666,0,0.10707081,5.1765,0.69800248,131.6885315,0.0019,0.001
sa202276,454446,Ivan,Maldonado,1,0.490421053,0.1084,0.6190901,0.618,0.382,0,FA,FA,NULL,0.35748,R,36,0.13221329,0.09519483,0.010005,0.45101052,0.34399007,0.20499941,4.9690633,0.299835157,4.484,4.484,4.9734,5.3568,0.5929,0.4269,0.0277,0.7154,0.20781,0.02321,0.1313,0.0449,0.0357,0.04823,1.5264,1.1642,0.6938,5.3361,3.8421,0.4041,1.181972821,1.0778,0.5526,0.5952,1.504659345,0.0452,0.0672,0.0395,0,0.11280735,5.07091,0.69880758,131.7233836,0.0011,0.0006
sa828882,656257,Jeff,Brigham,1,0.251298246,0.1593,0.9088287,0.908,0.092,0,NL,LAN,NULL,0.43339,R,24,0.14505251,0.10967409,0.009344,0.46797322,0.33298682,0.19903996,5.0280612,0.296661355,4.508,4.508,4.9752,5.3667,0.6539,0.4944,0.0202,0.68825,0.19974,0.01799,0.1259,0.0421,0.0473,0.0453,1.5306,1.0891,0.651,5.8851,4.4496,0.3789,1.133476173,1.0319,0.5528,0.5963,1.526335301,0.0477,0.0718,0.0597,0,0.11563841,5.0729128,0.69831447,131.7524941,0.0017,0.0009
sa875066,664856,Chance,Adams,1,1,0,0,0,1,0,AL,NYA,NULL,0.15401,R,21,0.163,0.125,0.008754,0.43925945,0.35819807,0.20254248,4.92,0.295106,4.523,4.523,4.9761,5.3478,0.7372,0.5654,0.0443,0.6648,0.18295,0.01767,0.1303,0.0396,0.0244,0.04668,1.3856,1.1299,0.6389,6.6348,5.0886,0.3564,1.172982152,0.9957,0.5529,0.5942,1.56114384,0.0419,0.0554,0,0,0.11534769,5.1689,0.70969334,131.7759266,0,0
sa509404,550014,Adrian,Garza,1,1,0,0,0,1,0,FA,FA,NULL,0.3883,R,28,0.1351,0.1095,0.007697,0.45100619,0.34398828,0.20500553,5.01,0.299744,4.521,4.521,4.977,5.3613,0.6108,0.495,0.0443,0.71467,0.20003,0.02177,0.1247,0.0348,0.0359,0.04768,1.5083,1.1504,0.6856,5.4972,4.455,0.3132,1.122128844,1.0612,0.553,0.5957,1.556153838,0.0414,0.0559,0,0,0.10838055,5.1227,0.70266416,131.8156516,0,0
sa244128,456479,Nelson,Hiraldo,1,0.188631579,0.1726,0.9838311,0.984,0.016,0,FA,FA,NULL,0.1731,R,32,0.12220397,0.0813347,0.009738,0.4509934,0.34401223,0.20499438,4.977413,0.300077775,4.453,4.453,4.9779,5.3622,0.5442,0.3622,0.018,0.72879,0.21614,0.02448,0.1385,0.0434,0.0354,0.04941,1.564,1.193,0.7109,4.8978,3.2598,0.3906,1.246486579,1.1079,0.5531,0.5958,1.470096432,0.0483,0.0732,0.0654,0,0.11609263,5.0629232,0.69543609,131.8283001,0.0019,0.001
sa602555,607601,Jordan,Kipper,1,0.175438596,0.1754,1,1,0,0,AL,LAA,NULL,0.46792,R,23,0.1166,0.093,0.008918,0.44107802,0.36005309,0.19886888,5.25,0.294024,4.466,4.466,4.9779,5.3631,0.5208,0.4154,0.0094,0.71818,0.20879,0.02239,0.1343,0.0398,0.0241,0.05152,1.5286,1.2478,0.6892,4.6872,3.7386,0.3582,1.208802407,1.0837,0.5531,0.5959,1.499072505,0.0495,0.0723,0.0665,0,0.10763855,5.204,0.69806557,131.842135,0.0019,0.001
sa579049,605528,Jason,Wheeler,1,0.175438596,0.1754,1,1,0,0,AL,MIN,NULL,0.67463,L,25,0.1235,0.0754,0.009908,0.43400833,0.35501939,0.21097228,4.93,0.303725,4.431,4.431,4.9788,5.3532,0.5472,0.3341,0.0094,0.73679,0.22638,0.02245,0.1344,0.0439,0.0239,0.05102,1.511,1.236,0.7345,4.9248,3.0069,0.3951,1.209601912,1.12,0.5532,0.5948,1.454127917,0.0505,0.0712,0.0665,0,0.10873804,4.9208,0.68955664,131.8527283,0.0019,0.001
sa829792,657651,Karch,Kowalczyk,1,1,0,0,0,1,0,NL,LAN,NULL,0.30085,R,25,0.1474,0.1251,0.008797,0.46798426,0.33298225,0.19903349,5.05,0.29658,4.558,4.558,4.9788,5.3703,0.6718,0.5702,0.0447,0.6901,0.18962,0.01638,0.117,0.0401,0.0479,0.04472,1.5107,1.0749,0.6425,6.0462,5.1318,0.3609,1.052923871,1.0131,0.5532,0.5967,1.583300681,0.0415,0.0558,0,0,0.10883947,5.1422,0.70340633,131.85008,0,0
sa599742,605482,Cy,Sneed,1,0.18945614,0.1725,0.9831612,0.983,0.017,0,NL,MIL,NULL,0.45621,R,23,0.14817485,0.08547072,0.008355,0.46205384,0.32805552,0.20989064,4.6619174,0.306477893,4.454,4.454,4.9797,5.3613,0.6599,0.3806,0.018,0.7168,0.20902,0.02386,0.1395,0.0372,0.0468,0.0454,1.5379,1.0919,0.6986,5.9391,3.4254,0.3348,1.255301102,1.0891,0.5533,0.5957,1.46974719,0.0448,0.0767,0.0652,0,0.12773871,4.8807823,0.6947186,131.8859464,0.0019,0.0009
sa602653,605428,Max,Povse,1,0.175438596,0.1754,1,1,0,0,NL,ATL,NULL,0.338,R,22,0.1377,0.0982,0.009506,0.46377807,0.3298495,0.20637243,4.97,0.303275,4.498,4.498,4.9806,5.3712,0.6194,0.4417,0.0178,0.71937,0.20873,0.0222,0.1219,0.0428,0.0472,0.04593,1.5531,1.1046,0.6911,5.5746,3.9753,0.3852,1.097128786,1.0722,0.5534,0.5968,1.513912601,0.0419,0.0801,0.0665,0,0.11035959,4.9334,0.69255359,131.8977501,0.0019,0.001
sa603264,608753,Braulio,Ortiz,1,1,0,0,0,1,0,AL,CHA,NULL,0.39205,R,24,0.2041,0.1484,0.010424,0.43883893,0.35786952,0.20329155,4.78,0.299955,4.558,4.558,4.9815,5.3469,0.9303,0.6764,0.0447,0.61544,0.17129,0.01748,0.1127,0.0475,0.0246,0.04262,1.2639,1.0307,0.5855,8.3727,6.0876,0.4275,1.014712985,0.917,0.5535,0.5941,1.593359839,0.042,0.0553,0,0,0.10938769,4.9108,0.70583198,131.9162884,0,0
sa824922,653857,Jorge,Rivera,1,0.646263158,0.0753,0.4296117,0.429,0.571,0,FA,FA,NULL,0.29995,R,22,0.15884345,0.12267209,0.008782,0.45100135,0.34398088,0.20501776,4.996068,0.299196693,4.532,4.532,4.9815,5.3631,0.7199,0.5559,0.033,0.67375,0.19357,0.02146,0.1192,0.0398,0.036,0.04537,1.4345,1.0941,0.6521,6.4791,5.0031,0.3582,1.073049615,1.008,0.5535,0.5959,1.563904598,0.0439,0.0639,0.0269,0,0.10897334,5.0312535,0.70142997,131.9132534,0.0008,0.0004
sa595860,605104,Roman,Rivas,1,0.587719298,0.0877,0.5014532,0.5,0.5,0,FA,FA,NULL,0.40965,R,28,0.11966977,0.08504026,0.010714,0.4510103,0.34399286,0.20499683,4.9705522,0.300130807,4.473,4.473,4.9824,5.3667,0.5353,0.3804,0.0308,0.73632,0.2124,0.02362,0.1354,0.0479,0.0355,0.0495,1.5669,1.1951,0.7122,4.8177,3.4236,0.4311,1.218210057,1.1077,0.5536,0.5963,1.488098642,0.0442,0.0653,0.0314,0,0.1132597,5.10795,0.69788276,131.959986,0.0009,0.0004
sa254802,452168,Sergio,Valenzuela,1,0.175438596,0.1754,1,1,0,0,FA,FA,NULL,0.60215,R,31,0.1117,0.0718,0.008338,0.45100694,0.34399504,0.20499803,5,0.300328,4.431,4.431,4.9833,5.3694,0.4949,0.3181,0.0175,0.74524,0.22121,0.02507,0.143,0.0369,0.0352,0.0505,1.599,1.2196,0.7268,4.4541,2.8629,0.3321,1.28687441,1.1345,0.5537,0.5966,1.452614074,0.0483,0.0735,0.0664,0,0.11724012,5.068,0.69253921,131.9798485,0.0019,0.001
sa604117,608607,Jairo,Munoz,1,0.66522807,0.0712,0.4049202,0.406,0.594,0,NL,PHI,NULL,0.20607,R,24,0.1522893,0.11200652,0.008522,0.46820094,0.3331168,0.19868226,4.870984,0.299153726,4.512,4.512,4.9833,5.3703,0.6872,0.5054,0.0335,0.68757,0.19511,0.01984,0.1276,0.0385,0.0474,0.04481,1.5136,1.0769,0.6423,6.1848,4.5486,0.3465,1.148001182,1.0301,0.5537,0.5967,1.535469812,0.0385,0.069,0.0259,0,0.1184471,5.0495148,0.70035511,131.9795413,0.0007,0.0004
sa736966,642774,Estarlin,Cordero,1,1,0,0,0,1,0,AL,KCA,NULL,0.32684,L,23,0.1304,0.1308,0.008534,0.43623088,0.35618381,0.20758531,5.43,0.292513,4.575,4.575,4.9833,5.3712,0.5965,0.5984,0.0448,0.68771,0.19725,0.02362,0.1123,0.039,0.0247,0.04876,1.4458,1.1805,0.688,5.3685,5.3856,0.351,1.01065382,1.0209,0.5537,0.5968,1.619278358,0.0413,0.056,0,0,0.09512484,5.313,0.70714991,131.9745518,0,0
sa869406,662931,Juan,Rodriguez Savin,1,0.725421053,0.0584,0.3332596,0.333,0.667,0,FA,FA,NULL,0.28467,R,23,0.14670177,0.11446769,0.008516,0.4510116,0.34400539,0.20498301,4.9999779,0.299481558,4.522,4.522,4.9833,5.3676,0.6635,0.5177,0.0355,0.69366,0.19815,0.02188,0.1231,0.0385,0.036,0.04659,1.4735,1.1239,0.6697,5.9715,4.6593,0.3465,1.107782159,1.0368,0.5537,0.5964,1.554470457,0.0433,0.0622,0.0209,0,0.10951767,5.0757174,0.70148968,131.9949202,0.0006,0.0003
sa658034,621261,Corey,Oswalt,1,0.175438596,0.1754,1,1,0,0,NL,NYN,NULL,0.46193,R,22,0.1251,0.0835,0.007517,0.46668406,0.33176757,0.20154836,4.93,0.301802,4.456,4.456,4.9842,5.3757,0.5575,0.3721,0.0176,0.73554,0.21309,0.02211,0.1349,0.0335,0.0468,0.04755,1.6095,1.1442,0.6951,5.0175,3.3489,0.3015,1.213895454,1.1056,0.5538,0.5973,1.477716774,0.0468,0.0751,0.0664,0,0.11787911,4.9892,0.6911106,131.9983869,0.0019,0.001
sa205248,467565,Esteban,Hernandez,1,1,0,0,0,1,0,FA,FA,NULL,0.23258,R,35,0.1387,0.1122,0.009029,0.4510129,0.34399494,0.20499216,5,0.299658,4.531,4.531,4.9851,5.3676,0.6285,0.5084,0.0444,0.70879,0.19838,0.02159,0.1233,0.0409,0.036,0.04729,1.4961,1.1411,0.68,5.6565,4.5756,0.3681,1.109415449,1.052,0.5539,0.5964,1.560431868,0.0413,0.0559,0,0,0.10802593,5.1274,0.70336137,132.0169252,0,0
sa552222,593691,Isaac,Sanchez,1,1,0,0,0,1,0,NL,PIT,NULL,0.41623,R,23,0.1342,0.1148,0.011036,0.46312312,0.3290991,0.20777778,5.06,0.303294,4.566,4.566,4.9851,5.3784,0.6128,0.5242,0.0447,0.73288,0.19773,0.01949,0.1071,0.0504,0.0479,0.04558,1.5422,1.0959,0.6919,5.5152,4.7178,0.4536,0.964248379,1.0572,0.5539,0.5976,1.58143737,0.0412,0.0561,0,0,0.09776322,5.025,0.69793983,132.0328152,0,0
sa504957,553849,Remberto,Romo,1,1,0,0,0,1,0,FA,FA,NULL,0.42353,R,24,0.1588,0.1294,0.008008,0.45100514,0.34398965,0.20500521,5.01,0.299177,4.554,4.554,4.9878,5.3694,0.7231,0.5893,0.0446,0.67646,0.18932,0.0206,0.1156,0.0365,0.0362,0.0452,1.4291,1.09,0.6496,6.5079,5.3037,0.3285,1.040242382,1.002,0.5542,0.5966,1.591254234,0.0413,0.0559,0,0,0.10603898,5.0678,0.70340881,132.085782,0,0
sa737839,641295,Mike,Adams,1,1,0,0,0,1,0,AL,BOS,NULL,0.36185,L,25,0.1287,0.1108,0.00867,0.43090775,0.35291513,0.21617712,5.15,0.30123,4.537,4.537,4.9878,5.3676,0.5839,0.5027,0.0445,0.70947,0.22362,0.02167,0.1184,0.0393,0.0245,0.04937,1.4597,1.1955,0.7323,5.2551,4.5243,0.3537,1.065852542,1.0732,0.5542,0.5964,1.575888086,0.0443,0.0529,0,0,0.09906153,5.1318,0.70290876,132.101672,0,0
sa657906,621072,Nick,Travieso,1,0.182035088,0.174,0.9922066,0.992,0.008,0,NL,CIN,NULL,0.55428,R,22,0.14031276,0.09939065,0.010999,0.46623251,0.33116257,0.20260492,4.9556357,0.29467096,4.491,4.491,4.9887,5.3793,0.6302,0.4465,0.0179,0.69122,0.19661,0.02113,0.1425,0.0494,0.0472,0.04568,1.5464,1.0984,0.672,5.6718,4.0185,0.4446,1.282579506,1.0515,0.5543,0.5977,1.497966168,0.0448,0.0768,0.0657,0,0.1297422,5.2138888,0.70457654,132.1340452,0.0019,0.001
sa658932,622240,Brandon,Farley,1,1,0,0,0,1,0,NL,SFN,NULL,0.15986,R,25,0.1341,0.1363,0.008405,0.46729487,0.33219115,0.20051398,5.4,0.294938,4.602,4.602,4.9887,5.3901,0.6171,0.6272,0.0451,0.69738,0.18752,0.02385,0.0991,0.0387,0.0483,0.04518,1.5274,1.0858,0.6554,5.5539,5.6448,0.3483,0.891506763,1.0078,0.5543,0.5989,1.63500667,0.0401,0.0572,0,0,0.09122887,5.1852,0.70018709,132.109617,0,0
sa509457,480517,Eder,Llamas,1,1,0,0,0,1,0,FA,FA,NULL,0.45889,R,30,0.1377,0.111,0.009403,0.45099985,0.34400842,0.20499173,5,0.299682,4.531,4.531,4.9905,5.373,0.6239,0.5029,0.0444,0.71059,0.19888,0.02165,0.1237,0.0426,0.036,0.04741,1.4998,1.144,0.6817,5.6151,4.5261,0.3834,1.113198912,1.0548,0.5545,0.597,1.557709858,0.0413,0.056,0,0,0.10811955,5.1307,0.70301858,132.157287,0,0
10058,554431,Tyler,Matzek,55.02126385,9.72,9.72,1,55.02126385,0,0,NL,COL,91.3,0.64186,L,25,0.175,0.1171,0.008414,0.46312202,0.31408299,0.22279499,4.77,0.310122,249.078,4.526940724,4.991155796,5.376697649,43.5886,29.167,0.8865,37.5042,11.08217,1.23553,6.4724,2.0957,2.6153,2.24294,79.4559,53.8859,38.224,7.129923461,4.7709373,0.342800195,1.058708705,56.2943,30.5133,32.8703,1.55324113,2.8228,3.9003,3.61,0,0.12011283,4.7834,0.69668437,132.1837704,0.1682,0.0845
sa550155,592594,Trey,Nielsen,1,0.234807018,0.1628,0.9286825,0.928,0.072,0,NL,SLN,NULL,0.4453,R,24,0.13061875,0.09873519,0.008169,0.46493974,0.32995629,0.20510397,5.0493335,0.302469309,4.501,4.501,4.9914,5.3856,0.588,0.4444,0.0196,0.72757,0.20875,0.02274,0.1214,0.0367,0.0473,0.04644,1.5741,1.1171,0.6944,5.292,3.9996,0.3303,1.092890497,1.0805,0.5546,0.5984,1.5248965,0.0472,0.0729,0.0609,0,0.10870314,4.9799488,0.69215472,132.201652,0.0018,0.0009
sa707775,642169,Bryan,Verbitsky,1,1,0,0,0,1,0,NL,SDN,NULL,0.3632,R,24,0.1767,0.1402,0.007975,0.46588444,0.3309012,0.20321436,4.93,0.303121,4.577,4.577,4.9914,5.3766,0.8087,0.6416,0.0448,0.66677,0.17845,0.02007,0.1033,0.0365,0.0481,0.04193,1.4175,1.0068,0.6183,7.2783,5.7744,0.3285,0.929480417,0.9686,0.5546,0.5974,1.610172085,0.0378,0.0596,0,0,0.10257807,4.8935,0.69854317,132.1784737,0,0
6577,457786,Anthony,Vasquez,1,0.175438596,0.1754,1,1,0,0,AL,SEA,83.5,0.64628,L,29,0.1192,0.0839,0.009145,0.43972039,0.35877226,0.20150735,5.1,0.297571,4.44,4.44,4.9923,5.3721,0.5293,0.3726,0.0089,0.72638,0.21726,0.01954,0.1342,0.0406,0.024,0.05149,1.5286,1.2472,0.7005,4.7637,3.3534,0.3654,1.208116907,1.0974,0.5547,0.5969,1.470024065,0.0475,0.0744,0.0663,0,0.10762926,5.0601,0.69080493,132.2102538,0.0019,0.001
sa194674,443169,Alfredo,Garcia,1,0.240578947,0.1616,0.921219,0.921,0.079,0,FA,FA,NULL,0.36931,R,42,0.10655745,0.06870903,0.008632,0.45099025,0.34400402,0.20500573,5.0047901,0.300450819,4.43,4.43,4.9923,5.3784,0.472,0.3044,0.0196,0.75363,0.22272,0.02517,0.1444,0.0382,0.0352,0.05098,1.6145,1.2315,0.7339,4.248,2.7396,0.3438,1.299468962,1.1459,0.5547,0.5976,1.450311189,0.0476,0.0724,0.0606,0,0.11724356,5.0948583,0.69257686,132.2231167,0.0017,0.0009
sa510106,514640,Wilsen,Palacios,1,0.182035088,0.174,0.9920922,0.992,0.008,0,AL,DET,NULL,0.47822,R,26,0.12851035,0.08247549,0.007062,0.44018512,0.35915124,0.20066364,4.9554135,0.300184005,4.426,4.426,4.9923,5.3685,0.5688,0.3651,0.0096,0.72022,0.20825,0.03068,0.1401,0.0312,0.0239,0.05094,1.5123,1.2339,0.6894,5.1192,3.2859,0.2808,1.260520252,1.0992,0.5547,0.5965,1.464298394,0.0517,0.0699,0.0656,0,0.11350823,5.0060864,0.69184725,132.2206988,0.0019,0.001
sa658663,622095,Aaron,Brooks,1,1,0,0,0,1,0,AL,SEA,NULL,0.32775,R,24,0.1326,0.1073,0.008713,0.43972664,0.35875799,0.20151538,5.04,0.298056,4.509,4.509,4.9932,5.3703,0.5978,0.4838,0.0442,0.71534,0.19986,0.01961,0.1272,0.0393,0.0243,0.04986,1.4799,1.2074,0.6782,5.3802,4.3542,0.3537,1.145135215,1.062,0.5548,0.5967,1.545849711,0.0409,0.0564,0,0,0.10538119,5.1618,0.70251412,132.2314405,0,0
sa505234,573667,Todd,Van Steensel,1,1,0,0,0,1,0,AL,MIN,NULL,0.37459,R,25,0.1731,0.1324,0.009381,0.43402441,0.35500226,0.21097333,4.9,0.303414,4.556,4.556,4.995,5.3658,0.7886,0.6032,0.0446,0.66714,0.18919,0.02146,0.1128,0.0427,0.0246,0.04543,1.344,1.0993,0.6533,7.0974,5.4288,0.3843,1.014979754,0.9906,0.555,0.5962,1.593762512,0.0424,0.0548,0,0,0.10258849,4.9606,0.70355664,132.2817589,0,0
sa837103,659070,Benjamin,Bracewell,1,1,0,0,0,1,0,AL,OAK,NULL,0.2539,R,25,0.144,0.1119,0.008536,0.43791285,0.3579177,0.20416944,4.96,0.303015,4.519,4.519,4.9968,5.3712,0.6507,0.5056,0.0443,0.70818,0.20339,0.0229,0.118,0.0386,0.0244,0.04879,1.4452,1.1812,0.6738,5.8563,4.5504,0.3474,1.061653953,1.0524,0.5552,0.5968,1.558027693,0.0414,0.0559,0,0,0.09986586,4.9987,0.69845658,132.3320773,0,0
sa857604,664082,Michael,Boyle,1,0.248,0.16,0.9109832,0.912,0.088,0,NL,LAN,NULL,0.15213,L,22,0.12983583,0.10748773,0.008818,0.46799321,0.33296595,0.19904084,5.1855492,0.296122295,4.516,4.516,4.9977,5.3946,0.5864,0.4854,0.0202,0.7075,0.20694,0.01601,0.1218,0.0398,0.0474,0.04647,1.5711,1.1178,0.6682,5.2776,4.3686,0.3582,1.096585021,1.0523,0.5553,0.5994,1.537687963,0.0477,0.072,0.0603,0,0.10900231,5.1207736,0.69520389,132.3565055,0.0017,0.0009
sa329081,503444,Joel,De La Cruz,1,0.374157895,0.1332,0.7629496,0.759,0.241,0,AL,NYA,NULL,0.5864,R,27,0.12226849,0.07627471,0.008856,0.43923756,0.35822097,0.20254147,4.9106582,0.296110574,4.421,4.421,4.9986,5.373,0.5406,0.3373,0.0174,0.72416,0.20876,0.02068,0.157,0.0392,0.0239,0.05143,1.5278,1.246,0.7045,4.8654,3.0357,0.3528,1.413395092,1.1106,0.5554,0.597,1.44794749,0.0466,0.0693,0.0479,0,0.12603844,5.2238546,0.70240456,132.36279,0.0014,0.0007
sa549252,502092,Edward,Mccray,1,0.198526316,0.1705,0.9722661,0.972,0.028,0,AL,CHA,NULL,0.27714,R,28,0.14856268,0.0871664,0.009814,0.4388578,0.35785641,0.20328579,4.7572424,0.301317947,4.435,4.435,4.9995,5.3685,0.6589,0.3866,0.0103,0.69842,0.20694,0.0224,0.1451,0.0435,0.024,0.04912,1.4585,1.1893,0.6756,5.9301,3.4794,0.3915,1.305752132,1.0728,0.5555,0.5965,1.459422304,0.049,0.0721,0.064,0,0.12199073,4.9926256,0.69735236,132.3917919,0.0018,0.0009
sa598245,607433,Nick,Mutz,1,1,0,0,0,1,0,NL,SDN,NULL,0.207,R,26,0.1532,0.122,0.00835,0.46586882,0.33092944,0.20320174,4.93,0.303681,4.556,4.556,4.9995,5.3865,0.6979,0.5558,0.0446,0.70574,0.1889,0.02125,0.1116,0.038,0.0478,0.0443,1.4987,1.0646,0.6537,6.2811,5.0022,0.342,1.0046174,1.0275,0.5555,0.5985,1.583313505,0.0378,0.0597,0,0,0.10485079,4.9707,0.6981473,132.392989,0,0
sa689796,625283,Patrick,Scoggin,1,0.624824561,0.0798,0.453606,0.455,0.545,0,NL,ATL,NULL,0.1999,R,25,0.15154747,0.11960004,0.008502,0.46378921,0.32984488,0.20636592,5.007113,0.302939345,4.548,4.548,4.9995,5.3901,0.6892,0.5439,0.0325,0.70002,0.19644,0.02053,0.1125,0.0386,0.0478,0.04433,1.4979,1.0653,0.6665,6.2028,4.8951,0.3474,1.012870317,1.0295,0.5555,0.5989,1.573440378,0.0392,0.0694,0.0293,0,0.10564268,4.9661375,0.69656403,132.4023111,0.0008,0.0004
sa736761,642496,Emilio,Vargas,1,0.37745614,0.1325,0.7544326,0.755,0.245,0,NL,ARI,NULL,0.23765,R,19,0.13425691,0.10387642,0.009516,0.46616856,0.33114166,0.20268978,5.0459752,0.298073944,4.512,4.512,4.9995,5.3928,0.6058,0.4687,0.0244,0.69471,0.21033,0.02692,0.1286,0.0429,0.0473,0.04607,1.5598,1.108,0.6782,5.4522,4.2183,0.3861,1.157017208,1.0605,0.5555,0.5992,1.529208506,0.0444,0.0714,0.0491,0,0.1160266,5.128405,0.69886424,132.4065485,0.0014,0.0007
sa658273,621274,William,Gabay,1,1,0,0,0,1,0,FA,FA,NULL,0.1874,R,24,0.1419,0.1164,0.008798,0.45100541,0.3439949,0.2049997,5.02,0.299581,4.541,4.541,5.0013,5.3847,0.6444,0.5286,0.0445,0.70335,0.19685,0.02142,0.122,0.04,0.0361,0.04694,1.4848,1.1325,0.6749,5.7996,4.7574,0.36,1.097825289,1.0436,0.5557,0.5983,1.572205376,0.0413,0.056,0,0,0.10770913,5.1367,0.70340119,132.440659,0,0
9137,457711,Sean,O'Sullivan,1,0.175438596,0.1754,1,1,0,0,NL,PHI,89,0.71172,R,28,0.1389,0.0731,0.008863,0.43116944,0.37013713,0.19869343,4.73,0.300334,4.423,4.423,5.0022,5.3658,0.6143,0.3233,0.023,0.70257,0.21757,0.02274,0.1555,0.0392,0.0464,0.05228,1.4652,1.2578,0.6752,5.5287,2.9097,0.3528,1.399731701,1.0984,0.5558,0.5962,1.421713622,0.041,0.081,0.0661,0,0.12364903,5.0147,0.69556726,132.4830324,0.0014,0.0007
sa546482,591672,Osmel,Morales,1,0.774894737,0.0479,0.2736539,0.273,0.727,0,AL,SEA,NULL,0.36297,R,23,0.14377656,0.11417933,0.008318,0.43971782,0.35877398,0.20150819,5.0557789,0.297801883,4.513,4.513,5.0022,5.3802,0.6488,0.5153,0.0347,0.69536,0.19747,0.01956,0.1253,0.0376,0.0244,0.04873,1.4461,1.1799,0.6627,5.8392,4.6377,0.3384,1.128042862,1.0377,0.5558,0.5978,1.553023822,0.0422,0.0618,0.0167,0,0.10622773,5.1245166,0.70156766,132.4805139,0.0005,0.0002
sa599350,607540,Isaac,Gil,1,1,0,0,0,1,0,AL,TBA,NULL,0.3428,R,24,0.1236,0.1104,0.008652,0.44026138,0.35922644,0.20051217,5.21,0.294385,4.521,4.521,5.0022,5.3856,0.5588,0.4991,0.0443,0.71625,0.19534,0.02213,0.1268,0.0391,0.0244,0.05039,1.4957,1.2204,0.6812,5.0292,4.4919,0.3519,1.141489784,1.0606,0.5558,0.5984,1.55965756,0.0407,0.0566,0,0,0.10392674,5.2798,0.70388605,132.4856808,0,0
sa733608,626997,Nicolas,Heredia,1,0.224087719,0.1651,0.9416871,0.941,0.059,0,FA,FA,NULL,0.46917,R,23,0.14134442,0.09969826,0.011619,0.4509798,0.34402938,0.20499082,4.9802604,0.299619445,4.493,4.493,5.0031,5.3856,0.6351,0.448,0.0193,0.6981,0.20653,0.02335,0.1302,0.0522,0.0357,0.04736,1.4982,1.1429,0.681,5.7159,4.032,0.4698,1.171995767,1.0582,0.5559,0.5984,1.506207352,0.0476,0.0729,0.0616,0,0.11393976,5.0573235,0.69763063,132.4891024,0.0018,0.0009
sa507042,547532,Pedro,Encarnacion,1,0.276035088,0.154,0.878,0.878,0.122,0,NL,WAS,NULL,0.30564,R,25,0.1349718,0.0956128,0.009441,0.46300964,0.32901408,0.20797628,4.94462,0.3047207,4.5,4.5,5.004,5.3937,0.6074,0.4302,0.021,0.73352,0.20887,0.01951,0.1237,0.0425,0.0473,0.04613,1.5615,1.1096,0.7014,5.4666,3.8718,0.3825,1.113382194,1.0856,0.556,0.5993,1.515802449,0.0476,0.0711,0.0574,0,0.11148985,4.9455406,0.69236572,132.5258666,0.0017,0.0008
sa503277,572687,Tristan,Archer,1,0.77077193,0.0488,0.2800355,0.278,0.722,0,NL,MIL,NULL,0.45617,R,25,0.14822314,0.09889585,0.0086,0.46206229,0.32804697,0.20989074,4.706016,0.306462327,4.503,4.503,5.0058,5.3865,0.6675,0.4453,0.0368,0.71954,0.20223,0.02266,0.1326,0.0387,0.0472,0.04507,1.5267,1.0839,0.6935,6.0075,4.0077,0.3483,1.193477672,1.077,0.5562,0.5985,1.522342437,0.0403,0.064,0.0164,0,0.12234397,4.974927,0.69983218,132.5565503,0.0005,0.0002
