key,away,bp_away_0,bp_away_1,bp_away_10,bp_away_11,bp_away_12,bp_away_13,bp_away_14,bp_away_15,bp_away_16,bp_away_17,bp_away_18,bp_away_19,bp_away_2,bp_away_20,bp_away_21,bp_away_3,bp_away_4,bp_away_5,bp_away_6,bp_away_7,bp_away_8,bp_away_9,bp_home_0,bp_home_1,bp_home_10,bp_home_11,bp_home_12,bp_home_13,bp_home_14,bp_home_15,bp_home_16,bp_home_17,bp_home_18,bp_home_19,bp_home_2,bp_home_20,bp_home_21,bp_home_3,bp_home_4,bp_home_5,bp_home_6,bp_home_7,bp_home_8,bp_home_9,date,home
2018/05/29/chnmlb-pitmlb-1,Chicago Cubs,543022.0,608652.0,518553.0,488846.0,453344.0,,,,,,,,543294.0,,,543557.0,500779.0,600968.0,467008.0,458677.0,452657.0,605218.0,643230.0,605195.0,593140.0,553878.0,,,,,,,,,641771.0,,,605397.0,592791.0,592866.0,592468.0,607192.0,650828.0,593144.0,2018-05-29,Pittsburgh Pirates
2018/05/29/houmlb-nyamlb-1,Houston Astros,543037.0,571704.0,444468.0,606965.0,502748.0,,,,,,,,501789.0,,,572971.0,621121.0,543521.0,434378.0,450203.0,448609.0,501925.0,595918.0,593334.0,502085.0,476454.0,547973.0,,,,,,,,543243.0,,,643338.0,592454.0,622663.0,592741.0,547888.0,282332.0,656547.0,2018-05-29,New York Yankees
2018/05/29/wasmlb-balmlb-1,Washington Nationals,525768.0,461829.0,519301.0,445213.0,448281.0,,,,,,,,641627.0,,,518875.0,543699.0,453286.0,544931.0,593833.0,476451.0,502522.0,606478.0,542947.0,571710.0,542960.0,,,,,,,,,488768.0,,,612434.0,502171.0,592332.0,605276.0,605541.0,605164.0,656945.0,2018-05-29,Baltimore Orioles
2018/05/29/anamlb-detmlb-1,Los Angeles Angels,642545.0,592135.0,501625.0,605121.0,453284.0,,,,,,,,571760.0,,,462382.0,592570.0,660271.0,572070.0,572140.0,607374.0,598287.0,571510.0,488786.0,,,,,,,,,,,571666.0,,,572888.0,543278.0,641729.0,605242.0,592499.0,571656.0,599683.0,2018-05-29,Detroit Tigers
2018/05/29/tormlb-bosmlb-1,Toronto Blue Jays,446099.0,448802.0,607352.0,461325.0,592130.0,,,,,,,,543208.0,,,457918.0,493200.0,502593.0,592717.0,572193.0,462136.0,571901.0,598264.0,592390.0,584171.0,518886.0,,,,,,,,,598271.0,,,519141.0,456034.0,593958.0,519242.0,453214.0,519144.0,523260.0,2018-05-29,Boston Red Sox
2018/05/29/nynmlb-atlmlb-1,New York Mets,594798.0,544727.0,642008.0,639373.0,,,,,,,,,607229.0,,,607625.0,570663.0,450306.0,554430.0,571927.0,623149.0,460283.0,592145.0,641438.0,434671.0,605538.0,595465.0,,,,,,,,592314.0,,,518693.0,435221.0,621345.0,493247.0,656794.0,527054.0,527055.0,2018-05-29,Atlanta Braves
2018/05/29/slnmlb-milmlb-1,St. Louis Cardinals,605154.0,446399.0,592815.0,663855.0,,,,,,,,,656427.0,,,607231.0,544928.0,594577.0,571945.0,502032.0,596133.0,608379.0,458006.0,502624.0,606930.0,543359.0,592865.0,,,,,,,,468504.0,,,448855.0,623352.0,502026.0,608349.0,608718.0,605200.0,457429.0,2018-05-29,Milwaukee Brewers
2018/05/29/minmlb-kcamlb-1,Minnesota Twins,621244.0,435043.0,543483.0,573124.0,,,,,,,,,458681.0,,,543606.0,519151.0,407845.0,622864.0,502043.0,592665.0,657610.0,434628.0,657612.0,592094.0,605130.0,,,,,,,,,596001.0,,,641745.0,453178.0,572143.0,518633.0,641838.0,543169.0,516969.0,2018-05-29,Kansas City Royals
2018/05/29/sfnmlb-colmlb-1,San Francisco Giants,473879.0,502706.0,519293.0,518715.0,621389.0,,,,,,,,572955.0,,,606625.0,608717.0,519326.0,605498.0,453265.0,502188.0,605446.0,542881.0,518452.0,445197.0,543766.0,572044.0,,,,,,,,451584.0,,,592351.0,608566.0,459429.0,643466.0,543734.0,607536.0,623184.0,2018-05-29,Colorado Rockies
2018/05/29/cinmlb-arimlb-1,Cincinnati Reds,456701.0,571670.0,456696.0,607237.0,,,,,,,,,518774.0,,,453172.0,641816.0,593974.0,660875.0,607219.0,623451.0,622491.0,453329.0,605177.0,605151.0,502202.0,,,,,,,,,571578.0,,,407822.0,425844.0,571863.0,519008.0,477569.0,643327.0,673633.0,2018-05-29,Arizona Diamondbacks
2018/05/29/tbamlb-oakmlb-1,Tampa Bay Rays,621237.0,542882.0,475054.0,489265.0,,,,,,,,,521655.0,,,573064.0,643493.0,592773.0,642232.0,605483.0,458924.0,621289.0,502239.0,543056.0,605254.0,641941.0,623430.0,,,,,,,,501822.0,,,640455.0,596043.0,593423.0,433589.0,570702.0,595014.0,642152.0,2018-05-29,Oakland Athletics
2018/05/29/miamlb-sdnmlb-1,Miami Marlins,607457.0,612672.0,543045.0,594027.0,606424.0,,,,,,,,628333.0,,,622694.0,592761.0,608716.0,570632.0,621295.0,446899.0,573185.0,572362.0,461833.0,543272.0,628318.0,489446.0,,,,,,,,641778.0,,,543475.0,571951.0,453385.0,621381.0,475115.0,489334.0,643256.0,2018-05-29,San Diego Padres
2018/05/29/phimlb-lanmlb-1,Philadelphia Phillies,644364.0,622554.0,593576.0,488984.0,591693.0,,,,,,,,621107.0,,,472610.0,571800.0,605388.0,605400.0,601713.0,592826.0,453562.0,621111.0,554340.0,451661.0,543339.0,,,,,,,,,445276.0,,,548389.0,622072.0,628317.0,518397.0,592340.0,571561.0,520980.0,2018-05-29,Los Angeles Dodgers
2018/05/29/texmlb-seamlb-1,Texas Rangers,501817.0,445926.0,455119.0,592222.0,605309.0,,,,,,,,112526.0,,,450729.0,430935.0,600917.0,501985.0,502212.0,456713.0,518617.0,517008.0,594835.0,656186.0,621242.0,607473.0,,,,,,,,502190.0,,,453281.0,504379.0,572020.0,433587.0,572021.0,475857.0,519240.0,2018-05-29,Seattle Mariners
2018/05/30/tormlb-bosmlb-1,Toronto Blue Jays,446099.0,592130.0,543208.0,493200.0,572193.0,,,,,,,,607352.0,,,461325.0,462136.0,448802.0,457918.0,571901.0,502593.0,592717.0,592390.0,523260.0,598271.0,518886.0,,,,,,,,,519141.0,,,519144.0,456034.0,519242.0,584171.0,453214.0,593958.0,598264.0,2018-05-30,Boston Red Sox
2018/05/30/chamlb-clemlb-1,Chicago White Sox,571476.0,607481.0,605240.0,518858.0,465657.0,,,,,,,,592229.0,,,608337.0,502327.0,448306.0,625643.0,458690.0,501593.0,541652.0,592102.0,545333.0,542924.0,605359.0,664701.0,,,,,,,,471911.0,,,605182.0,502083.0,621397.0,519096.0,519166.0,458708.0,446372.0,2018-05-30,Cleveland Indians
2018/05/30/slnmlb-milmlb-1,St. Louis Cardinals,605154.0,446399.0,544928.0,592815.0,,,,,,,,,656427.0,,,663855.0,571945.0,502032.0,608379.0,596133.0,621052.0,607231.0,458006.0,502624.0,623352.0,608349.0,,,,,,,,,606930.0,,,468504.0,543359.0,457429.0,608718.0,592865.0,448855.0,502026.0,2018-05-30,Milwaukee Brewers
2018/05/30/cinmlb-arimlb-1,Cincinnati Reds,622491.0,571670.0,607237.0,628452.0,,,,,,,,,518774.0,,,456696.0,547179.0,641816.0,623451.0,607219.0,593974.0,453172.0,502202.0,605151.0,605177.0,519008.0,,,,,,,,,453329.0,,,407822.0,643327.0,425844.0,673633.0,571863.0,571578.0,477569.0,2018-05-30,Arizona Diamondbacks
2018/05/30/houmlb-nyamlb-1,Houston Astros,543037.0,606965.0,434378.0,572971.0,543521.0,,,,,,,,571704.0,,,501789.0,621121.0,450203.0,502748.0,444468.0,448609.0,501925.0,476454.0,595918.0,622663.0,502085.0,547973.0,,,,,,,,593334.0,,,543243.0,643338.0,656547.0,592454.0,282332.0,592741.0,547888.0,2018-05-30,New York Yankees
2018/05/30/chnmlb-pitmlb-1,Chicago Cubs,543022.0,518553.0,600968.0,543508.0,458677.0,,,,,,,,488846.0,,,608652.0,452657.0,543557.0,453344.0,500779.0,467008.0,543294.0,643230.0,593140.0,605195.0,553878.0,,,,,,,,,607192.0,,,592468.0,641771.0,593144.0,650828.0,592791.0,592866.0,605397.0,2018-05-30,Pittsburgh Pirates
2018/05/30/wasmlb-balmlb-1,Washington Nationals,525768.0,461829.0,593833.0,453286.0,448281.0,,,,,,,,641627.0,,,476451.0,518875.0,445213.0,502522.0,543699.0,519301.0,544931.0,606478.0,542947.0,612434.0,643354.0,605541.0,,,,,,,,542960.0,,,605164.0,488768.0,502171.0,592332.0,571710.0,656945.0,605276.0,2018-05-30,Baltimore Orioles
2018/05/30/anamlb-detmlb-1,Los Angeles Angels,501625.0,605121.0,592135.0,462382.0,592570.0,,,,,,,,642545.0,,,571760.0,453284.0,598287.0,572070.0,572140.0,607374.0,660271.0,592127.0,571510.0,641729.0,572888.0,,,,,,,,,543001.0,,,571656.0,605242.0,543278.0,592499.0,599683.0,571666.0,488786.0,2018-05-30,Detroit Tigers
2018/05/30/nynmlb-atlmlb-1,New York Mets,571473.0,639373.0,450306.0,623402.0,544727.0,607229.0,,,,,,,460283.0,,,571577.0,594798.0,607625.0,571927.0,570663.0,623149.0,554430.0,592145.0,592314.0,641438.0,518693.0,462515.0,,,,,,,,435221.0,,,621345.0,493247.0,656794.0,434671.0,527055.0,595465.0,527054.0,2018-05-30,Atlanta Braves
2018/05/30/minmlb-kcamlb-1,Minnesota Twins,621244.0,435043.0,622864.0,642083.0,519151.0,,,,,,,,502043.0,,,657610.0,458681.0,543483.0,543606.0,592665.0,407845.0,573124.0,592094.0,605130.0,641838.0,657612.0,516969.0,,,,,,,,518633.0,,,434628.0,596001.0,453178.0,641745.0,656805.0,572143.0,543169.0,2018-05-30,Kansas City Royals
2018/05/30/sfnmlb-colmlb-1,San Francisco Giants,595881.0,621389.0,453265.0,473879.0,519326.0,,,,,,,,518715.0,,,572955.0,605446.0,519293.0,608717.0,605498.0,502706.0,606625.0,542881.0,518452.0,623184.0,459429.0,543734.0,,,,,,,,451584.0,,,445197.0,607536.0,608566.0,572044.0,543766.0,592351.0,643466.0,2018-05-30,Colorado Rockies
2018/05/30/tbamlb-oakmlb-1,Tampa Bay Rays,621237.0,542882.0,521655.0,573064.0,,,,,,,,,643493.0,,,475054.0,489265.0,605483.0,592773.0,458924.0,642232.0,543135.0,502239.0,623430.0,640455.0,570702.0,543056.0,501822.0,,,,,,,605254.0,,,572998.0,596043.0,593423.0,641941.0,433589.0,595014.0,642152.0,2018-05-30,Oakland Athletics
2018/05/30/miamlb-sdnmlb-1,Miami Marlins,612672.0,543045.0,608716.0,607457.0,446899.0,,,,,,,,628333.0,,,606424.0,594027.0,622694.0,592761.0,573185.0,621295.0,570632.0,643256.0,572362.0,489446.0,453385.0,621381.0,,,,,,,,543272.0,,,461833.0,641778.0,543475.0,628318.0,571951.0,475115.0,489334.0,2018-05-30,San Diego Padres
2018/05/30/phimlb-lanmlb-1,Philadelphia Phillies,453562.0,622554.0,621107.0,644364.0,571800.0,,,,,,,,472610.0,,,488984.0,605388.0,593576.0,605400.0,601713.0,591693.0,592826.0,518397.0,520980.0,548389.0,554340.0,519381.0,,,,,,,,621111.0,,,571561.0,451661.0,592340.0,543339.0,445276.0,642701.0,622072.0,2018-05-30,Los Angeles Dodgers
2018/05/30/texmlb-seamlb-1,Texas Rangers,456713.0,445926.0,600917.0,592222.0,605309.0,,,,,,,,112526.0,,,518617.0,450729.0,430935.0,455119.0,501985.0,519043.0,501817.0,517008.0,621242.0,519240.0,504379.0,607473.0,,,,,,,,594835.0,,,433587.0,502190.0,453281.0,572021.0,572020.0,656186.0,475857.0,2018-05-30,Seattle Mariners
2018/05/31/anamlb-detmlb-1,Los Angeles Angels,501625.0,642545.0,571760.0,598287.0,605121.0,,,,,,,,592135.0,,,462382.0,592570.0,660271.0,453284.0,572070.0,572140.0,607374.0,592127.0,571510.0,641729.0,572888.0,,,,,,,,,571656.0,,,571666.0,605242.0,543278.0,592499.0,543001.0,599683.0,488786.0,2018-05-31,Detroit Tigers
2018/05/31/tbamlb-oakmlb-1,Tampa Bay Rays,621237.0,542882.0,642232.0,573064.0,,,,,,,,,543135.0,,,521655.0,643493.0,475054.0,489265.0,605483.0,458924.0,592773.0,502239.0,543056.0,596043.0,572998.0,595014.0,,,,,,,,623430.0,,,605254.0,501822.0,640455.0,593423.0,641941.0,433589.0,642152.0,2018-05-31,Oakland Athletics
2018/05/31/chnmlb-nynmlb-1,Chicago Cubs,543022.0,608652.0,488846.0,467008.0,453344.0,,,,,,,,543294.0,,,452657.0,543508.0,543557.0,600968.0,458677.0,500779.0,518553.0,594798.0,544727.0,460283.0,571473.0,571577.0,639373.0,,,,,,,607229.0,,,571927.0,623402.0,623149.0,450306.0,554430.0,607625.0,570663.0,2018-05-31,New York Mets
2018/05/31/pitmlb-slnmlb-1,Pittsburgh Pirates,643230.0,593140.0,605195.0,553878.0,,,,,,,,,592468.0,,,641771.0,605397.0,593144.0,650828.0,592791.0,592866.0,607192.0,446399.0,596295.0,594577.0,,,,,,,,,,571945.0,,,592815.0,608379.0,656427.0,544928.0,605154.0,663855.0,502032.0,2018-05-31,St. Louis Cardinals
2018/05/31/phimlb-lanmlb-1,Philadelphia Phillies,644364.0,453562.0,592826.0,605400.0,622554.0,,,,,,,,621107.0,,,472610.0,488984.0,643410.0,605388.0,593576.0,601713.0,591693.0,518397.0,621111.0,451661.0,571561.0,445276.0,,,,,,,,554340.0,,,592340.0,543339.0,642701.0,548389.0,622072.0,477132.0,520980.0,2018-05-31,Los Angeles Dodgers
2018/05/31/wasmlb-atlmlb-1,Washington Nationals,448281.0,461829.0,543699.0,525768.0,593833.0,,,,,,,,476451.0,,,518875.0,445213.0,425492.0,502522.0,453286.0,519301.0,544931.0,592145.0,641438.0,656794.0,595465.0,527055.0,,,,,,,,592314.0,,,518693.0,435221.0,621345.0,493247.0,434671.0,462515.0,527054.0,2018-05-31,Atlanta Braves
2018/05/31/bosmlb-houmlb-1,Boston Red Sox,598264.0,592390.0,519141.0,453214.0,,,,,,,,,598271.0,,,523260.0,518886.0,519144.0,456034.0,593958.0,519242.0,584171.0,543037.0,606965.0,501789.0,444468.0,571704.0,,,,,,,,572971.0,,,543521.0,450203.0,502748.0,448609.0,501925.0,434378.0,621121.0,2018-05-31,Houston Astros
2018/05/31/clemlb-minmlb-1,Cleveland Indians,545333.0,471911.0,621397.0,605359.0,592102.0,,,,,,,,605182.0,,,446372.0,519166.0,458708.0,669456.0,519096.0,542924.0,502083.0,621244.0,502043.0,608648.0,592665.0,435043.0,,,,,,,,657610.0,,,458681.0,543483.0,519151.0,407845.0,622864.0,543606.0,573124.0,2018-05-31,Minnesota Twins
2018/05/31/miamlb-sdnmlb-1,Miami Marlins,607457.0,543045.0,628333.0,594027.0,621295.0,,,,,,,,606424.0,,,622694.0,592761.0,608716.0,573185.0,570632.0,446899.0,612672.0,643256.0,572362.0,489446.0,461833.0,543272.0,,,,,,,,641778.0,,,628318.0,571951.0,453385.0,475115.0,489334.0,621381.0,543475.0,2018-05-31,San Diego Padres
2018/05/31/texmlb-seamlb-1,Texas Rangers,501817.0,592222.0,501985.0,456713.0,445926.0,,,,,,,,112526.0,,,518617.0,450729.0,430935.0,605309.0,600917.0,455119.0,519043.0,656186.0,517008.0,572021.0,504379.0,607473.0,,,,,,,,475857.0,,,621242.0,594835.0,433587.0,502190.0,572020.0,519240.0,453281.0,2018-05-31,Seattle Mariners
2018/06/01/nyamlb-balmlb-1,New York Yankees,595918.0,593334.0,643338.0,476454.0,547973.0,,,,,,,,656547.0,,,592454.0,502085.0,282332.0,622663.0,592741.0,547888.0,543243.0,606478.0,542960.0,542947.0,605541.0,,,,,,,,,605164.0,,,612434.0,502171.0,592332.0,571710.0,605276.0,488768.0,656945.0,2018-06-01,Baltimore Orioles
2018/06/01/chnmlb-nynmlb-1,Chicago Cubs,608652.0,543294.0,518553.0,453344.0,,,,,,,,,543508.0,,,543557.0,500779.0,458677.0,543022.0,600968.0,467008.0,488846.0,571473.0,639373.0,623149.0,623402.0,544727.0,,,,,,,,460283.0,,,594798.0,607229.0,607625.0,571927.0,570663.0,450306.0,554430.0,2018-06-01,New York Mets
2018/06/01/tormlb-detmlb-1,Toronto Blue Jays,462136.0,543208.0,607352.0,461325.0,446099.0,,,,,,,,457918.0,,,571901.0,641835.0,493200.0,592717.0,572193.0,448802.0,592130.0,571510.0,488786.0,592499.0,572888.0,,,,,,,,,571666.0,,,605242.0,641729.0,643617.0,599683.0,543278.0,571656.0,592127.0,2018-06-01,Detroit Tigers
2018/06/01/wasmlb-atlmlb-1,Washington Nationals,448281.0,461829.0,519301.0,525768.0,425492.0,,,,,,,,476451.0,,,518875.0,445213.0,502522.0,543699.0,453286.0,593833.0,544931.0,592145.0,641438.0,527055.0,595465.0,592314.0,,,,,,,,518693.0,,,435221.0,621345.0,493247.0,656794.0,434671.0,462515.0,527054.0,2018-06-01,Atlanta Braves
2018/06/01/bosmlb-houmlb-1,Boston Red Sox,592390.0,518886.0,523260.0,598271.0,,,,,,,,,519141.0,,,519144.0,456034.0,593958.0,584171.0,453214.0,519242.0,598264.0,571704.0,501789.0,543037.0,606965.0,502748.0,,,,,,,,572971.0,,,621121.0,543521.0,450203.0,444468.0,448609.0,501925.0,434378.0,2018-06-01,Houston Astros
2018/06/01/clemlb-minmlb-1,Cleveland Indians,592102.0,545333.0,519166.0,458708.0,,,,,,,,,605182.0,,,446372.0,605359.0,502083.0,621397.0,519096.0,471911.0,542924.0,608648.0,502043.0,657610.0,435043.0,407845.0,,,,,,,,458681.0,,,543483.0,543606.0,519151.0,592665.0,573124.0,622864.0,621244.0,2018-06-01,Minnesota Twins
2018/06/01/milmlb-chamlb-1,Milwaukee Brewers,468504.0,448855.0,543359.0,606930.0,,,,,,,,,623352.0,,,502026.0,608349.0,608718.0,592865.0,502624.0,457429.0,458006.0,571476.0,607481.0,465657.0,541652.0,518858.0,,,,,,,,592229.0,,,605240.0,608337.0,625643.0,448306.0,502327.0,458690.0,501593.0,2018-06-01,Chicago White Sox
2018/06/01/oakmlb-kcamlb-1,Oakland Athletics,502239.0,543056.0,642152.0,593423.0,641941.0,,,,,,,,623430.0,,,605254.0,501822.0,572998.0,640455.0,596043.0,433589.0,595014.0,518633.0,434628.0,605130.0,543169.0,592094.0,,,,,,,,516969.0,,,657612.0,596001.0,641745.0,641838.0,656805.0,572143.0,453178.0,2018-06-01,Kansas City Royals
2018/06/01/pitmlb-slnmlb-1,Pittsburgh Pirates,643230.0,605195.0,592791.0,650828.0,,,,,,,,,593140.0,,,607192.0,592468.0,641771.0,605397.0,593144.0,553878.0,592866.0,605154.0,656427.0,594577.0,446399.0,,,,,,,,,596295.0,,,663855.0,544928.0,502032.0,608379.0,596133.0,571945.0,592815.0,2018-06-01,St. Louis Cardinals
2018/06/01/lanmlb-colmlb-1,Los Angeles Dodgers,520980.0,621111.0,554340.0,571561.0,445276.0,,,,,,,,451661.0,,,543339.0,592779.0,548389.0,622072.0,518397.0,642701.0,592340.0,518452.0,451584.0,445197.0,543766.0,543734.0,,,,,,,,607536.0,,,592351.0,608566.0,459429.0,643466.0,542881.0,572044.0,623184.0,2018-06-01,Colorado Rockies
2018/06/01/miamlb-arimlb-1,Miami Marlins,607457.0,612672.0,606424.0,594027.0,446899.0,,,,,,,,543045.0,,,628333.0,592761.0,608716.0,573185.0,570632.0,621295.0,622694.0,502202.0,605151.0,407822.0,477569.0,,,,,,,,,605177.0,,,571578.0,643327.0,425844.0,673633.0,571863.0,519008.0,453329.0,2018-06-01,Arizona Diamondbacks
2018/06/01/texmlb-anamlb-1,Texas Rangers,501817.0,456713.0,519043.0,112526.0,445926.0,,,,,,,,592222.0,,,518617.0,450729.0,430935.0,605309.0,600917.0,455119.0,501985.0,605121.0,571760.0,543118.0,453284.0,,,,,,,,,462382.0,,,598287.0,572070.0,572140.0,607374.0,642545.0,501625.0,592135.0,2018-06-01,Los Angeles Angels
2018/06/01/cinmlb-sdnmlb-1,Cincinnati Reds,622491.0,571670.0,641816.0,547179.0,,,,,,,,,607237.0,,,518774.0,456696.0,453172.0,628452.0,593974.0,607219.0,623451.0,643256.0,543272.0,621141.0,572362.0,571951.0,,,,,,,,461833.0,,,641778.0,543475.0,453385.0,475115.0,489334.0,621381.0,489446.0,2018-06-01,San Diego Padres
2018/06/01/tbamlb-seamlb-1,Tampa Bay Rays,543135.0,573064.0,475054.0,542882.0,,,,,,,,,605483.0,,,592773.0,642232.0,489265.0,643493.0,458924.0,521655.0,621237.0,607473.0,475857.0,504379.0,656186.0,606273.0,,,,,,,,594835.0,,,433587.0,453281.0,572020.0,572021.0,502190.0,517008.0,621242.0,2018-06-01,Seattle Mariners
2018/06/01/phimlb-sfnmlb-1,Philadelphia Phillies,453562.0,622554.0,643410.0,593576.0,644364.0,,,,,,,,621107.0,,,472610.0,488984.0,605388.0,605400.0,591693.0,592826.0,601713.0,621389.0,518715.0,453265.0,473879.0,519326.0,,,,,,,,502706.0,,,572955.0,453343.0,606625.0,605446.0,519293.0,605498.0,608717.0,2018-06-01,San Francisco Giants
2018/06/02/milmlb-chamlb-1,Milwaukee Brewers,458006.0,502624.0,623352.0,592865.0,,,,,,,,,606930.0,,,448855.0,502026.0,543359.0,608349.0,457429.0,608718.0,468504.0,501593.0,571476.0,448306.0,605240.0,607481.0,,,,,,,,592229.0,,,608337.0,518858.0,625643.0,541652.0,502327.0,465657.0,458690.0,2018-06-02,Chicago White Sox
2018/06/02/oakmlb-kcamlb-1,Oakland Athletics,623430.0,605254.0,641941.0,543056.0,433589.0,,,,,,,,501822.0,,,572998.0,640455.0,596043.0,593423.0,595014.0,642152.0,502239.0,592094.0,605130.0,641838.0,657612.0,516969.0,,,,,,,,518633.0,,,543169.0,596001.0,641745.0,453178.0,656805.0,572143.0,434628.0,2018-06-02,Kansas City Royals
2018/06/02/pitmlb-slnmlb-1,Pittsburgh Pirates,643230.0,593140.0,605195.0,593144.0,,,,,,,,,592468.0,,,605397.0,650828.0,592791.0,553878.0,592866.0,641771.0,607192.0,605154.0,446399.0,596295.0,502032.0,,,,,,,,,656427.0,,,663855.0,544928.0,594577.0,571945.0,592815.0,608379.0,596133.0,2018-06-02,St. Louis Cardinals
2018/06/02/nyamlb-balmlb-1,New York Yankees,547973.0,595918.0,643338.0,476454.0,502085.0,,,,,,,,593334.0,,,543243.0,592454.0,282332.0,622663.0,592741.0,547888.0,656547.0,542947.0,542960.0,571710.0,606478.0,,,,,,,,,605164.0,,,488768.0,502171.0,605276.0,656945.0,605541.0,592332.0,612434.0,2018-06-02,Baltimore Orioles
2018/06/02/clemlb-minmlb-1,Cleveland Indians,592102.0,471911.0,424144.0,605359.0,,,,,,,,,605182.0,,,446372.0,502083.0,621397.0,519166.0,458708.0,545333.0,519096.0,621244.0,435043.0,657610.0,519151.0,608648.0,,,,,,,,502043.0,,,543483.0,543606.0,592665.0,407845.0,573124.0,622864.0,458681.0,2018-06-02,Minnesota Twins
2018/06/02/tormlb-detmlb-1,Toronto Blue Jays,592130.0,607352.0,446099.0,493200.0,641835.0,,,,,,,,461325.0,,,462136.0,448802.0,543208.0,571901.0,592717.0,572193.0,457918.0,592127.0,571656.0,488786.0,641729.0,,,,,,,,,571666.0,,,605242.0,572888.0,543278.0,592499.0,643617.0,599683.0,571510.0,2018-06-02,Detroit Tigers
2018/06/02/wasmlb-atlmlb-1,Washington Nationals,525768.0,476451.0,502522.0,448281.0,,,,,,,,,543699.0,,,544931.0,593833.0,461829.0,425492.0,519301.0,518875.0,445213.0,592314.0,656794.0,493247.0,592145.0,462515.0,,,,,,,,434671.0,,,527054.0,527055.0,595465.0,435221.0,518693.0,641438.0,621345.0,2018-06-02,Atlanta Braves
2018/06/02/bosmlb-houmlb-1,Boston Red Sox,598264.0,598271.0,523260.0,518886.0,,,,,,,,,519144.0,,,596074.0,593958.0,519242.0,584171.0,453214.0,456034.0,592390.0,543037.0,606965.0,444468.0,448609.0,501925.0,,,,,,,,571704.0,,,572971.0,621121.0,543521.0,450203.0,502748.0,434378.0,501789.0,2018-06-02,Houston Astros
2018/06/02/chnmlb-nynmlb-1,Chicago Cubs,543022.0,518553.0,458677.0,608652.0,453344.0,,,,,,,,488846.0,,,543294.0,452657.0,500779.0,600968.0,467008.0,543557.0,543508.0,607625.0,571927.0,623402.0,571473.0,639373.0,,,,,,,,623149.0,,,450306.0,554430.0,594798.0,607229.0,544727.0,460283.0,570663.0,2018-06-02,New York Mets
2018/06/02/lanmlb-colmlb-1,Los Angeles Dodgers,571561.0,451661.0,520980.0,518397.0,543339.0,,,,,,,,554340.0,,,592340.0,445276.0,642701.0,592779.0,548389.0,622072.0,621111.0,542881.0,518452.0,543766.0,445197.0,643466.0,,,,,,,,451584.0,,,607536.0,592351.0,459429.0,623184.0,572044.0,543734.0,608566.0,2018-06-02,Colorado Rockies
2018/06/02/cinmlb-sdnmlb-1,Cincinnati Reds,592169.0,622491.0,518774.0,571670.0,623451.0,,,,,,,,607237.0,,,456696.0,453172.0,628452.0,547179.0,641816.0,593974.0,607219.0,572362.0,543272.0,489334.0,620454.0,461833.0,,,,,,,,543475.0,,,571951.0,453385.0,475115.0,621381.0,489446.0,641778.0,643256.0,2018-06-02,San Diego Padres
2018/06/02/texmlb-anamlb-1,Texas Rangers,501817.0,456713.0,600917.0,518617.0,605309.0,,,,,,,,445926.0,,,592222.0,112526.0,450729.0,455119.0,501985.0,519043.0,430935.0,592135.0,543118.0,501625.0,,,,,,,,,,571760.0,,,462382.0,598287.0,572140.0,607374.0,572070.0,605121.0,453284.0,2018-06-02,Los Angeles Angels
2018/06/02/phimlb-sfnmlb-1,Philadelphia Phillies,644364.0,453562.0,472610.0,605388.0,591693.0,,,,,,,,622554.0,,,621107.0,488984.0,643410.0,593576.0,605400.0,601713.0,592826.0,621389.0,473879.0,605498.0,453265.0,519326.0,,,,,,,,518715.0,,,502706.0,572955.0,453343.0,606625.0,605446.0,519293.0,608717.0,2018-06-02,San Francisco Giants
2018/06/02/miamlb-arimlb-1,Miami Marlins,612672.0,543045.0,543031.0,608716.0,607457.0,,,,,,,,628333.0,,,606424.0,594027.0,622694.0,573185.0,570632.0,446899.0,592761.0,545332.0,502202.0,605151.0,519008.0,,,,,,,,,453329.0,,,571578.0,643327.0,571863.0,477569.0,425844.0,673633.0,605177.0,2018-06-02,Arizona Diamondbacks
2018/06/02/tbamlb-seamlb-1,Tampa Bay Rays,621237.0,542882.0,502042.0,521655.0,592773.0,,,,,,,,543135.0,,,573064.0,643493.0,475054.0,489265.0,605483.0,458924.0,642232.0,656186.0,607473.0,572021.0,517008.0,621242.0,,,,,,,,475857.0,,,606273.0,433587.0,502190.0,453281.0,504379.0,572020.0,594835.0,2018-06-02,Seattle Mariners
2018/06/03/chnmlb-nynmlb-1,Chicago Cubs,543022.0,608652.0,600968.0,518553.0,488846.0,,,,,,,,543294.0,,,543508.0,543557.0,453344.0,500779.0,467008.0,458677.0,452657.0,571473.0,639373.0,554430.0,571927.0,623149.0,,,,,,,,460283.0,,,594798.0,544727.0,607229.0,607625.0,623402.0,570663.0,450306.0,2018-06-03,New York Mets
2018/06/03/tormlb-detmlb-1,Toronto Blue Jays,446099.0,607352.0,592130.0,571901.0,572193.0,,,,,,,,462136.0,,,448802.0,543208.0,457918.0,641835.0,493200.0,592717.0,461325.0,571510.0,488786.0,643617.0,592127.0,,,,,,,,,571656.0,,,571666.0,572888.0,543278.0,641729.0,592499.0,605242.0,599683.0,2018-06-03,Detroit Tigers
