key,away,bp_away_0,bp_away_1,bp_away_10,bp_away_11,bp_away_12,bp_away_13,bp_away_14,bp_away_15,bp_away_16,bp_away_17,bp_away_18,bp_away_19,bp_away_2,bp_away_20,bp_away_21,bp_away_22,bp_away_23,bp_away_24,bp_away_25,bp_away_3,bp_away_4,bp_away_5,bp_away_6,bp_away_7,bp_away_8,bp_away_9,bp_home_0,bp_home_1,bp_home_10,bp_home_11,bp_home_12,bp_home_13,bp_home_14,bp_home_15,bp_home_16,bp_home_17,bp_home_18,bp_home_19,bp_home_2,bp_home_20,bp_home_21,bp_home_22,bp_home_23,bp_home_24,bp_home_25,bp_home_3,bp_home_4,bp_home_5,bp_home_6,bp_home_7,bp_home_8,bp_home_9,home
2017/04/30/colmlb-arimlb-1,Colorado Rockies,459429,542881,623184.0,493603.0,543734.0,543475.0,,,,,,,608032,,,,,,,430589,622608,518813,518452,607536,543022,608566.0,425844,592662,452666.0,605177.0,517414.0,,,,,,,,407845,,,,,,,592836,571946,519008,571578,543331,407822,605151,Arizona Diamondbacks
2017/04/30/phimlb-lanmlb-1,Philadelphia Phillies,595191,643410,601713.0,491646.0,591693.0,,,,,,,,593576,,,,,,,453329,450212,592826,621107,476451,570257,276542.0,554340,435221,501593.0,520980.0,594795.0,445276.0,,,,,,,501822,,,,,,,622072,628711,477132,628317,548389,547943,489265,Los Angeles Dodgers
2017/04/30/chnmlb-bosmlb-1,Chicago Cubs,453562,451584,493157.0,467008.0,488846.0,,,,,,,,444468,,,,,,,474463,452657,518748,407793,543557,543294,605218.0,519144,519141,,,,,,,,,,,605476,,,,,,,664701,519242,593958,523260,582494,598264,518886,Boston Red Sox
2017/05/01/tormlb-nyamlb-1,Toronto Blue Jays,532077,607352,571901.0,434442.0,544759.0,462136.0,592130.0,,,,,,502009,,,,,,,642098,276351,608678,573186,434538,501925,572193.0,547888,476454,622663.0,570666.0,,,,,,,,,547973,,,,,,,656547,461325,518927,476589,282332,656756,501381,New York Yankees
2017/05/01/balmlb-bosmlb-1,Baltimore Orioles,571710,489119,542960.0,,,,,,,,,,605541,,,,,,,594742,643354,592332,434622,542947,605164,503285.0,598264,519141,472551.0,523260.0,,,,,,,,,605476,,,,,,,664701,519242,593958,518886,582494,519144,592390,Boston Red Sox
2017/05/01/clemlb-detmlb-1,Cleveland Indians,594736,543766,519096.0,,,,,,,,,,517593,,,,,,,592102,446372,457429,471911,458708,545333,502083.0,518445,571510,543935.0,434671.0,,,,,,,,,519455,,,,,,,408061,572888,458677,605242,543278,434378,596057,Detroit Tigers
2017/05/01/pitmlb-cinmlb-1,Pittsburgh Pirates,592127,592866,553878.0,543339.0,,,,,,,,,592791,,,,,,,641771,453281,607192,467100,453265,543037,504379.0,456701,543101,276520.0,606959.0,607237.0,519322.0,547179.0,,,,,,596112,,,,,,,502028,642003,628452,534947,444857,593974,621072,Cincinnati Reds
2017/05/01/tbamlb-miamlb-1,Tampa Bay Rays,629496,541640,502202.0,543606.0,543144.0,471822.0,595032.0,517008.0,,,,,542882,,,,,,,622098,543135,502042,474521,502171,643493,605483.0,543408,475479,446899.0,547749.0,606424.0,,,,,,,,570632,,,,,,,573109,450172,573185,430661,543045,607457,612672,Miami Marlins
2017/05/01/nynmlb-atlmlb-1,New York Mets,518774,554430,460283.0,592665.0,544727.0,,,,,,,,543219,,,,,,,594798,477569,623149,519294,607229,572831,570663.0,448802,605538,527054.0,571871.0,527055.0,435400.0,,,,,,,592314,,,,,,,447714,605338,518567,285079,112526,462382,542432,Atlanta Braves
2017/05/01/phimlb-chnmlb-1,Philadelphia Phillies,595191,643410,591693.0,570257.0,450212.0,,,,,,,,593576,,,,,,,453329,601713,621107,476451,491646,276542,592826.0,605218,453562,543557.0,518748.0,488846.0,,,,,,,,451584,,,,,,,493157,543294,444468,452657,467008,407793,474463,Chicago Cubs
2017/05/01/texmlb-houmlb-1,Texas Rangers,605309,473879,607259.0,488768.0,501817.0,516714.0,,,,,,,527048,,,,,,,502026,600917,506433,518617,456713,592346,592222.0,448609,624586,606965.0,593140.0,571704.0,,,,,,,,450203,,,,,,,605397,572971,502748,502381,571666,501789,621121,Houston Astros
2017/05/01/chamlb-kcamlb-1,Chicago White Sox,500779,502706,573589.0,,,,,,,,,,460059,,,,,,,592454,456068,571476,502085,461872,543359,592229.0,543169,501985,450306.0,493247.0,465657.0,518397.0,,,,,,,475243,,,,,,,501992,516969,621381,453178,518633,432934,434628,Kansas City Royals
2017/05/01/milmlb-slnmlb-1,Milwaukee Brewers,453172,543746,606930.0,543118.0,491703.0,,,,,,,,519076,,,,,,,490063,503449,502624,501697,605200,448614,608349.0,593372,502190,544928.0,543779.0,493200.0,462515.0,,,,,,,435043,,,,,,,425794,446399,458681,621199,572096,455009,608379,St. Louis Cardinals
2017/05/01/sfnmlb-lanmlb-1,San Francisco Giants,502188,519043,519326.0,456501.0,595345.0,571882.0,,,,,,,457768,,,,,,,453343,518715,621389,608717,502004,519293,430912.0,445276,554340,548389.0,477132.0,489265.0,451661.0,,,,,,,435221,,,,,,,501822,622072,628711,594795,628317,520980,501593,Los Angeles Dodgers
2017/05/02/arimlb-wasmlb-1,Arizona Diamondbacks,425844,592662,543331.0,407822.0,407845.0,,,,,,,,571578,,,,,,,571946,517414,452666,605151,605177,592836,519008.0,461829,518875,595014.0,430599.0,,,,,,,,,424144,,,,,,,545363,544836,458006,453286,544931,595918,543699,Washington Nationals
2017/05/02/tormlb-nyamlb-1,Toronto Blue Jays,462136,532077,544759.0,502009.0,608678.0,276351.0,571901.0,,,,,,607352,,,,,,,642098,573186,592130,434538,501925,572193,434442.0,592741,622663,518927.0,656547.0,,,,,,,,,547973,,,,,,,476589,282332,656756,501381,547888,461325,476454,New York Yankees
2017/05/02/clemlb-detmlb-1,Cleveland Indians,545333,594736,580792.0,457429.0,,,,,,,,,543766,,,,,,,517593,592102,471911,458708,519096,446372,542888.0,518445,571510,458677.0,408061.0,,,,,,,,,519455,,,,,,,543935,572888,596057,605242,543278,434671,434378,Detroit Tigers
2017/05/02/balmlb-bosmlb-1,Baltimore Orioles,592332,605164,502154.0,,,,,,,,,,503285,,,,,,,489119,542960,434622,542947,594742,643354,571710.0,598264,519144,518886.0,,,,,,,,,,519443,,,,,,,519141,605476,664701,523260,593958,582494,519242,Boston Red Sox
2017/05/02/pitmlb-cinmlb-1,Pittsburgh Pirates,592127,592866,607192.0,453281.0,,,,,,,,,504379,,,,,,,553878,543037,543339,592791,641771,467100,453265.0,456701,543101,606959.0,444857.0,596112.0,502028.0,593974.0,,,,,,642003,,,,,,,628452,534947,519322,621072,276520,607237,547179,Cincinnati Reds
2017/05/02/tbamlb-miamlb-1,Tampa Bay Rays,629496,543606,543144.0,502202.0,502171.0,595032.0,541640.0,517008.0,,,,,542882,,,,,,,622098,543135,502042,474521,471822,643493,605483.0,573185,543408,570632.0,573109.0,,,,,,,,,606424,,,,,,,446899,475479,543045,547749,607457,450172,430661,Miami Marlins
2017/05/02/nynmlb-atlmlb-1,New York Mets,592665,544727,519294.0,477569.0,623149.0,,,,,,,,460283,,,,,,,554430,543219,594798,607229,570663,518774,572831.0,448802,592314,542432.0,447714.0,605538.0,462382.0,,,,,,,605338,,,,,,,518567,112526,527054,571871,527055,435400,285079,Atlanta Braves
2017/05/02/phimlb-chnmlb-1,Philadelphia Phillies,595191,453329,476451.0,643410.0,593576.0,,,,,,,,450212,,,,,,,591693,592826,601713,621107,491646,570257,276542.0,453562,488846,605218.0,444468.0,451584.0,,,,,,,,493157,,,,,,,543294,474463,467008,518748,407793,543557,452657,Chicago Cubs
2017/05/02/oakmlb-minmlb-1,Oakland Athletics,425492,521230,605194.0,543243.0,491624.0,593423.0,,,,,,,534910,,,,,,,543056,623430,592811,448281,433586,608665,605135.0,444520,573124,594951.0,461833.0,519344.0,429722.0,608648.0,543859.0,,,,,450282,,,,,,,445213,542953,502043,279571,543507,519151,502327,Minnesota Twins
2017/05/02/texmlb-houmlb-1,Texas Rangers,527048,506433,473879.0,516714.0,605309.0,502026.0,,,,,,,518617,,,,,,,456713,501817,592346,488768,607259,592222,600917.0,448609,606965,624586.0,502381.0,501789.0,,,,,,,,571704,,,,,,,450203,605397,572971,502748,593140,621121,571666,Houston Astros
2017/05/02/chamlb-kcamlb-1,Chicago White Sox,502706,573589,461872.0,,,,,,,,,,460059,,,,,,,592454,456068,571476,592229,502085,543359,500779.0,450306,543169,493247.0,518633.0,432934.0,475243.0,,,,,,,501985,,,,,,,465657,501992,516969,621381,453178,518397,434628,Kansas City Royals
2017/05/02/milmlb-slnmlb-1,Milwaukee Brewers,608349,453172,606930.0,543118.0,501697.0,,,,,,,,543746,,,,,,,448614,519076,490063,605200,491703,502624,503449.0,493200,543779,462515.0,593372.0,446399.0,572096.0,,,,,,,502190,,,,,,,435043,425794,458681,592815,621199,608379,455009,St. Louis Cardinals
2017/05/02/colmlb-sdnmlb-1,Colorado Rockies,608566,542881,543022.0,623184.0,608032.0,459429.0,,,,,,,543734,,,,,,,430589,622608,518813,518452,493603,607536,543475.0,453385,450308,543272.0,622766.0,488748.0,543506.0,,,,,,,606131,,,,,,,489334,572362,468504,600526,607067,489446,502239,San Diego Padres
2017/05/02/anamlb-seamlb-1,Los Angeles Angels,445060,434718,453284.0,456696.0,501625.0,433589.0,502032.0,500610.0,,,,,445926,,,,,,,607374,571760,500724,642229,572070,572044,533167.0,592767,608328,543964.0,621242.0,466948.0,572021.0,,,,,,,547874,,,,,,,592614,641941,451596,664641,572020,543883,519240,Seattle Mariners
2017/05/02/sfnmlb-lanmlb-1,San Francisco Giants,502188,456501,518715.0,457768.0,592612.0,502004.0,,,,,,,571882,,,,,,,595345,453343,621389,519293,430912,519326,519043.0,445276,554340,622072.0,489265.0,501593.0,501822.0,,,,,,,435221,,,,,,,628711,477132,594795,628317,520980,451661,548389,Los Angeles Dodgers
2017/05/03/arimlb-wasmlb-1,Arizona Diamondbacks,425844,571578,592662.0,452666.0,519008.0,,,,,,,,407845,,,,,,,592836,543331,571946,407822,517414,605151,605177.0,518875,424144,461829.0,545363.0,,,,,,,,,595014,,,,,,,544836,458006,543699,453286,544931,430599,595918,Washington Nationals
2017/05/03/tormlb-nyamlb-1,Toronto Blue Jays,462136,502009,573186.0,572193.0,607352.0,501925.0,532077.0,,,,,,642098,,,,,,,276351,608678,592130,434538,571901,434442,544759.0,547888,592741,476454.0,547973.0,,,,,,,,,622663,,,,,,,656547,518927,656756,501381,282332,476589,461325,New York Yankees
2017/05/03/balmlb-bosmlb-1,Baltimore Orioles,643354,605164,434622.0,,,,,,,,,,571710,,,,,,,503285,502154,489119,594742,542960,592332,542947.0,519144,519443,582494.0,518886.0,,,,,,,,,605476,,,,,,,664701,519242,523260,593958,519141,592390,598264,Boston Red Sox
2017/05/03/clemlb-detmlb-1,Cleveland Indians,545333,594736,453192.0,592102.0,,,,,,,,,543766,,,,,,,517593,457429,542888,458708,571572,519096,471911.0,518445,519455,571510.0,543278.0,,,,,,,,,408061,,,,,,,543935,572888,596057,458677,605242,434378,434671,Detroit Tigers
2017/05/03/miamlb-tbamlb-1,Miami Marlins,573185,543408,475479.0,621295.0,,,,,,,,,446899,,,,,,,570632,573109,430661,547749,543045,606424,607457.0,541640,543606,502202.0,605483.0,643493.0,621237.0,471822.0,543144.0,,,,,542882,,,,,,,622098,543135,502042,474521,502171,595032,517008,Tampa Bay Rays
2017/05/03/pitmlb-cinmlb-1,Pittsburgh Pirates,592127,504379,592866.0,453265.0,,,,,,,,,553878,,,,,,,543037,543339,641771,453281,607192,467100,592791.0,456701,543101,547179.0,606959.0,642003.0,519322.0,628452.0,,,,,,596112,,,,,,,502028,534947,444857,593974,621072,276520,607237,Cincinnati Reds
2017/05/03/nynmlb-atlmlb-1,New York Mets,544727,518774,477569.0,519294.0,,,,,,,,,460283,,,,,,,554430,607229,570663,623149,594798,572831,592665.0,448802,592314,571871.0,435400.0,447714.0,605538.0,,,,,,,605338,,,,,,,285079,527054,527055,462382,542432,112526,518567,Atlanta Braves
2017/05/03/phimlb-chnmlb-1,Philadelphia Phillies,643410,593576,591693.0,450212.0,276542.0,,,,,,,,453329,,,,,,,592826,601713,621107,476451,491646,595191,570257.0,605218,488846,493157.0,444468.0,451584.0,,,,,,,,543294,,,,,,,474463,452657,467008,518748,407793,543557,453562,Chicago Cubs
2017/05/03/oakmlb-minmlb-1,Oakland Athletics,534910,543243,521230.0,592833.0,543056.0,425492.0,,,,,,,623430,,,,,,,592811,593423,433586,605135,605194,595001,608665.0,444520,450282,519344.0,502327.0,573124.0,279571.0,445213.0,,,,,,502043,,,,,,,543859,429722,543507,519151,594951,461833,608648,Minnesota Twins
2017/05/03/texmlb-houmlb-1,Texas Rangers,605309,473879,592346.0,488768.0,592222.0,607259.0,542914.0,,,,,,527048,,,,,,,502026,600917,506433,518617,456713,501817,516714.0,606965,624586,450203.0,448609.0,593140.0,,,,,,,,571704,,,,,,,605397,572971,502748,502381,571666,621121,501789,Houston Astros
2017/05/03/chamlb-kcamlb-1,Chicago White Sox,500779,502706,571476.0,,,,,,,,,,573589,,,,,,,592454,456068,592229,502085,461872,460059,543359.0,450306,543169,434628.0,501992.0,493247.0,621381.0,,,,,,,501985,,,,,,,475243,465657,516969,453178,518633,432934,518397,Kansas City Royals
2017/06/13/milmlb-slnmlb-1,Milwaukee Brewers,606930,608349,502624.0,608718.0,453172.0,503449.0,491703.0,,,,,,448855,,,,,,,623352,448614,519076,502179,605200,605540,543118.0,593372,543779,572096.0,594835.0,458681.0,605154.0,544928.0,,,,,,435043,,,,,,,592815,493200,502190,425794,446399,621199,608379,St. Louis Cardinals
2017/05/03/colmlb-sdnmlb-1,Colorado Rockies,459429,608566,543475.0,622608.0,543734.0,430589.0,,,,,,,542881,,,,,,,445197,623184,518813,518452,493603,607536,543022.0,502239,543272,622766.0,450308.0,489334.0,489446.0,,,,,,,453385,,,,,,,606131,572362,468504,543506,488748,600526,607067,San Diego Padres
2017/05/03/anamlb-seamlb-1,Los Angeles Angels,456696,434718,572070.0,445060.0,433589.0,501625.0,453284.0,572044.0,,,,,445926,,,,,,,533167,607374,500610,571760,500724,642229,502032.0,592614,572021,543883.0,466948.0,621242.0,,,,,,,,543964,,,,,,,592767,519240,608328,451596,664641,547874,641941,Seattle Mariners
2017/05/03/sfnmlb-lanmlb-1,San Francisco Giants,456501,519043,502188.0,571882.0,595345.0,453343.0,,,,,,,457768,,,,,,,592612,518715,621389,502004,519293,430912,519326.0,554340,435221,548389.0,445276.0,451661.0,594795.0,,,,,,,501822,,,,,,,622072,477132,628317,501593,489265,628711,520980,Los Angeles Dodgers
2017/05/04/pitmlb-cinmlb-1,Pittsburgh Pirates,543037,641771,543339.0,,,,,,,,,,592127,,,,,,,592866,453281,607192,553878,453265,467100,504379.0,456701,543101,607237.0,606959.0,534947.0,547179.0,628452.0,,,,,,592169,,,,,,,596112,502028,444857,519322,621072,593974,276520,Cincinnati Reds
2017/05/04/arimlb-wasmlb-1,Arizona Diamondbacks,425844,592662,605177.0,640463.0,517414.0,452666.0,,,,,,,571578,,,,,,,407845,592836,543331,571946,407822,519008,605151.0,461829,518875,430599.0,544836.0,,,,,,,,,424144,,,,,,,595014,545363,543699,544931,595918,453286,458006,Washington Nationals
2017/07/01/clemlb-detmlb-1,Cleveland Indians,545333,594736,502083.0,543766.0,542888.0,,,,,,,,592102,,,,,,,457429,471911,605182,446372,607320,519096,458708.0,518445,571510,572888.0,541652.0,458677.0,,,,,,,,519455,,,,,,,543935,596057,605242,434378,599683,434671,621385,Detroit Tigers
2017/05/04/oakmlb-minmlb-1,Oakland Athletics,521230,534910,623430.0,593423.0,425492.0,433586.0,,,,,,,543243,,,,,,,543056,592833,592811,608665,605135,595001,605194.0,573124,450282,502043.0,608648.0,444520.0,519151.0,543859.0,,,,,,445213,,,,,,,429722,279571,543507,502327,594951,461833,519344,Minnesota Twins
2017/05/04/texmlb-houmlb-1,Texas Rangers,473879,527048,501817.0,516714.0,502026.0,605309.0,456713.0,,,,,,600917,,,,,,,506433,518617,592346,488768,607259,592222,456167.0,606965,624586,448609.0,502381.0,593140.0,,,,,,,,571704,,,,,,,450203,572971,571666,621121,501789,605397,502748,Houston Astros
2017/05/04/chamlb-kcamlb-1,Chicago White Sox,571476,502085,461872.0,571787.0,592454.0,,,,,,,,543359,,,,,,,500779,460059,573589,456068,607074,592229,502706.0,450306,543169,453178.0,501985.0,475243.0,516969.0,,,,,,,465657,,,,,,,501992,621381,518633,432934,518397,434628,493247,Kansas City Royals
2017/05/04/phimlb-chnmlb-1,Philadelphia Phillies,595191,643410,276542.0,491646.0,570257.0,,,,,,,,593576,,,,,,,453329,450212,591693,592826,601713,476451,621107.0,453562,543294,451584.0,543557.0,493157.0,,,,,,,,444468,,,,,,,474463,452657,407793,488846,518748,467008,605218,Chicago Cubs
2017/05/04/colmlb-sdnmlb-1,Colorado Rockies,608566,542881,493603.0,459429.0,430589.0,518813.0,,,,,,,543734,,,,,,,622608,518452,543022,543475,607536,623184,445197.0,502239,453385,488748.0,600526.0,543506.0,543272.0,,,,,,,450308,,,,,,,489334,572362,468504,607067,489446,622766,606131,San Diego Padres
2017/05/04/balmlb-bosmlb-1,Baltimore Orioles,593679,592332,502154.0,,,,,,,,,,605164,,,,,,,503285,489119,434622,592869,643354,571710,542960.0,598264,519144,452718.0,664701.0,519443.0,472551.0,,,,,,,519141,,,,,,,605476,523260,519242,593958,518886,582494,592804,Boston Red Sox
2017/05/04/miamlb-tbamlb-1,Miami Marlins,543408,606424,570632.0,547749.0,,,,,,,,,446899,,,,,,,475479,573109,430661,543045,607457,573185,621295.0,543606,622098,502202.0,621237.0,542882.0,543144.0,629496.0,517008.0,,,,,543135,,,,,,,502042,474521,502171,595032,471822,643493,605483,Tampa Bay Rays
2017/05/04/milmlb-slnmlb-1,Milwaukee Brewers,606930,453172,448614.0,608349.0,491703.0,,,,,,,,543746,,,,,,,519076,490063,605200,503449,502624,501697,543118.0,493200,593372,446399.0,621199.0,543779.0,592815.0,,,,,,,502190,,,,,,,435043,458681,608379,572096,455009,462515,425794,St. Louis Cardinals
2017/06/10/nynmlb-atlmlb-1,New York Mets,607625,592789,519294.0,607229.0,460283.0,477569.0,572831.0,592665.0,,,,,543652,,,,,,,519166,544727,518774,554430,594798,571927,623149.0,448802,605538,527055.0,462382.0,542432.0,518693.0,656794.0,435400.0,592426.0,,,,475054,,,,,,,592314,605338,447714,595465,285079,527054,571871,Atlanta Braves
2017/05/04/anamlb-seamlb-1,Los Angeles Angels,456696,445060,502032.0,453284.0,572070.0,501625.0,543542.0,642229.0,,,,,434718,,,,,,,445926,533167,607374,500610,571760,433589,500724.0,621242,572021,664641.0,543964.0,592614.0,,,,,,,,466948,,,,,,,592767,543883,519240,608328,641941,547874,451596,Seattle Mariners
2017/05/05/nyamlb-chnmlb-1,New York Yankees,547888,476454,656547.0,547973.0,,,,,,,,,622663,,,,,,,461325,518927,476589,282332,656756,501381,592741.0,605218,453562,488846.0,467008.0,444468.0,,,,,,,,451584,,,,,,,493157,570240,474463,452657,407793,543557,543294,Chicago Cubs
2017/05/05/sfnmlb-cinmlb-1,San Francisco Giants,502188,456501,518715.0,457768.0,592612.0,519326.0,,,,,,,519043,,,,,,,571882,595345,453343,621389,502004,519293,430912.0,456701,543101,547179.0,606959.0,276520.0,502028.0,592169.0,,,,,,596112,,,,,,,628452,534947,444857,519322,621072,593974,607237,Cincinnati Reds
2017/05/05/chamlb-balmlb-1,Chicago White Sox,502706,592454,461872.0,543359.0,573589.0,,,,,,,,571476,,,,,,,502085,571787,500779,460059,607074,592229,456068.0,571710,643354,,,,,,,,,,,592332,,,,,,,434622,605164,489119,593679,592233,503285,542960,Baltimore Orioles
2017/05/05/milmlb-pitmlb-1,Milwaukee Brewers,608349,448614,453172.0,606930.0,501697.0,,,,,,,,490063,,,,,,,605200,491703,543118,503449,502624,519076,543746.0,543037,592127,543339.0,,,,,,,,,,592866,,,,,,,607192,467100,453265,641771,453281,504379,553878,Pittsburgh Pirates
2017/05/05/wasmlb-phimlb-1,Washington Nationals,461829,424144,458006.0,,,,,,,,,,545363,,,,,,,543699,453286,430599,595918,544931,595014,544836.0,595191,643410,601713.0,622097.0,591693.0,593576.0,,,,,,,453329,,,,,,,450212,592826,621107,476451,491646,570257,276542,Philadelphia Phillies
2017/05/05/miamlb-nynmlb-1,Miami Marlins,573185,475479,606424.0,446899.0,607457.0,,,,,,,,570632,,,,,,,628333,573109,430661,621295,543045,547749,543408.0,518774,554430,460283.0,592665.0,544727.0,,,,,,,,594798,,,,,,,607229,623149,572831,606160,519294,477569,570663,New York Mets
2017/05/05/tormlb-tbamlb-1,Toronto Blue Jays,462136,607352,592130.0,608678.0,571901.0,501925.0,532077.0,,,,,,519166,,,,,,,642098,276351,573186,572193,434442,544759,434538.0,543606,542882,502202.0,621237.0,502042.0,595032.0,471822.0,476123.0,,,,,622098,,,,,,,543135,474521,502171,517008,643493,605483,543144,Tampa Bay Rays
2017/05/05/slnmlb-atlmlb-1,St. Louis Cardinals,493200,593372,458681.0,543779.0,455009.0,462515.0,,,,,,,502190,,,,,,,435043,425794,446399,592815,621199,608379,572096.0,448802,605338,592314.0,518567.0,518693.0,435400.0,527055.0,,,,,,447714,,,,,,,595465,285079,112526,527054,571871,462382,542432,Atlanta Braves
2017/05/05/bosmlb-minmlb-1,Boston Red Sox,452718,519144,582494.0,598264.0,,,,,,,,,519141,,,,,,,605476,664701,519242,518886,592804,593958,523260.0,444520,450282,519344.0,461833.0,573124.0,279571.0,445213.0,,,,,,543859,,,,,,,429722,543507,607968,519151,502327,594951,608648,Minnesota Twins
2017/05/05/clemlb-kcamlb-1,Cleveland Indians,545333,594736,543766.0,519096.0,,,,,,,,,592102,,,,,,,471911,542888,458708,571572,517593,457429,580792.0,450306,602083,434628.0,518397.0,465657.0,516969.0,,,,,,,543169,,,,,,,501985,475243,501992,621381,518633,432934,493247,Kansas City Royals
2017/05/05/arimlb-colmlb-1,Arizona Diamondbacks,592662,571578,605177.0,425844.0,605151.0,407845.0,,,,,,,643355,,,,,,,592836,543331,571946,407822,517414,519008,452666.0,459429,542881,543022.0,608566.0,623184.0,543475.0,,,,,,,543734,,,,,,,430589,622608,445197,518813,518452,493603,607536,Colorado Rockies
2017/05/05/detmlb-oakmlb-1,Detroit Tigers,518445,571510,605242.0,572888.0,,,,,,,,,519455,,,,,,,408061,543935,596057,458677,543278,434378,434671.0,425492,534910,592811.0,521230.0,595001.0,592833.0,,,,,,,543243,,,,,,,543056,623430,593423,433586,608665,605135,605194,Oakland Athletics
2017/05/05/houmlb-anamlb-1,Houston Astros,448609,500765,501789.0,572971.0,571704.0,606965.0,,,,,,,450203,,,,,,,605397,502748,621121,624586,502381,571666,593140.0,445060,434718,572070.0,445926.0,501625.0,456696.0,641871.0,502032.0,,,,,533167,,,,,,,607374,500610,571760,433589,500724,543542,453284,Los Angeles Angels
2017/05/05/lanmlb-sdnmlb-1,Los Angeles Dodgers,445276,554340,520980.0,594795.0,451661.0,,,,,,,,501822,,,,,,,622072,628711,477132,548389,628317,501593,489265.0,502239,543272,600526.0,488748.0,489446.0,622766.0,,,,,,,453385,,,,,,,450308,606131,489334,572362,543506,607067,468504,San Diego Padres
2017/05/05/texmlb-seamlb-1,Texas Rangers,605309,527048,506433.0,473879.0,501817.0,456713.0,592222.0,,,,,,502026,,,,,,,600917,518617,456167,516714,592346,488768,607259.0,592767,608328,543883.0,466948.0,605359.0,641941.0,,,,,,,547874,,,,,,,592614,543964,664641,451596,572021,519240,621242,Seattle Mariners
2017/05/06/bosmlb-minmlb-1,Boston Red Sox,452718,598264,519144.0,664701.0,472551.0,,,,,,,,519141,,,,,,,605476,523260,519242,593958,518886,582494,592804.0,573124,450282,519344.0,607968.0,444520.0,519151.0,543859.0,460269.0,,,,,445213,,,,,,,429722,279571,543507,502327,594951,461833,608648,Minnesota Twins
2017/05/06/tormlb-tbamlb-1,Toronto Blue Jays,532077,607352,571901.0,544759.0,462136.0,434442.0,276351.0,,,,,,519166,,,,,,,642098,608678,573186,592130,434538,501925,572193.0,542882,622098,605483.0,543144.0,502202.0,543606.0,541640.0,621237.0,,,,,543135,,,,,,,502042,474521,502171,595032,517008,471822,643493,Tampa Bay Rays
2017/05/06/clemlb-kcamlb-1,Cleveland Indians,545333,594736,453192.0,592102.0,,,,,,,,,543766,,,,,,,517593,457429,471911,542888,571572,519096,458708.0,543169,501985,621381.0,465657.0,516969.0,,,,,,,,475243,,,,,,,501992,518633,432934,518397,434628,493247,450306,Kansas City Royals
2017/05/06/chamlb-balmlb-1,Chicago White Sox,502706,502085,592229.0,571476.0,592454.0,,,,,,,,571787,,,,,,,543359,500779,460059,573589,456068,607074,461872.0,592332,592233,503285.0,,,,,,,,,,548337,,,,,,,489119,594742,542960,434622,605164,643354,571710,Baltimore Orioles
2017/05/06/milmlb-pitmlb-1,Milwaukee Brewers,606930,453172,608349.0,491703.0,448614.0,,,,,,,,543746,,,,,,,519076,605200,543118,503449,502624,501697,490063.0,592127,592866,553878.0,453265.0,,,,,,,,,504379,,,,,,,458676,543339,641771,453281,607192,467100,543037,Pittsburgh Pirates
2017/05/06/wasmlb-phimlb-1,Washington Nationals,461829,594840,424144.0,545363.0,,,,,,,,,595014,,,,,,,544836,458006,543699,453286,544931,430599,595918.0,595191,593576,570257.0,592826.0,643410.0,,,,,,,,453329,,,,,,,450212,622097,591693,601713,621107,476451,276542,Philadelphia Phillies
2017/05/06/miamlb-nynmlb-1,Miami Marlins,573185,543408,628333.0,430661.0,547749.0,,,,,,,,606424,,,,,,,446899,475479,570632,573109,621295,543045,607457.0,592665,544727,572831.0,570663.0,623149.0,,,,,,,,518774,,,,,,,606160,460283,554430,594798,519294,607229,477569,New York Mets
2017/05/06/sfnmlb-cinmlb-1,San Francisco Giants,502188,456501,502004.0,457768.0,595345.0,592612.0,,,,,,,519043,,,,,,,571882,453343,518715,519293,430912,519326,621389.0,456701,543101,276520.0,547179.0,606959.0,607237.0,596112.0,,,,,,592169,,,,,,,502028,628452,534947,444857,519322,621072,593974,Cincinnati Reds
2017/05/06/slnmlb-atlmlb-1,St. Louis Cardinals,593372,543779,462515.0,502190.0,572096.0,493200.0,,,,,,,435043,,,,,,,425794,446399,458681,592815,621199,608379,455009.0,448802,592314,527054.0,447714.0,542432.0,571871.0,462382.0,,,,,,605338,,,,,,,595465,518567,285079,112526,527055,435400,518693,Atlanta Braves
2017/05/06/nyamlb-chnmlb-1,New York Yankees,547888,592741,518927.0,476589.0,,,,,,,,,476454,,,,,,,622663,547973,656547,282332,501381,656756,461325.0,605218,543294,543557.0,474463.0,570240.0,642239.0,471083.0,,,,,,444468,,,,,,,453562,488846,452657,467008,451584,493157,407793,Chicago Cubs
2017/05/06/arimlb-colmlb-1,Arizona Diamondbacks,425844,592662,605151.0,571578.0,605177.0,519008.0,,,,,,,407845,,,,,,,643355,592836,543331,571946,407822,517414,452666.0,459429,608566,543022.0,543475.0,542881.0,543734.0,,,,,,,430589,,,,,,,622608,445197,623184,518813,518452,493603,607536,Colorado Rockies
2017/05/06/lanmlb-sdnmlb-1,Los Angeles Dodgers,554340,622072,520980.0,445276.0,501822.0,,,,,,,,628711,,,,,,,594795,628317,501593,451661,489265,548389,477132.0,502239,543272,489446.0,453385.0,489334.0,622766.0,,,,,,,450308,,,,,,,606131,572362,468504,543506,488748,600526,607067,San Diego Padres
