key,away,bp_away_0,bp_away_1,bp_away_10,bp_away_11,bp_away_12,bp_away_13,bp_away_14,bp_away_15,bp_away_16,bp_away_17,bp_away_18,bp_away_19,bp_away_2,bp_away_20,bp_away_21,bp_away_22,bp_away_23,bp_away_24,bp_away_25,bp_away_3,bp_away_4,bp_away_5,bp_away_6,bp_away_7,bp_away_8,bp_away_9,bp_home_0,bp_home_1,bp_home_10,bp_home_11,bp_home_12,bp_home_13,bp_home_14,bp_home_15,bp_home_16,bp_home_17,bp_home_18,bp_home_19,bp_home_2,bp_home_20,bp_home_21,bp_home_22,bp_home_23,bp_home_24,bp_home_25,bp_home_3,bp_home_4,bp_home_5,bp_home_6,bp_home_7,bp_home_8,bp_home_9,home
2017/07/09/atlmlb-wasmlb-1,Atlanta Braves,448802,475054,656794.0,571871.0,592426.0,542432.0,518693.0,592570.0,,,,,592314,,,,,,,605338,595465,285079,527054,462382,435400,571521.0,461829,543699,424144.0,458006.0,,,,,,,,,519301,,,,,,,453286,544931,595014,605452,594840,430599,544836,Washington Nationals
2017/07/09/sdnmlb-phimlb-1,San Diego Padres,534812,453385,659275.0,489446.0,543184.0,502239.0,489334.0,664208.0,600526.0,,,,571473,,,,,,,543506,607067,543272,606131,468504,572362,488748.0,571948,605388,450212.0,276542.0,593576.0,,,,,,,,643410,,,,,,,453329,605400,620982,601713,476451,595191,472610,Philadelphia Phillies
2017/07/09/balmlb-minmlb-1,Baltimore Orioles,643354,592332,612434.0,502154.0,,,,,,,,,501957,,,,,,,605164,571710,503285,489119,542960,434622,542947.0,573124,450282,502043.0,608648.0,519151.0,657610.0,461833.0,,,,,,445213,,,,,,,606167,542953,429722,279571,543507,621244,594951,Minnesota Twins
2017/07/09/nynmlb-slnmlb-1,New York Mets,592789,607473,477569.0,623149.0,572831.0,571927.0,592340.0,607625.0,,,,,592665,,,,,,,519166,544727,606160,460283,554430,594798,543548.0,593372,435043,608379.0,621052.0,458681.0,572096.0,605154.0,,,,,,592815,,,,,,,544928,493200,502190,596133,425794,446399,621199,St. Louis Cardinals
2017/07/09/anamlb-texmlb-1,Los Angeles Angels,445060,572140,572070.0,641871.0,500724.0,456696.0,592135.0,502032.0,,,,,457732,,,,,,,445926,607374,571760,433589,573046,622161,453284.0,527048,502026,592346.0,488768.0,506433.0,592222.0,600917.0,,,,,,502212,,,,,,,475115,276351,518617,456713,501817,430935,456167,Texas Rangers
2017/07/09/chamlb-colmlb-1,Chicago White Sox,502706,474029,607074.0,571476.0,460059.0,500872.0,,,,,,,592454,,,,,,,502085,571787,448306,543359,500779,573668,461872.0,573127,459429,493603.0,543022.0,607536.0,543475.0,,,,,,,608566,,,,,,,592351,543734,445197,656546,623184,518813,518452,Colorado Rockies
2017/07/09/miamlb-sfnmlb-1,Miami Marlins,543408,573185,547749.0,621295.0,573109.0,,,,,,,,608716,,,,,,,474699,622217,570632,606424,430661,475479,607457.0,502188,519043,592612.0,430912.0,473879.0,502004.0,,,,,,,518715,,,,,,,518516,621389,519293,605195,456501,595345,519326,San Francisco Giants
2017/07/09/cinmlb-arimlb-1,Cincinnati Reds,543101,605232,571561.0,621072.0,593974.0,276520.0,456701.0,547179.0,628452.0,,,,622491,,,,,,,502028,596331,554374,534947,592879,444857,519322.0,545332,425844,519008.0,571578.0,605177.0,605151.0,,,,,,,643327,,,,,,,592662,407845,643355,592836,571946,407822,517414,Arizona Diamondbacks
2017/07/09/kcamlb-lanmlb-1,Kansas City Royals,450306,501985,518397.0,434628.0,493247.0,518633.0,456379.0,,,,,,641838,,,,,,,475243,465657,501992,516969,621381,453178,491703.0,445276,554340,501593.0,451661.0,489265.0,548389.0,477132.0,,,,,,435221,,,,,,,448179,622072,431148,592779,453344,628317,520980,Los Angeles Dodgers
2017/07/09/oakmlb-seamlb-1,Oakland Athletics,521230,572728,605254.0,543056.0,448281.0,446099.0,425492.0,,,,,,543243,,,,,,,592811,594943,433586,621112,434672,605135,640455.0,519267,572021,451596.0,664641.0,433587.0,543964.0,519240.0,543883.0,621242.0,,,,572020,,,,,,,592767,605359,623406,543901,518553,641941,621058,Seattle Mariners
2017/07/09/detmlb-clemlb-1,Detroit Tigers,518445,541652,572888.0,458677.0,,,,,,,,,519455,,,,,,,543935,543278,621385,434378,599683,434671,605242.0,545333,594736,502083.0,543766.0,,,,,,,,,592102,,,,,,,457429,471911,605182,458708,446372,580792,519096,Cleveland Indians
2017/07/11/aasmlb-nasmlb-1,American League All-Stars,502042,622663,518886.0,453192.0,,,,,,,,,621121,,,,,,,519242,476454,450306,445213,429722,532077,606965.0,592662,608349,445276.0,451584.0,,,,,,,,,544931,,,,,,,453286,450212,593372,622072,425844,543272,518813,National League All-Stars
2017/07/14/chnmlb-balmlb-1,Chicago Cubs,453562,500779,605218.0,493157.0,451584.0,,,,,,,,444468,,,,,,,474463,452657,572750,543557,518748,467008,488846.0,612434,643354,502154.0,542960.0,,,,,,,,,501957,,,,,,,605164,489119,434622,592332,542947,503285,571710,Baltimore Orioles
2017/07/14/slnmlb-pitmlb-1,St. Louis Cardinals,593372,543779,502190.0,621199.0,446399.0,572096.0,493200.0,,,,,,435043,,,,,,,592815,544928,425794,458681,608379,621052,605154.0,519263,592866,504379.0,553878.0,,,,,,,,,543339,,,,,,,592791,641771,453281,501697,467100,543037,453265,Pittsburgh Pirates
2017/07/14/nyamlb-bosmlb-1,New York Yankees,547888,592741,476454.0,547973.0,,,,,,,,,621294,,,,,,,622663,656547,461325,282332,656756,643338,476589.0,456034,519144,519141.0,598264.0,582494.0,,,,,,,,605476,,,,,,,430641,606273,450729,519242,518886,453214,592804,Boston Red Sox
2017/07/14/colmlb-nynmlb-1,Colorado Rockies,459429,608566,573127.0,445197.0,543475.0,623184.0,,,,,,,543734,,,,,,,656546,518813,518452,493603,607536,543022,592351.0,607625,592789,571927.0,477569.0,623149.0,592340.0,594798.0,572831.0,,,,,607473,,,,,,,592665,519166,544727,606160,460283,554430,543548,New York Mets
2017/07/14/lanmlb-miamlb-1,Los Angeles Dodgers,554340,448179,435221.0,548389.0,453344.0,451661.0,445276.0,,,,,,622072,,,,,,,477132,431148,592779,628317,520980,501593,489265.0,543408,570632,607457.0,475479.0,573109.0,,,,,,,,621295,,,,,,,606424,430661,608716,474699,622217,573185,547749,Miami Marlins
2017/07/14/tormlb-detmlb-1,Toronto Blue Jays,462136,532077,592717.0,592130.0,607352.0,542924.0,,,,,,,457918,,,,,,,502211,449173,573186,434538,572193,571901,544759.0,518445,605242,543278.0,621385.0,,,,,,,,,541652,,,,,,,519455,543935,434671,458677,434378,572888,599683,Detroit Tigers
2017/07/14/wasmlb-cinmlb-1,Washington Nationals,424144,641627,458006.0,594840.0,,,,,,,,,595014,,,,,,,613534,544836,543699,453286,544931,430599,461829.0,456701,543101,276520.0,547179.0,534947.0,554374.0,592879.0,519322.0,571561.0,,,,605232,,,,,,,622491,502028,596331,628452,444857,621072,593974,Cincinnati Reds
2017/07/14/arimlb-atlmlb-1,Arizona Diamondbacks,425844,643327,605177.0,592836.0,545332.0,605151.0,,,,,,,592662,,,,,,,571578,407845,643355,571946,407822,517414,519008.0,592570,656794,285079.0,518693.0,542432.0,571521.0,462382.0,,,,,,448802,,,,,,,592314,605338,595465,527054,571871,592422,592426,Atlanta Braves
2017/07/14/minmlb-houmlb-1,Minnesota Twins,573124,450282,461833.0,519151.0,542953.0,657610.0,279571.0,,,,,,445213,,,,,,,606167,502043,429722,543507,594951,608648,621244.0,448609,624586,606965.0,502381.0,571704.0,,,,,,,,605397,,,,,,,502748,594311,543521,571666,621121,450203,593140,Houston Astros
2017/07/14/phimlb-milmlb-1,Philadelphia Phillies,593576,571948,601713.0,620982.0,472610.0,276542.0,,,,,,,595191,,,,,,,605388,643410,453329,450212,502272,605400,476451.0,643778,608718,606930.0,608349.0,,,,,,,,,543746,,,,,,,519076,490063,543118,605200,448614,453172,623352,Milwaukee Brewers
2017/07/14/seamlb-chamlb-1,Seattle Mariners,519267,572021,621058.0,451596.0,664641.0,572020.0,543964.0,543883.0,621242.0,,,,592767,,,,,,,605359,623406,433587,543901,518553,519240,641941.0,502706,474029,448306.0,571787.0,571476.0,543359.0,,,,,,,592454,,,,,,,502085,500872,573668,460059,456068,607074,461872,Chicago White Sox
2017/07/14/texmlb-kcamlb-1,Texas Rangers,502026,600917,592346.0,488768.0,527048.0,456713.0,592222.0,,,,,,502212,,,,,,,475115,506433,276351,518617,501817,430935,456167.0,450306,602083,493247.0,434628.0,501985.0,456379.0,641838.0,,,,,,475243,,,,,,,465657,501992,516969,621381,453178,518633,518397,Kansas City Royals
2017/07/14/clemlb-oakmlb-1,Cleveland Indians,545333,594736,580792.0,502083.0,,,,,,,,,592102,,,,,,,605182,543766,446372,458708,519096,471911,457429.0,605254,521230,640455.0,543243.0,425492.0,448281.0,433586.0,,,,,,572728,,,,,,,543056,446099,592811,594943,621112,434672,605135,Oakland Athletics
2017/07/14/tbamlb-anamlb-1,Tampa Bay Rays,514981,541640,471822.0,605483.0,458584.0,607188.0,592473.0,488984.0,502202.0,517008.0,,,543606,,,,,,,542882,622098,543135,502042,474521,502171,595032.0,456696,572140,641871.0,501625.0,445060.0,453284.0,502032.0,592135.0,,,,,457732,,,,,,,445926,607374,571760,433589,500724,622161,572070,Los Angeles Angels
2017/07/14/sfnmlb-sdnmlb-1,San Francisco Giants,502188,519043,502004.0,595345.0,519326.0,473879.0,,,,,,,592612,,,,,,,518516,621389,519293,430912,605195,456501,518715.0,534812,571473,543184.0,453385.0,664208.0,488748.0,489334.0,600526.0,543506.0,,,,607067,,,,,,,502239,543272,606131,468504,572362,659275,572308,San Diego Padres
2017/07/15/nyamlb-bosmlb-1,New York Yankees,547888,643338,547973.0,621294.0,,,,,,,,,282332,,,,,,,656756,622663,461325,476454,592741,476589,656547.0,598264,456034,592390.0,582494.0,430641.0,519443.0,472551.0,450729.0,,,,,519144,,,,,,,519141,605476,606273,453214,592804,519242,518886,Boston Red Sox
2017/07/15/tormlb-detmlb-1,Toronto Blue Jays,462136,532077,434538.0,502211.0,449173.0,571901.0,,,,,,,542924,,,,,,,457918,607352,592717,573186,592130,572193,544759.0,518445,541652,605242.0,543935.0,,,,,,,,,519455,,,,,,,543278,621385,572888,434378,599683,434671,458677,Detroit Tigers
2017/07/15/chnmlb-balmlb-1,Chicago Cubs,605218,488846,453562.0,444468.0,572750.0,,,,,,,,451584,,,,,,,493157,500779,474463,452657,467008,518748,543557.0,592332,501957,612434.0,643354.0,,,,,,,,,605164,,,,,,,571710,503285,502154,542960,434622,542947,489119,Baltimore Orioles
2017/07/15/slnmlb-pitmlb-1,St. Louis Cardinals,593372,543779,605154.0,458681.0,621199.0,572096.0,544928.0,,,,,,435043,,,,,,,592815,493200,502190,425794,446399,608379,621052.0,592866,504379,501697.0,519263.0,,,,,,,,,553878,,,,,,,543037,543339,641771,453281,467100,453265,592791,Pittsburgh Pirates
2017/07/15/phimlb-milmlb-1,Philadelphia Phillies,593576,571948,476451.0,605400.0,450212.0,276542.0,,,,,,,595191,,,,,,,605388,643410,453329,502272,620982,472610,601713.0,643778,608718,606930.0,608349.0,,,,,,,,,453172,,,,,,,543746,623352,448614,490063,605200,519076,543118,Milwaukee Brewers
2017/07/15/arimlb-atlmlb-1,Arizona Diamondbacks,545332,425844,571578.0,517414.0,605177.0,407822.0,,,,,,,643327,,,,,,,592662,407845,643355,592836,571946,519008,605151.0,592570,656794,571871.0,542432.0,518693.0,571521.0,462382.0,,,,,,448802,,,,,,,605338,595465,285079,527054,592422,592314,592426,Atlanta Braves
2017/07/15/colmlb-nynmlb-1,Colorado Rockies,573127,608566,543734.0,607536.0,459429.0,493603.0,,,,,,,592351,,,,,,,445197,656546,623184,518813,518452,543475,543022.0,592789,607473,592340.0,572831.0,607625.0,623149.0,460283.0,592665.0,,,,,519166,,,,,,,544727,606160,554430,594798,543548,571927,477569,New York Mets
2017/07/15/lanmlb-miamlb-1,Los Angeles Dodgers,445276,554340,548389.0,622072.0,520980.0,501593.0,592779.0,,,,,,435221,,,,,,,448179,477132,431148,453344,628317,451661,489265.0,543408,475479,621295.0,430661.0,606424.0,,,,,,,,573109,,,,,,,573185,474699,607457,622217,570632,608716,547749,Miami Marlins
2017/07/15/minmlb-houmlb-1,Minnesota Twins,450282,606167,461833.0,429722.0,608648.0,573124.0,445213.0,,,,,,542953,,,,,,,502043,279571,543507,621244,519151,657610,594951.0,571704,450203,593140.0,605397.0,448609.0,624586.0,642564.0,,,,,,502748,,,,,,,543521,594056,621121,606965,502381,594311,571666,Houston Astros
2017/07/15/seamlb-chamlb-1,Seattle Mariners,519267,572021,451596.0,664641.0,433587.0,518553.0,543964.0,543883.0,621242.0,,,,572020,,,,,,,592767,605359,623406,543901,519240,641941,621058.0,502706,474029,543359.0,461872.0,592454.0,502085.0,,,,,,,571476,,,,,,,571787,448306,500872,573668,456068,607074,460059,Chicago White Sox
2017/07/15/wasmlb-cinmlb-1,Washington Nationals,461829,458006,594840.0,,,,,,,,,,543699,,,,,,,544931,430599,453286,544836,613534,424144,641627.0,456701,543101,621072.0,276520.0,622491.0,547179.0,502028.0,593974.0,628452.0,,,,605232,,,,,,,596331,554374,534947,592879,444857,519322,571561,Cincinnati Reds
2017/07/15/texmlb-kcamlb-1,Texas Rangers,527048,502026,592346.0,488768.0,430935.0,600917.0,592222.0,,,,,,502212,,,,,,,475115,506433,276351,518617,456713,501817,456167.0,450306,602083,518397.0,434628.0,493247.0,518633.0,516969.0,,,,,,501985,,,,,,,641838,475243,456379,465657,501992,621381,453178,Kansas City Royals
2017/07/15/sfnmlb-sdnmlb-1,San Francisco Giants,502188,473879,519326.0,518715.0,595345.0,,,,,,,,519043,,,,,,,592612,621389,502004,519293,430912,605195,518516.0,534812,453385,659275.0,572308.0,543184.0,468504.0,664208.0,543272.0,543506.0,,,,571473,,,,,,,607067,502239,606131,489334,572362,488748,600526,San Diego Padres
2017/07/15/clemlb-oakmlb-1,Cleveland Indians,545333,594736,543766.0,,,,,,,,,,592102,,,,,,,457429,471911,458708,519096,605182,446372,453192.0,605254,572728,621112.0,521230.0,543056.0,425492.0,,,,,,,543243,,,,,,,446099,592811,594943,433586,434672,605135,640455,Oakland Athletics
2017/07/15/tbamlb-anamlb-1,Tampa Bay Rays,514981,488984,474521.0,595032.0,517008.0,605483.0,458584.0,502171.0,502202.0,471822.0,,,541640,,,,,,,543606,542882,622098,607188,592473,543135,502042.0,456696,445060,453284.0,572070.0,500724.0,433589.0,641871.0,501625.0,,,,,572140,,,,,,,457732,445926,607374,571760,592135,622161,502032,Los Angeles Angels
2017/07/16/nyamlb-bosmlb-2,New York Yankees,592761,476454,593334.0,501381.0,547888.0,592741.0,,,,,,,622663,,,,,,,547973,643338,461325,571951,476589,282332,656756.0,598264,519144,592804.0,456034.0,518886.0,,,,,,,,519141,,,,,,,605476,545348,582494,606273,519242,450729,453214,Boston Red Sox
2017/07/16/colmlb-nynmlb-1,Colorado Rockies,459429,608566,623184.0,445197.0,573127.0,,,,,,,,592351,,,,,,,543734,518813,518452,493603,607536,543475,656546.0,607625,592789,571927.0,592340.0,477569.0,607473.0,519166.0,,,,,,592665,,,,,,,544727,606160,460283,554430,543548,623149,572831,New York Mets
2017/07/16/lanmlb-miamlb-1,Los Angeles Dodgers,554340,435221,448179.0,451661.0,501593.0,453344.0,445276.0,,,,,,622072,,,,,,,477132,431148,592779,628317,520980,489265,548389.0,543408,570632,607457.0,475479.0,430661.0,,,,,,,,573109,,,,,,,547749,573185,608716,474699,622217,621295,606424,Miami Marlins
2017/07/16/tormlb-detmlb-1,Toronto Blue Jays,457918,502211,592130.0,532077.0,542924.0,449173.0,,,,,,,592717,,,,,,,573186,434538,571901,544759,462136,572193,607352.0,518445,605242,572888.0,599683.0,,,,,,,,,519455,,,,,,,543278,434378,434671,621385,543935,541652,458677,Detroit Tigers
2017/07/16/wasmlb-cinmlb-1,Washington Nationals,461829,594840,430599.0,641627.0,,,,,,,,,605452,,,,,,,424144,613534,458006,453286,544931,543699,544836.0,543101,605232,276520.0,547179.0,456701.0,554374.0,519322.0,571561.0,502028.0,,,,622491,,,,,,,596331,628452,534947,592879,444857,621072,593974,Cincinnati Reds
2017/07/16/arimlb-atlmlb-1,Arizona Diamondbacks,545332,425844,605151.0,605177.0,643327.0,519008.0,,,,,,,592662,,,,,,,571578,407845,643355,592836,543331,571946,407822.0,656794,592314,571521.0,518693.0,448802.0,592426.0,592570.0,,,,,,605338,,,,,,,595465,285079,527054,571871,462382,542432,592422,Atlanta Braves
2017/07/16/chnmlb-balmlb-1,Chicago Cubs,453562,451584,500779.0,605218.0,488846.0,,,,,,,,493157,,,,,,,444468,474463,452657,467008,518748,572750,543557.0,612434,592332,502154.0,503285.0,,,,,,,,,501957,,,,,,,605164,489119,542960,542947,434622,643354,571710,Baltimore Orioles
2017/07/16/slnmlb-pitmlb-1,St. Louis Cardinals,543779,435043,621052.0,605154.0,593372.0,572096.0,446399.0,,,,,,592815,,,,,,,544928,493200,502190,425794,458681,621199,608379.0,519263,553878,504379.0,453281.0,,,,,,,,,543037,,,,,,,592791,641771,501697,467100,592866,543339,453265,Pittsburgh Pirates
2017/07/16/minmlb-houmlb-1,Minnesota Twins,573124,450282,608648.0,502043.0,657610.0,542953.0,519151.0,,,,,,445213,,,,,,,606167,429722,279571,543507,621244,594951,461833.0,448609,450203,593140.0,571666.0,606965.0,571704.0,,,,,,,605397,,,,,,,502748,543521,594056,621121,624586,502381,594311,Houston Astros
2017/07/16/phimlb-milmlb-1,Philadelphia Phillies,571948,595191,620982.0,450212.0,472610.0,593576.0,,,,,,,605388,,,,,,,643410,453329,502272,605400,601713,276542,476451.0,606930,608718,448614.0,543118.0,,,,,,,,,608349,,,,,,,453172,623352,519076,605200,490063,543746,643778,Milwaukee Brewers
2017/07/16/seamlb-chamlb-1,Seattle Mariners,519267,572020,664641.0,621058.0,641941.0,572021.0,518553.0,543883.0,621242.0,,,,592767,,,,,,,605359,623406,433587,543901,543964,519240,451596.0,474029,448306,592454.0,502085.0,571476.0,571787.0,,,,,,,500872,,,,,,,573668,460059,456068,607074,502706,461872,543359,Chicago White Sox
2017/07/16/texmlb-kcamlb-1,Texas Rangers,527048,502026,488768.0,506433.0,456713.0,592222.0,276351.0,,,,,,600917,,,,,,,502212,475115,518617,501817,430935,456167,592346.0,450306,602083,434628.0,453178.0,493247.0,465657.0,516969.0,,,,,,501985,,,,,,,641838,475243,456379,501992,621381,518633,518397,Kansas City Royals
2017/07/16/tbamlb-anamlb-1,Tampa Bay Rays,514981,541640,517008.0,605483.0,502202.0,458584.0,502042.0,488984.0,471822.0,592473.0,,,543606,,,,,,,542882,622098,607188,543135,474521,502171,595032.0,445060,572140,572070.0,641871.0,501625.0,592170.0,453284.0,456696.0,502032.0,,,,457732,,,,,,,445926,607374,571760,433589,500724,592135,622161,Los Angeles Angels
2017/07/16/clemlb-oakmlb-1,Cleveland Indians,594736,471911,580792.0,592102.0,,,,,,,,,605182,,,,,,,543766,446372,458708,545333,519096,457429,502083.0,605254,572728,605135.0,640455.0,543056.0,521230.0,501563.0,,,,,,543243,,,,,,,446099,592811,594943,595014,433586,621112,434672,Oakland Athletics
2017/07/16/sfnmlb-sdnmlb-1,San Francisco Giants,473879,519043,502188.0,605195.0,592612.0,,,,,,,,595345,,,,,,,518715,518516,621389,502004,519293,430912,519326.0,453385,571473,659275.0,572308.0,543184.0,502239.0,489334.0,534812.0,600526.0,,,,543506,,,,,,,607067,543272,606131,664208,468504,572362,488748,San Diego Padres
2017/07/17/wasmlb-cinmlb-1,Washington Nationals,461829,605452,453286.0,544931.0,430599.0,594840.0,,,,,,,424144,,,,,,,641627,545363,613534,606983,544836,458006,543699.0,456701,543101,621072.0,276520.0,444857.0,592879.0,593974.0,547179.0,628452.0,,,,605232,,,,,,,622491,502028,596331,554374,534947,519322,571561,Cincinnati Reds
2017/07/17/milmlb-pitmlb-1,Milwaukee Brewers,606930,608349,453172.0,643778.0,,,,,,,,,448614,,,,,,,519076,490063,605200,543118,608718,543746,623352.0,519263,592866,504379.0,553878.0,,,,,,,,,543037,,,,,,,592791,453281,501697,467100,641771,543339,453265,Pittsburgh Pirates
2017/07/17/texmlb-balmlb-1,Texas Rangers,527048,600917,456167.0,592346.0,592222.0,488768.0,502026.0,,,,,,502212,,,,,,,475115,506433,276351,518617,456713,501817,430935.0,612434,643354,571710.0,542960.0,,,,,,,,,592332,,,,,,,605164,503285,502154,489119,434622,501957,542947,Baltimore Orioles
2017/07/17/phimlb-miamlb-1,Philadelphia Phillies,453329,450212,605388.0,620982.0,593576.0,643410.0,,,,,,,502272,,,,,,,605400,601713,476451,276542,595191,571948,472610.0,570632,621295,475479.0,573109.0,608716.0,,,,,,,,573185,,,,,,,606424,430661,474699,622217,543408,547749,607457,Miami Marlins
2017/07/17/slnmlb-nynmlb-1,St. Louis Cardinals,593372,435043,425794.0,544928.0,621199.0,543779.0,446399.0,,,,,,592815,,,,,,,493200,502190,458681,608379,572096,621052,605154.0,607625,592789,554430.0,572831.0,570663.0,623149.0,460283.0,592340.0,,,,,592665,,,,,,,519166,544727,606160,594798,543548,571927,477569,New York Mets
2017/07/17/tormlb-bosmlb-1,Toronto Blue Jays,462136,542924,573186.0,608678.0,572193.0,532077.0,,,,,,,457918,,,,,,,607352,502211,592717,592130,434538,571901,544759.0,456034,519144,592804.0,593958.0,472551.0,592390.0,598264.0,,,,,,519141,,,,,,,605476,582494,606273,450729,519242,518886,453214,Boston Red Sox
2017/07/17/chnmlb-atlmlb-1,Chicago Cubs,605218,453562,452657.0,493157.0,451584.0,,,,,,,,488846,,,,,,,500779,444468,474463,467008,518748,572750,543557.0,656794,448802,633831.0,518693.0,527054.0,571871.0,592570.0,,,,,,592314,,,,,,,605338,595465,285079,462382,542432,571521,592426,Atlanta Braves
2017/07/17/nyamlb-minmlb-1,New York Yankees,547888,592741,501381.0,571951.0,592761.0,,,,,,,,476454,,,,,,,622663,547973,643338,461325,476589,282332,656756.0,450282,542953,461833.0,606167.0,608648.0,573124.0,445213.0,,,,,,502043,,,,,,,429722,279571,543507,621244,519151,657610,594951,Minnesota Twins
2017/07/17/seamlb-houmlb-1,Seattle Mariners,519267,572020,572021.0,543964.0,519240.0,543883.0,518553.0,451596.0,621242.0,,,,592767,,,,,,,605359,623406,433587,543901,641941,621058,664641.0,450203,605397,606965.0,502381.0,571704.0,448609.0,,,,,,,502748,,,,,,,543521,624586,594311,571666,621121,594056,593140,Houston Astros
2017/07/17/detmlb-kcamlb-1,Detroit Tigers,605242,541652,518445.0,543278.0,,,,,,,,,543935,,,,,,,572888,434378,434671,458677,519455,599683,621385.0,501985,475243,450306.0,518397.0,641838.0,456379.0,491703.0,,,,,,465657,,,,,,,501992,516969,621381,453178,518633,434628,493247,Kansas City Royals
2017/07/17/sdnmlb-colmlb-1,San Diego Padres,453385,571473,659275.0,543184.0,606131.0,489334.0,534812.0,488748.0,489446.0,,,,543506,,,,,,,607067,502239,543272,664208,468504,572362,600526.0,592351,543734,623184.0,445197.0,518813.0,,,,,,,,656546,,,,,,,545064,518452,607536,543475,608566,459429,493603,Colorado Rockies
2017/07/17/tbamlb-oakmlb-1,Tampa Bay Rays,514981,541640,595032.0,552640.0,605483.0,502202.0,458584.0,543606.0,488984.0,517008.0,,,542882,,,,,,,622098,607188,592473,543135,502042,474521,502171.0,521230,543243,605135.0,640455.0,605254.0,595014.0,572728.0,,,,,,543056,,,,,,,501563,446099,592811,594943,433586,621112,434672,Oakland Athletics
2017/07/17/clemlb-sfnmlb-1,Cleveland Indians,545333,594736,453192.0,592102.0,,,,,,,,,543766,,,,,,,446372,457429,607320,471911,519096,605182,458708.0,502188,473879,518715.0,502004.0,592612.0,,,,,,,,595345,,,,,,,518516,621389,519293,430912,519326,605195,519043,San Francisco Giants
2017/07/18/milmlb-pitmlb-1,Milwaukee Brewers,543746,623352,448855.0,543118.0,448614.0,,,,,,,,606930,,,,,,,519076,490063,518468,605200,608718,608349,453172.0,592866,504379,543339.0,553878.0,,,,,,,,,543037,,,,,,,592791,641771,453281,501697,453265,467100,519263,Pittsburgh Pirates
2017/07/18/texmlb-balmlb-1,Texas Rangers,527048,502026,488768.0,592222.0,475115.0,502212.0,501817.0,,,,,,600917,,,,,,,506433,276351,518617,456713,430935,456167,592346.0,643354,592332,612434.0,502154.0,,,,,,,,,501957,,,,,,,571710,503285,489119,542960,434622,542947,605164,Baltimore Orioles
2017/07/18/arimlb-cinmlb-1,Arizona Diamondbacks,425844,643327,605177.0,592662.0,543331.0,545332.0,,,,,,,571578,,,,,,,407845,643355,592836,571946,407822,519008,605151.0,456701,543101,621072.0,593974.0,276520.0,547179.0,607219.0,571561.0,570810.0,502028.0,,,605232,,,,,,,622491,596331,628452,554374,534947,592879,519322,Cincinnati Reds
2017/07/18/phimlb-miamlb-1,Philadelphia Phillies,571948,595191,592826.0,450212.0,276542.0,593576.0,,,,,,,605388,,,,,,,453329,605400,502272,620982,472610,601713,476451.0,573185,543408,547749.0,430661.0,606424.0,,,,,,,,475479,,,,,,,570632,573109,621295,474699,607457,622217,543045,Miami Marlins
2017/07/18/slnmlb-nynmlb-1,St. Louis Cardinals,593372,543779,621199.0,572096.0,621052.0,605154.0,608379.0,,,,,,435043,,,,,,,592815,544928,493200,502190,425794,458681,446399.0,607625,592789,592340.0,606160.0,477569.0,572831.0,519166.0,570663.0,,,,,592665,,,,,,,544727,460283,554430,594798,543548,571927,623149,New York Mets
2017/07/18/tormlb-bosmlb-1,Toronto Blue Jays,462136,592717,571901.0,592130.0,532077.0,502211.0,,,,,,,573186,,,,,,,434538,572193,544759,457918,607352,542924,608678.0,456034,519144,598271.0,598264.0,518886.0,519443.0,584171.0,,,,,,519141,,,,,,,605476,606273,450729,519242,593958,453214,592804,Boston Red Sox
2017/07/18/chnmlb-atlmlb-1,Chicago Cubs,453562,451584,467008.0,605218.0,444468.0,,,,,,,,493157,,,,,,,500779,474463,452657,518748,543557,407793,488846.0,592570,448802,571521.0,633831.0,656794.0,592426.0,518693.0,,,,,,592314,,,,,,,605338,595465,285079,527054,571871,462382,542432,Atlanta Braves
2017/07/18/lanmlb-chamlb-1,Los Angeles Dodgers,554340,435221,489265.0,548389.0,477132.0,520980.0,445276.0,,,,,,448179,,,,,,,622072,431148,592779,453344,628317,501593,451661.0,474029,502706,543359.0,500872.0,,,,,,,,,573668,,,,,,,460059,571476,607074,448306,456068,571787,461872,Chicago White Sox
2017/07/18/nyamlb-minmlb-1,New York Yankees,547888,592761,476454.0,547973.0,,,,,,,,,622663,,,,,,,643338,282332,656756,501381,570666,592741,476589.0,573124,450282,461833.0,608648.0,112526.0,519151.0,444520.0,657610.0,279571.0,,,,445213,,,,,,,606167,542953,502043,429722,543507,621244,594951,Minnesota Twins
2017/07/18/seamlb-houmlb-1,Seattle Mariners,519267,572021,543964.0,518553.0,519240.0,621058.0,451596.0,664641.0,543208.0,641941.0,,,572020,,,,,,,592767,605359,543883,623406,433587,543901,621242.0,448609,606965,502748.0,624586.0,594056.0,502381.0,,,,,,,571704,,,,,,,450203,605397,594311,543521,593140,571666,621121,Houston Astros
2017/07/18/detmlb-kcamlb-1,Detroit Tigers,518445,605242,572888.0,543935.0,,,,,,,,,541652,,,,,,,519455,621385,434378,599683,434671,458677,571510.0,450306,641838,475243.0,493247.0,501985.0,456379.0,491703.0,,,,,,465657,,,,,,,501992,516969,621381,453178,518633,518397,434628,Kansas City Royals
